gene,shoot_control_1,shoot_control_2,shoot_control_3,shoot_ABA_1,shoot_ABA_2,shoot_ABA_3
AT5G46810,0,0,0,0,0,0
AT5G46820,0,0,0,0,0,0
AT5G46830,7,18,6,28,213,98
AT5G46840,1879,3053,1943,2702,1970,1900
AT5G46845,13,11,13,25,14,24
AT5G46850,243,392,245,415,506,404
AT5G46860,2415,4191,2065,4541,4256,3241
AT5G46870,175,225,156,197,312,220
AT5G46871,0,8,0,4,2,2
AT5G46873,0,1,0,0,0,0
AT5G46874,0,0,0,0,0,0
AT5G46877,0,0,0,0,0,0
AT5G46880,308,691,296,614,617,384
AT5G46890,11,59,90,18,14,23
AT5G46900,55,64,180,10,17,21
AT5G46910,670,1280,826,1368,1598,1321
AT5G46915,16,41,25,29,38,24
AT5G46920,1057,1517,963,1255,1106,1099
AT5G46930,0,0,0,0,0,0
AT5G46940,0,0,0,0,0,0
AT5G46950,0,0,4,0,0,2
AT5G46960,2,10,4,4,2,10
AT5G46970,0,0,0,0,0,0
AT5G46980,0,0,0,0,0,0
AT5G46990,0,0,0,0,0,0
AT5G47000,71,90,41,516,367,459
AT5G47010,5835,9628,5724,8165,10015,8219
AT5G47020,3286,4478,2840,8934,8280,8206
AT5G47030,8953,15161,7012,12608,16235,10531
AT5G47040,2466,3895,1490,10025,11899,6292
AT5G47050,892,1624,956,1628,2766,1594
AT5G47060,1523,2125,1831,5087,3207,3181
AT5G47070,1169,3008,1203,2528,4243,1988
AT5G47075,0,0,0,0,0,1
AT5G47077,0,0,0,0,0,1
AT5G47080,1925,3636,2085,3107,3336,2534
AT5G47090,632,996,557,1104,1073,806
AT5G47100,813,1267,843,1533,1566,1374
AT5G47110,9262,15162,7039,14004,14835,8320
AT5G47120,3081,5429,3357,7300,11576,7685
AT5G47130,155,164,103,199,141,110
AT5G47140,1251,2021,1211,2003,2471,1982
AT5G47150,13,8,8,2,4,8
AT5G47160,41,45,43,60,86,49
AT5G47170,25,20,16,8,14,18
AT5G47175,0,2,0,0,0,0
AT5G47180,954,1594,875,3327,4131,2929
AT5G47190,10671,15226,6925,14271,13873,8106
AT5G47200,5493,10694,5604,14499,21831,15645
AT5G47210,32606,51267,29789,25782,31079,25064
AT5G47220,2913,7700,2573,2557,4769,1470
AT5G47229,0,0,0,0,0,0
AT5G47230,2310,4300,1501,806,2911,1014
AT5G47240,711,524,635,1258,839,1718
AT5G47250,216,342,235,219,208,237
AT5G47260,0,0,0,0,1,0
AT5G47280,0,0,0,0,0,2
AT5G47290,0,0,0,0,0,0
AT5G47300,0,0,0,0,0,0
AT5G47306,0,0,0,0,0,0
AT5G47310,1690,2790,1377,3282,3390,2299
AT5G47320,2343,3118,2153,2943,3203,2371
AT5G47330,192,259,204,864,2017,1739
AT5G47340,1,0,0,0,25,19
AT5G47350,17,12,10,20,9,14
AT5G47360,117,177,100,224,183,160
AT5G47370,778,1558,950,1500,1751,1212
AT5G47380,407,699,295,629,598,363
AT5G47390,1385,2264,821,2504,3075,1492
AT5G47400,459,759,440,674,716,524
AT5G47420,906,1742,1065,1105,1663,1218
AT5G47430,2293,4092,2105,4472,4854,3635
AT5G47435,2702,4606,2664,5346,5030,3753
AT5G47440,56,104,46,104,73,58
AT5G47450,39,40,89,161,179,168
AT5G47455,864,1305,939,792,639,767
AT5G47460,100,187,120,160,140,122
AT5G47470,3,4,9,12,10,15
AT5G47480,3683,6382,3806,6889,8182,6870
AT5G47490,1276,1600,1139,1747,1914,1900
AT5G47500,1729,1600,1146,2378,1876,1719
AT5G47510,208,244,159,220,213,220
AT5G47520,659,1019,602,1214,1242,825
AT5G47530,79,89,92,1022,1265,910
AT5G47540,1783,3469,1537,2744,3120,2521
AT5G47550,1206,2193,801,3955,8676,4565
AT5G47560,11077,21341,9006,23165,42757,26587
AT5G47570,3412,5075,3026,6090,6768,5094
AT5G47580,615,901,590,953,943,676
AT5G47590,290,420,236,781,869,595
AT5G47600,80,143,142,40,81,88
AT5G47610,808,1807,265,1285,3176,1193
AT5G47620,3049,5080,2016,5143,7176,4290
AT5G47630,816,1091,632,694,663,586
AT5G47635,75,101,73,1167,863,925
AT5G47640,1220,1667,748,4122,5918,2889
AT5G47650,685,994,458,1764,2509,1824
AT5G47660,580,847,463,738,821,706
AT5G47670,3,12,2,23,11,16
AT5G47680,1656,2685,1788,2072,1769,1687
AT5G47690,6859,10584,6603,11363,9890,8707
AT5G47700,10815,14016,9023,8902,8762,7721
AT5G47710,854,1200,615,957,1085,786
AT5G47720,808,859,721,1167,896,1032
AT5G47730,1965,4427,2606,3561,6895,3710
AT5G47740,171,197,119,685,545,531
AT5G47750,1670,2691,1610,2655,2889,2443
AT5G47760,923,1350,806,1671,1492,1251
AT5G47770,3594,4732,2696,5718,5402,3886
AT5G47780,5969,9790,5212,10520,10313,8165
AT5G47790,643,981,624,998,951,777
AT5G47800,395,554,321,649,963,671
AT5G47810,443,795,425,569,608,524
AT5G47820,2606,4259,2533,3657,4179,3148
AT5G47830,453,1075,423,852,1142,645
AT5G47840,5373,9407,3955,7995,8759,5652
AT5G47850,50,82,66,27,52,45
AT5G47860,2930,5767,2516,6709,7186,5270
AT5G47870,2659,4149,2762,3494,3795,3092
AT5G47880,4138,8450,4242,6160,8216,6193
AT5G47890,2912,3937,2575,4824,4427,3637
AT5G47900,264,305,136,379,246,186
AT5G47910,7807,25774,10766,18218,9613,4463
AT5G47920,159,137,168,137,150,196
AT5G47928,0,0,0,0,0,0
AT5G47930,11161,16526,11380,10206,10068,9789
AT5G47940,485,746,512,1341,1060,873
AT5G47950,38,75,69,39,15,28
AT5G47960,373,721,357,271,326,219
AT5G47970,1203,2034,1095,1355,1403,1108
AT5G47980,18,22,68,10,0,21
AT5G47990,213,199,756,141,50,417
AT5G48000,445,343,764,322,188,546
AT5G48010,296,237,596,177,54,338
AT5G48020,1833,2506,1455,3977,4492,3687
AT5G48030,3117,5222,3164,3055,3452,2745
AT5G48040,297,381,256,437,315,274
AT5G48050,21,42,18,24,25,32
AT5G48060,191,237,186,182,206,275
AT5G48070,264,243,510,141,81,142
AT5G48090,57,59,38,78,62,52
AT5G48100,26,12,18,48,28,31
AT5G48110,463,388,533,513,211,411
AT5G48120,2068,3434,2026,2574,2392,2335
AT5G48130,14,14,12,7,10,8
AT5G48140,0,0,0,0,0,0
AT5G48150,2584,4680,2554,4587,7357,4417
AT5G48160,3229,5511,2947,7786,5609,3800
AT5G48170,73,94,67,88,73,95
AT5G48175,41,61,33,40,27,32
AT5G48180,11019,19315,6871,34566,63492,41376
AT5G48190,1,9,4,0,2,3
AT5G48200,0,6,2,1,4,1
AT5G48205,4,2,0,0,4,2
AT5G48210,0,0,0,0,0,0
AT5G48220,1841,2624,1244,1960,1660,1110
AT5G48230,2586,3617,2617,4486,4460,3983
AT5G48240,2411,3682,2670,1666,1555,1684
AT5G48250,1393,1683,1268,2434,1363,1948
AT5G48270,0,0,1,4,2,0
AT5G48280,0,0,0,1,0,0
AT5G48290,148,189,170,199,143,148
AT5G48300,18445,35555,14858,29276,36500,22656
AT5G48310,555,455,426,494,406,408
AT5G48320,91,126,76,163,104,98
AT5G48330,692,909,508,770,912,834
AT5G48335,1232,1674,891,1955,1660,1162
AT5G48340,586,810,587,1086,1065,845
AT5G48350,2,4,8,14,0,4
AT5G48360,1352,1486,1199,835,938,1135
AT5G48370,436,764,410,1044,1311,852
AT5G48375,0,0,0,0,0,0
AT5G48380,3999,8772,4802,8329,7119,4879
AT5G48385,5634,9023,5342,8829,8307,7394
AT5G48390,38,44,24,43,17,23
AT5G48400,80,67,115,319,225,227
AT5G48410,84,104,95,254,169,313
AT5G48412,1144,1855,1012,3526,3344,2408
AT5G48420,0,0,0,0,0,0
AT5G48430,1016,2609,1649,79,73,46
AT5G48440,715,1117,724,1154,1072,858
AT5G48450,700,1186,966,1228,647,706
AT5G48460,685,1015,552,867,1057,683
AT5G48465,0,0,0,0,0,0
AT5G48470,2322,3177,2055,2443,2201,1864
AT5G48480,1662,2400,1527,2783,3654,3482
AT5G48485,1045,1896,855,1220,1220,592
AT5G48490,332,374,127,881,584,201
AT5G48500,835,1076,831,1265,1438,1673
AT5G48510,0,2,6,0,10,2
AT5G48515,0,0,0,1,0,0
AT5G48520,922,1443,805,1467,1722,1267
AT5G48530,580,1499,784,553,572,472
AT5G48540,2407,6179,3242,1481,1997,1409
AT5G48543,0,0,0,0,0,0
AT5G48545,1349,2010,880,1920,1370,851
AT5G48550,11,2,4,2,4,7
AT5G48560,890,984,973,924,917,1233
AT5G48570,2157,11045,2464,2480,14346,3256
AT5G48575,1,0,0,0,2,0
AT5G48580,2995,5047,2904,3736,4368,3611
AT5G48590,2177,3585,1541,2864,2208,1482
AT5G48595,0,0,0,0,0,0
AT5G48600,1000,1063,966,953,853,920
AT5G48605,0,0,0,0,0,0
AT5G48610,710,976,700,1035,1142,912
AT5G48620,3689,6658,3226,9644,6361,4288
AT5G48630,1303,1555,801,1693,1279,918
AT5G48640,1000,1133,697,1173,960,851
AT5G48650,89,128,113,193,331,297
AT5G48655,1452,2826,1329,2585,2884,2002
AT5G48657,827,2006,1891,1462,1221,1199
AT5G48660,438,745,492,466,417,433
AT5G48670,44,82,63,102,74,57
AT5G48675,0,0,0,0,0,0
AT5G48680,1051,1827,1124,1470,1341,1059
AT5G48690,83,119,127,91,54,120
AT5G48700,0,0,0,0,0,0
AT5G48710,10,18,7,15,15,18
AT5G48720,648,1035,729,896,897,938
AT5G48730,1101,1745,860,1093,1141,919
AT5G48740,105,183,94,177,178,159
AT5G48750,0,0,0,0,0,0
AT5G48760,4615,6621,4054,4192,4184,3918
AT5G48770,234,343,262,702,504,466
AT5G48775,160,236,175,486,344,337
AT5G48780,52,72,64,110,97,89
AT5G48790,2411,3947,1408,3376,3335,1921
AT5G48800,536,720,550,703,493,545
AT5G48810,4613,7847,4195,8005,9302,6393
AT5G48820,158,171,183,155,138,218
AT5G48830,1796,2358,1203,1783,1640,1469
AT5G48835,0,0,0,0,0,0
AT5G48840,728,1017,571,803,871,704
AT5G48850,1587,2806,1273,699,4431,3408
AT5G48860,0,0,0,0,0,0
AT5G48870,1628,2131,1277,1649,1764,1448
AT5G48880,3697,6969,2364,4118,6384,4449
AT5G48890,0,0,3,0,0,2
AT5G48900,715,1249,723,1052,1277,908
AT5G48905,0,0,1,0,0,0
AT5G48910,851,1272,568,1032,1001,762
AT5G48920,159,245,237,123,195,297
AT5G48930,6583,11112,8091,8807,13971,12860
AT5G48940,525,476,460,567,360,451
AT5G48945,0,2,0,0,0,0
AT5G48950,53,92,47,58,61,31
AT5G48953,0,0,0,0,1,0
AT5G48960,1965,2486,1508,2769,2590,2082
AT5G48970,1410,2392,1445,1750,1643,1528
AT5G48980,11,36,12,38,14,28
AT5G48990,381,578,324,493,430,408
AT5G49000,177,369,240,433,424,304
AT5G49010,262,316,278,348,384,258
AT5G49015,358,418,262,824,346,447
AT5G49020,1339,1886,1239,1378,1299,1301
AT5G49030,6194,8042,4178,6724,6258,4393
AT5G49040,3,2,2,2,2,6
AT5G49050,0,0,0,2,0,0
AT5G49060,555,933,581,897,970,807
AT5G49070,27,39,15,24,24,49
AT5G49100,937,1423,1000,1093,1460,1061
AT5G49110,292,307,296,347,232,256
AT5G49120,31,22,28,328,170,182
AT5G49130,8,15,11,4,9,20
AT5G49138,7,13,9,4,9,20
AT5G49140,2,8,2,25,8,18
AT5G49150,65,70,79,75,130,148
AT5G49152,73,85,81,84,140,163
AT5G49160,2166,2464,2399,2394,2026,2429
AT5G49170,200,277,141,107,129,87
AT5G49180,1,0,0,0,0,0
AT5G49190,101,144,92,151,79,102
AT5G49200,24,27,19,39,27,10
AT5G49210,1565,2246,1565,1914,1912,1704
AT5G49215,606,942,457,444,686,519
AT5G49220,1287,1843,1097,1263,1548,1522
AT5G49230,939,1674,884,1278,1382,1015
AT5G49240,0,0,0,0,0,0
AT5G49250,0,0,0,0,0,0
AT5G49260,0,0,0,0,0,0
AT5G49270,126,214,167,133,117,176
AT5G49280,585,1166,615,1743,3684,2610
AT5G49290,105,169,128,215,205,174
AT5G49300,344,494,339,219,336,270
AT5G49310,0,6,6,4,2,8
AT5G49320,49,46,48,42,40,62
AT5G49330,516,894,293,211,504,224
AT5G49334,0,0,0,0,0,0
AT5G49340,41,17,24,84,63,92
AT5G49350,150,129,194,498,268,451
AT5G49360,2947,5758,1917,14653,2885,1469
AT5G49370,37,43,35,54,55,35
AT5G49380,46,92,42,59,68,35
AT5G49390,165,283,104,251,192,107
AT5G49400,1390,2246,1366,2115,1540,1309
AT5G49410,353,383,281,437,321,300
AT5G49420,0,4,4,1,2,0
AT5G49430,1462,2137,1300,1973,1809,1577
AT5G49435,0,0,0,0,0,0
AT5G49440,3650,6690,3529,7015,5925,4417
AT5G49448,986,2064,730,2358,1989,1090
AT5G49450,986,2064,730,2358,1989,1090
AT5G49460,3516,5542,3460,7746,8466,6516
AT5G49470,1014,1786,1109,1907,1640,1481
AT5G49480,16825,37717,16519,7139,24998,19007
AT5G49490,0,0,0,0,0,0
AT5G49500,267,369,246,501,461,379
AT5G49510,2532,4284,2401,3403,3489,2615
AT5G49520,826,1473,1433,1626,1870,1827
AT5G49525,20,16,9,163,119,74
AT5G49530,1371,2109,1362,1847,1552,1598
AT5G49540,2173,3440,2060,3418,3779,3076
AT5G49550,471,708,505,899,980,888
AT5G49555,1144,1603,881,1404,1579,1186
AT5G49560,391,548,405,212,337,258
AT5G49570,1075,2007,1177,2653,2651,1905
AT5G49580,1279,2115,1063,1828,1925,1268
AT5G49590,0,0,0,0,0,0
AT5G49600,2,2,2,16,2,4
AT5G49610,340,565,293,589,525,465
AT5G49615,6,8,0,4,6,8
AT5G49620,27,3,18,100,20,89
AT5G49630,499,840,518,200,235,188
AT5G49640,808,1370,806,1626,1011,869
AT5G49650,1837,3128,1685,4206,4104,3304
AT5G49660,2116,2971,2198,2682,2532,3022
AT5G49665,663,1112,574,2284,2485,1872
AT5G49680,515,658,513,572,536,442
AT5G49690,79,250,86,473,657,287
AT5G49700,1114,2995,1065,1801,2991,1336
AT5G49710,652,972,582,1914,1815,1362
AT5G49720,12266,22907,11015,22315,23036,14196
AT5G49730,1773,3291,550,1363,1488,354
AT5G49740,2241,4400,917,1278,2390,820
AT5G49750,0,0,0,0,0,0
AT5G49760,3950,7428,3759,7200,4194,3537
AT5G49770,126,188,120,7,7,7
AT5G49780,104,87,80,56,33,30
AT5G49800,207,240,240,203,199,163
AT5G49810,3540,6423,4122,5765,7474,5926
AT5G49820,2185,3805,2027,3546,4029,3282
AT5G49830,2107,3849,2143,3504,4202,3233
AT5G49840,1393,1875,1033,2709,2100,1658
AT5G49850,257,285,313,150,52,94
AT5G49860,4,2,0,0,2,4
AT5G49870,63,121,111,44,26,21
AT5G49880,1014,1569,1038,1700,1634,1575
AT5G49890,2214,3737,2225,5420,6158,4677
AT5G49900,503,952,474,1376,1355,1152
AT5G49910,24841,49656,19437,16825,33866,18218
AT5G49920,192,228,129,142,193,128
AT5G49930,1779,2827,1550,2995,3800,2731
AT5G49940,3956,6370,3398,5408,5464,3987
AT5G49945,869,1105,838,1526,1332,1283
AT5G49950,1108,2102,1152,2161,2712,2440
AT5G49960,540,706,468,780,631,537
AT5G49970,3485,7029,2858,5626,7322,4443
AT5G49980,3347,5090,2493,5154,4634,3532
AT5G49990,709,974,633,1452,1371,1054
AT5G50000,2767,4188,2176,3562,3400,2545
AT5G50010,182,221,200,300,254,294
AT5G50011,182,221,200,300,254,294
AT5G50012,182,221,200,300,254,294
AT5G50020,1096,1563,977,1730,1722,1449
AT5G50030,0,0,0,2,0,2
AT5G50040,0,2,4,0,0,0
AT5G50050,0,0,0,0,0,0
AT5G50060,2,2,0,0,0,0
AT5G50070,0,2,0,0,0,1
AT5G50080,0,0,0,1,2,0
AT5G50090,152,207,170,222,318,277
AT5G50100,1739,3557,1283,4545,7451,4979
AT5G50110,698,971,519,1054,1046,743
AT5G50115,0,0,0,0,0,0
AT5G50120,49,53,84,71,52,58
AT5G50130,258,303,259,294,243,249
AT5G50136,0,0,0,0,0,0
AT5G50140,2,2,4,6,0,0
AT5G50150,1376,1528,1214,1318,1199,1448
AT5G50160,1764,2448,1502,2453,2890,3382
AT5G50170,547,902,503,1174,1540,1339
AT5G50175,25,26,26,46,46,31
AT5G50180,1713,2119,1315,2558,2577,2079
AT5G50190,1,0,0,0,0,0
AT5G50200,2894,4759,3421,3593,4565,4824
AT5G50210,3063,6164,3081,4685,6904,4843
AT5G50220,0,0,0,2,0,0
AT5G50230,732,1354,640,1726,1715,1180
AT5G50240,283,509,184,939,1526,786
AT5G50250,4275,6143,2767,5039,5687,3701
AT5G50260,49,58,42,630,539,528
AT5G50270,0,0,0,4,0,0
AT5G50280,1116,1403,831,1457,1187,1081
AT5G50290,50,33,24,25,40,66
AT5G50300,112,114,146,71,43,68
AT5G50310,3031,4825,2958,2930,2614,2681
AT5G50320,1691,2734,1550,2061,2122,1647
AT5G50330,356,513,340,799,529,618
AT5G50335,481,847,483,610,522,318
AT5G50340,785,1207,649,1130,1265,1057
AT5G50345,0,0,0,0,0,0
AT5G50350,763,1167,567,1279,1574,1173
AT5G50360,4,0,0,2202,2195,1990
AT5G50361,0,0,0,7,18,29
AT5G50370,1313,2156,1519,2147,2907,2542
AT5G50375,853,960,686,609,776,691
AT5G50380,1986,3368,1966,3290,3312,2450
AT5G50390,497,640,421,810,722,710
AT5G50400,1130,1928,1119,2243,2565,2164
AT5G50410,672,976,631,878,954,782
AT5G50420,990,1450,951,1234,1515,1150
AT5G50423,0,1,1,0,0,0
AT5G50430,1064,1767,1175,2965,2604,2044
AT5G50440,272,358,267,456,425,350
AT5G50450,843,1112,488,831,439,475
AT5G50460,4024,5753,4962,4716,4798,5162
AT5G50470,0,0,2,0,0,2
AT5G50480,0,0,0,0,0,0
AT5G50490,0,0,0,0,0,0
AT5G50500,0,0,0,0,0,0
AT5G50510,0,0,0,0,0,0
AT5G50520,13,10,10,24,12,2
AT5G50530,20,21,12,76,336,22
AT5G50540,4,4,3,35,80,3
AT5G50550,20,22,14,16,9,19
AT5G50560,1,1,1,3,0,7
AT5G50562,5,3,5,10,8,5
AT5G50565,18,46,32,50,27,29
AT5G50570,22,42,40,37,41,120
AT5G50580,48,22,35,56,30,37
AT5G50590,0,0,1,0,0,0
AT5G50600,0,0,0,0,0,0
AT5G50610,0,0,1,0,0,0
AT5G50620,0,0,0,0,0,0
AT5G50630,13,9,11,31,14,6
AT5G50640,29,18,17,72,37,34
AT5G50645,6,5,5,21,7,9
AT5G50650,12,6,10,15,6,9
AT5G50660,1,1,1,1,0,5
AT5G50665,12,27,22,37,17,18
AT5G50670,16,30,21,33,31,17
AT5G50680,32,15,19,38,20,13
AT5G50690,0,0,0,0,0,1
AT5G50700,0,0,0,0,0,0
AT5G50710,0,0,1,0,0,0
AT5G50717,0,0,0,0,0,0
AT5G50720,230,285,226,371,355,303
AT5G50740,838,760,666,568,536,595
AT5G50750,22,22,10,58,27,42
AT5G50760,347,604,404,1176,1070,1032
AT5G50770,4,2,4,18,22,35
AT5G50780,868,1639,812,1815,2124,1528
AT5G50790,26,54,61,34,24,92
AT5G50800,137,173,116,415,486,643
AT5G50801,0,0,0,0,0,0
AT5G50805,0,0,0,0,0,0
AT5G50810,2310,3501,2429,1864,1658,1787
AT5G50820,102,100,81,44,49,52
AT5G50830,0,2,0,2,0,0
AT5G50840,940,1381,951,1387,1359,1464
AT5G50850,9720,15297,10066,15121,17318,14453
AT5G50860,1799,2815,1502,2367,2749,2148
AT5G50870,2026,3626,1974,3745,4459,3164
AT5G50880,0,0,0,0,0,0
AT5G50890,429,643,484,328,355,353
AT5G50900,992,1809,1054,1802,1968,1344
AT5G50910,0,0,0,0,0,0
AT5G50915,421,934,343,544,1176,717
AT5G50920,45584,78347,31293,94272,108502,69616
AT5G50930,129,119,128,245,167,191
AT5G50940,37,39,44,79,45,93
AT5G50950,655,1546,911,8254,13339,9883
AT5G50960,2949,5617,2550,3293,3937,2910
AT5G50970,612,814,440,1118,1153,872
AT5G50990,129,188,92,196,216,179
AT5G50995,0,1,0,0,0,0
AT5G51000,0,2,2,0,2,4
AT5G51010,2921,4570,2342,4075,3903,2992
AT5G51020,2793,4252,1865,5114,5627,3543
AT5G51030,26,34,26,6,20,8
AT5G51040,2999,5147,2825,5225,5919,4673
AT5G51050,536,792,466,1093,1158,957
AT5G51055,0,0,0,0,0,0
AT5G51060,784,1601,1038,633,1870,1172
AT5G51070,16389,41983,19064,48328,64491,44378
AT5G51080,211,330,172,267,248,224
AT5G51090,1,0,2,0,0,0
AT5G51100,2171,2622,1364,2669,2418,1941
AT5G51105,3,6,2,3,7,2
AT5G51110,8414,13861,5291,9132,10617,5274
AT5G51120,3502,4646,2961,3956,3804,2869
AT5G51130,468,823,543,534,578,526
AT5G51140,1959,3125,1747,2813,2633,1824
AT5G51150,1116,1645,905,2554,1861,1508
AT5G51160,52,68,44,155,112,158
AT5G51170,307,641,264,687,720,503
AT5G51174,25,13,32,9,6,22
AT5G51180,1422,1925,1394,2465,1695,1566
AT5G51190,2403,5892,2237,575,1811,651
AT5G51195,0,0,0,0,0,0
AT5G51200,4243,7521,4475,6949,5288,4376
AT5G51210,8,11,4,10,24,35
AT5G51220,1736,2490,1669,1493,1573,1477
AT5G51230,1978,2788,1640,2776,2354,2019
AT5G51250,3,6,5,14,6,5
AT5G51260,379,601,378,713,865,785
AT5G51270,38,93,81,35,29,50
AT5G51280,1209,1977,1080,1630,1815,1487
AT5G51290,1203,2125,1099,2733,2652,2149
AT5G51300,3784,6393,3832,6027,6298,4805
AT5G51310,83,156,94,44,48,56
AT5G51330,16,14,6,2,4,12
AT5G51340,1564,2394,1505,2297,2261,2003
AT5G51350,589,821,638,762,738,829
AT5G51360,0,0,2,0,0,2
AT5G51370,228,448,155,465,478,248
AT5G51380,297,446,316,378,286,255
AT5G51390,160,218,111,327,196,129
AT5G51400,2070,3480,1753,4493,3909,2834
AT5G51410,1705,2615,1599,2872,2612,2222
AT5G51420,0,1,0,2,0,0
AT5G51430,2429,4511,2231,4661,5804,3793
AT5G51440,4481,13852,3517,2886,11078,3128
AT5G51450,932,1600,817,1789,2142,1634
AT5G51451,40,68,33,58,69,74
AT5G51460,2623,4186,2426,4185,2461,1464
AT5G51470,48,56,30,20,36,26
AT5G51480,8,24,20,23,16,4
AT5G51490,61,75,64,23,20,25
AT5G51500,31,58,43,27,16,19
AT5G51510,751,1058,787,1219,1046,1033
AT5G51520,10,25,33,6,3,8
AT5G51530,25,25,2,30,34,6
AT5G51540,1040,1762,1032,755,718,757
AT5G51545,1668,2406,1035,2196,1869,963
AT5G51550,3267,5197,2945,6468,3779,2732
AT5G51560,1070,1156,818,1039,864,878
AT5G51570,1701,2617,1565,2823,2337,2184
AT5G51580,87,127,84,80,106,92
AT5G51590,450,508,440,359,365,468
AT5G51600,595,646,540,633,633,736
AT5G51610,0,0,2,0,4,0
AT5G51620,1085,1709,995,2295,1703,1465
AT5G51630,556,763,641,995,919,875
AT5G51640,901,1458,1072,2595,3225,3241
AT5G51650,0,0,0,5,0,2
AT5G51660,2245,3461,1954,2841,2743,2361
AT5G51670,339,373,305,434,500,445
AT5G51680,667,1186,644,1420,1256,1022
AT5G51690,1243,2077,1214,2452,2175,1830
AT5G51700,888,1432,779,1435,1547,1195
AT5G51710,544,878,548,1107,1469,1342
AT5G51720,152,358,174,189,244,74
AT5G51730,681,1135,623,1101,1113,824
AT5G51740,445,771,455,1051,1616,1115
AT5G51750,1946,2539,1540,3768,3113,3005
AT5G51760,6,4,0,254,236,209
AT5G51770,746,1159,648,1496,1906,1469
AT5G51780,84,80,144,80,62,77
AT5G51790,33,57,38,95,55,67
AT5G51795,232,277,198,220,139,120
AT5G51800,14,12,16,8,4,16
AT5G51810,79,156,91,135,84,62
AT5G51812,0,0,0,0,0,0
AT5G51820,5698,8888,4244,7750,7213,4872
AT5G51830,4722,11478,5627,4304,8115,4255
AT5G51840,793,1096,809,1158,950,888
AT5G51845,0,0,0,0,0,0
AT5G51850,91,90,52,79,68,75
AT5G51860,2,0,0,0,2,0
AT5G51870,2,0,0,2,0,2
AT5G51880,1432,2197,1223,2442,2326,1772
AT5G51890,1085,2035,1191,1816,2711,2646
AT5G51900,0,0,0,2,2,2
AT5G51910,194,331,170,256,239,144
AT5G51920,125,214,155,152,130,163
AT5G51930,24,24,30,0,5,9
AT5G51940,1770,2795,1618,2146,2265,1729
AT5G51950,57,90,60,190,253,321
AT5G51960,712,1064,634,917,620,576
AT5G51970,4738,9351,2994,8592,8429,3463
AT5G51980,1690,3110,1464,2779,4079,2571
AT5G51990,0,0,4,33,56,33
AT5G52000,3,0,0,5,3,4
AT5G52010,1526,2037,1120,1413,1445,1165
AT5G52020,72,121,58,25,49,35
AT5G52030,576,727,349,817,984,726
AT5G52040,5396,8599,5230,7538,8015,5928
AT5G52050,1264,2196,847,1081,2434,1294
AT5G52060,3997,7447,3686,5733,9226,5663
AT5G52070,697,1137,714,997,1124,906
AT5G52080,0,0,0,0,0,0
AT5G52090,0,0,2,0,0,0
AT5G52100,2010,2584,1037,2759,1835,1168
AT5G52110,1612,2177,895,2033,1747,1308
AT5G52120,310,470,282,705,432,452
AT5G52130,0,0,0,0,0,0
AT5G52140,0,0,0,0,1,0
AT5G52150,0,0,0,0,0,0
AT5G52160,1,0,0,1,1,2
AT5G52170,80,59,89,54,43,56
AT5G52180,815,1312,707,1027,1327,1070
AT5G52190,1003,1826,668,1083,1262,706
AT5G52200,1274,2157,1117,2297,2486,1804
AT5G52210,779,1277,802,1749,1755,1340
AT5G52220,63,87,83,86,83,62
AT5G52230,433,707,343,784,859,599
AT5G52240,5806,10479,5702,10038,11638,8644
AT5G52250,611,1659,428,456,905,451
AT5G52260,2,4,6,2,2,8
AT5G52270,15,25,34,50,21,33
AT5G52280,983,1280,930,2387,3636,2739
AT5G52290,26,20,18,29,41,53
AT5G52300,26,92,20,9680,20433,9545
AT5G52310,969,1619,746,47780,76264,67475
AT5G52320,150,524,233,558,1281,877
AT5G52330,24,24,27,420,288,247
AT5G52340,34,52,30,69,60,61
AT5G52350,0,6,2,0,2,0
AT5G52355,0,0,0,0,0,0
AT5G52360,0,0,0,0,0,0
AT5G52370,1075,1402,894,1322,1295,1044
AT5G52380,811,1236,907,523,528,571
AT5G52390,132,141,73,184,132,250
AT5G52400,2,12,16,21,39,28
AT5G52410,561,944,489,951,1065,844
AT5G52420,1752,2828,1004,2230,4914,2514
AT5G52430,956,1716,959,2093,2922,2208
AT5G52440,5804,8519,3374,8229,7759,4914
AT5G52450,2027,3850,1745,3505,4051,3584
AT5G52460,0,0,0,0,0,0
AT5G52470,12226,21024,13097,9017,10092,9651
AT5G52471,49,88,73,42,34,58
AT5G52480,0,0,1,0,0,0
AT5G52490,1,3,3,1,3,1
AT5G52495,0,0,0,0,0,0
AT5G52500,0,0,0,1,0,2
AT5G52510,1836,3321,1637,2973,4602,3431
AT5G52520,4080,6188,2768,4599,5302,3045
AT5G52530,3552,6302,3577,6111,6049,4898
AT5G52540,1232,2095,1083,1723,2293,1667
AT5G52545,173,262,144,275,254,203
AT5G52547,59,74,92,79,62,87
AT5G52550,889,1442,850,2399,2908,2024
AT5G52552,889,1442,850,2399,2908,2024
AT5G52560,1653,2942,1528,2655,3104,2490
AT5G52570,1390,3306,1184,2122,5947,2685
AT5G52580,1816,3412,1874,3966,4741,3242
AT5G52600,10,20,7,28,45,30
AT5G52605,0,0,0,0,0,0
AT5G52610,0,0,0,0,0,0
AT5G52620,2,2,0,3,2,2
AT5G52630,199,273,170,297,313,198
AT5G52640,5167,22910,4506,3316,32871,6228
