gene,root_control_1,root_control_2,root_control_3,root_MeJA_1,root_MeJA_2,root_MeJA_3
AT5G08305,198,137,183,170,168,135
AT5G08310,327,323,390,254,208,257
AT5G08315,2,0,0,0,0,0
AT5G08320,713,731,806,726,877,583
AT5G08330,617,570,904,575,599,536
AT5G08335,685,576,864,745,637,584
AT5G08340,341,339,383,317,366,252
AT5G08350,1181,1060,1848,1686,1541,1952
AT5G08360,454,373,527,409,556,399
AT5G08370,647,849,1607,1764,1806,2028
AT5G08380,921,977,1127,2771,2766,2354
AT5G08390,3518,3213,4048,3302,2994,3011
AT5G08391,47,56,91,35,36,51
AT5G08400,993,1089,1103,869,1056,811
AT5G08410,478,435,679,609,536,401
AT5G08415,2054,1908,2604,1646,1408,1592
AT5G08420,8238,7514,9272,6419,5936,5602
AT5G08430,1904,1700,2267,2454,2337,2189
AT5G08440,1935,1656,2302,1649,1491,1633
AT5G08450,5863,4792,7814,5432,3749,5144
AT5G08460,0,0,0,0,0,0
AT5G08470,2394,2081,2607,2446,1812,1887
AT5G08480,129,116,144,87,99,105
AT5G08490,200,170,196,152,144,122
AT5G08500,2898,2322,3069,2518,2104,2138
AT5G08505,2,0,0,0,0,0
AT5G08510,865,815,885,759,809,667
AT5G08520,1986,1744,2487,2155,1573,1492
AT5G08530,19205,17930,21251,18608,15523,14916
AT5G08535,813,849,1085,903,968,704
AT5G08540,2537,2317,2711,2301,2517,1883
AT5G08550,1995,1587,2034,1751,1346,1499
AT5G08560,7449,6584,9565,6949,6062,6226
AT5G08565,780,705,788,677,688,480
AT5G08570,11042,9914,12276,10178,9231,8614
AT5G08580,3017,3059,4013,2471,2299,2445
AT5G08590,7135,6643,8062,5945,5590,5511
AT5G08600,738,907,957,442,536,542
AT5G08610,2895,2720,2950,1731,1957,1885
AT5G08620,5217,4781,4801,3278,3481,3046
AT5G08630,2020,2210,2835,2086,1906,1985
AT5G08640,11193,13557,29027,4874,9509,16074
AT5G08650,1329,1092,1472,1278,941,985
AT5G08660,2126,2068,2963,2474,2091,2091
AT5G08670,58693,50417,67679,61243,49728,52375
AT5G08680,30798,27673,38127,30695,25791,27657
AT5G08690,49698,47204,55375,47734,42666,40925
AT5G08695,9,7,2,9,3,2
AT5G08710,1525,1243,1645,1195,1212,1170
AT5G08712,1,0,0,0,0,0
AT5G08717,0,0,0,0,0,0
AT5G08720,883,912,973,739,791,731
AT5G08730,4,7,5,0,0,2
AT5G08740,1585,1412,1931,1254,1349,1241
AT5G08750,1324,1144,1842,1266,1196,1065
AT5G08760,36,21,44,71,27,16
AT5G08770,735,711,1091,819,750,712
AT5G08780,1381,1232,1533,1199,1099,900
AT5G08790,5330,5032,8630,10205,8635,9475
AT5G09210,42,33,25,22,34,21
AT5G09220,37810,21122,25239,18309,14187,9459
AT5G09225,2184,2003,2056,1799,2302,1358
AT5G09230,1075,1087,1511,1002,1027,947
AT5G09240,513,471,587,372,406,270
AT5G09250,1672,1333,1865,1422,1275,1118
AT5G09260,1144,1098,1487,1193,1059,976
AT5G09270,1580,1625,1661,1100,1437,1052
AT5G09280,62,55,61,48,60,56
AT5G09290,1100,1007,1098,1010,970,823
AT5G09300,1269,1138,1283,1181,1252,1182
AT5G09310,1664,1810,2197,1708,1891,1361
AT5G09320,179,124,135,159,122,56
AT5G09330,9179,7828,12370,7666,6450,7593
AT5G09340,0,0,0,0,0,0
AT5G09345,0,0,0,0,0,0
AT5G09350,1402,1187,1810,1401,1007,1271
AT5G09360,20,14,20,30,83,52
AT5G09370,0,8,2,5,2,0
AT5G09380,806,675,803,663,563,500
AT5G09390,2856,2613,3156,2792,2558,2143
AT5G09400,4059,3282,4542,3958,2984,3304
AT5G09410,4128,3795,4956,3549,2915,3392
AT5G09420,1945,1943,2372,1426,1513,1522
AT5G09430,59,135,178,54,46,68
AT5G09440,2033,1941,5192,1854,1535,2741
AT5G09443,621,600,704,541,628,374
AT5G09445,608,607,712,535,641,380
AT5G09450,2448,2211,2712,1956,1907,1733
AT5G09460,5679,4213,8581,6829,5462,7423
AT5G09461,5679,4213,8581,6829,5462,7423
AT5G09462,5679,4213,8581,6829,5462,7423
AT5G09463,5679,4213,8581,6829,5462,7423
AT5G09470,10,4,13,10,4,2
AT5G09480,6883,6433,9913,7468,5141,5478
AT5G09490,0,29,2,15,37,0
AT5G09500,93,83,114,45,70,53
AT5G09510,15734,15374,17234,11174,13045,10504
AT5G09520,753,941,1375,626,383,519
AT5G09530,7259,8524,14272,6637,5205,6357
AT5G09540,327,346,430,292,357,239
AT5G09550,0,0,0,1,1,3
AT5G09560,0,2,2,0,0,0
AT5G09570,548,560,719,561,588,430
AT5G09580,441,461,635,395,445,445
AT5G09585,123,102,117,111,141,72
AT5G09590,9783,11856,13626,7944,10463,9261
AT5G09600,1898,1479,2993,2103,1664,1956
AT5G09610,2,0,0,2,0,1
AT5G09620,5314,4136,6700,6337,3919,4556
AT5G09630,298,281,388,424,301,266
AT5G09640,6,9,16,14,9,14
AT5G09650,12168,10955,16385,17479,17534,16124
AT5G09655,0,0,0,0,0,0
AT5G09660,182,120,103,348,78,60
AT5G09670,2489,2134,2690,2270,1789,1713
AT5G09672,2489,2134,2690,2270,1789,1713
AT5G09680,1866,1872,2327,2049,1807,1577
AT5G09690,1268,1153,1319,1267,1095,963
AT5G09700,32,30,22,14,14,6
AT5G09710,206,264,236,264,357,228
AT5G09711,11,10,23,18,3,6
AT5G09720,382,372,359,452,331,270
AT5G09730,36,26,30,30,7,5
AT5G09740,1242,1255,1640,1336,1170,1098
AT5G09750,9,8,29,13,12,14
AT5G09755,0,0,0,0,0,0
AT5G09760,1901,1392,2489,1168,1056,1353
AT5G09770,5683,4458,4951,4448,5125,3384
AT5G09780,4,6,6,4,2,7
AT5G09790,982,978,1034,872,855,663
AT5G09800,1264,990,1652,925,747,924
AT5G09805,3,3,2,2,0,4
AT5G09810,49604,46631,59451,41068,39759,35966
AT5G09820,342,335,518,334,368,277
AT5G09830,2104,2020,2235,2088,2315,1580
AT5G09840,1543,1377,1695,948,984,1004
AT5G09850,6378,5972,8744,6190,5100,5575
AT5G09860,2241,1961,2342,1950,1683,1526
AT5G09870,4738,4238,6385,4532,3823,4307
AT5G09876,16,8,39,8,12,17
AT5G09880,5618,5399,6950,5189,4211,5048
AT5G09890,6698,7125,9241,6822,6143,6283
AT5G09900,12247,12374,14635,10370,10025,9136
AT5G09910,49,41,50,25,34,20
AT5G09920,4510,4100,4960,4426,4637,3161
AT5G09930,54,58,44,13,30,20
AT5G09940,4,0,5,1,4,1
AT5G09950,185,159,216,171,150,163
AT5G09960,1474,1183,1553,1474,1182,992
AT5G09970,2,6,2,5,0,0
AT5G09975,0,0,1,0,0,0
AT5G09976,26,39,60,99,120,69
AT5G09978,682,473,872,2552,2263,1623
AT5G09980,913,1166,1827,6700,10232,5285
AT5G09990,71,62,121,91,128,112
AT5G09995,1280,1272,1627,1098,1205,1049
AT5G10000,2,0,0,2,0,0
AT5G10010,6188,6077,7159,5002,5090,4771
AT5G10020,3894,3475,5267,3202,2921,3558
AT5G10030,5409,4376,4708,4977,4892,3512
AT5G10040,2377,1611,824,1644,1821,446
AT5G10050,3818,3281,2494,2600,4137,1408
AT5G10060,4255,4054,5837,3706,3660,4255
AT5G10070,1831,1603,2061,1484,1549,1334
AT5G10080,961,716,938,626,599,555
AT5G10090,12,12,8,12,8,0
AT5G10100,1358,991,1139,481,852,670
AT5G10110,1306,1246,1584,1030,1058,841
AT5G10120,3,4,2,0,2,0
AT5G10130,2682,2420,3693,1268,1439,1643
AT5G10140,12,18,8,18,10,6
AT5G10150,95,122,122,164,147,84
AT5G10160,4046,4206,5210,3219,3409,2886
AT5G10170,5372,5408,8621,4756,4807,6398
AT5G10180,4116,3119,7601,12887,11469,12839
AT5G10190,1483,1272,1720,1717,1297,1359
AT5G10200,2227,1758,2767,2347,1856,2251
AT5G10210,592,399,1507,1735,1216,2070
AT5G10220,14,9,29,35,34,37
AT5G10230,393,212,512,1541,881,893
AT5G10235,0,0,0,0,0,0
AT5G10240,4641,4410,4823,3502,3470,3419
AT5G10250,0,0,4,0,0,0
AT5G10260,662,848,1177,687,630,648
AT5G10270,1944,1690,2478,1995,1672,1734
AT5G10278,780,697,1221,594,484,673
AT5G10280,1880,2041,2983,1988,1600,1733
AT5G10290,4183,3788,5625,4489,3502,3795
AT5G10300,1238,1080,1765,2922,2548,2272
AT5G10310,110,86,137,51,76,58
AT5G10320,499,512,541,404,419,392
AT5G10330,1321,1354,1956,1058,1401,983
AT5G10336,40,39,68,52,57,66
AT5G10340,30,21,28,12,30,18
AT5G10350,5447,5188,5514,4991,5199,3758
AT5G10360,52762,51805,53222,37478,44375,33971
AT5G10370,911,673,889,733,401,595
AT5G10380,162,111,187,86,84,78
AT5G10390,2558,2368,2874,1637,1537,1385
AT5G10400,6814,6314,8232,4526,4459,4122
AT5G10410,675,511,887,678,339,434
AT5G10420,0,2,0,6,0,0
AT5G10430,7923,6454,11012,7016,4692,6743
AT5G10440,171,208,180,147,125,99
AT5G10450,27989,20405,26206,29593,21958,17940
AT5G10455,0,0,0,0,0,0
AT5G10460,1721,1417,1701,1621,1437,1280
AT5G10470,3226,2575,4026,2467,2155,2571
AT5G10480,5181,5737,6684,3886,3978,3901
AT5G10490,3185,2551,3683,2916,2257,2669
AT5G10500,19,14,5,33,16,2
AT5G10504,0,2,0,0,0,0
AT5G10510,7824,6538,6628,7198,5896,5415
AT5G10520,1485,1235,2153,2856,1709,1967
AT5G10525,0,0,0,0,0,0
AT5G10530,158,134,122,153,132,89
AT5G10540,19167,17340,22275,14687,13457,14149
AT5G10550,8738,9055,12412,6388,5991,6894
AT5G10560,3851,3801,4287,3214,2885,2879
AT5G10570,0,2,6,2,4,12
AT5G10572,158,137,148,75,84,67
AT5G10580,12571,5783,8592,9386,5811,5154
AT5G10590,62,20,34,57,52,17
AT5G10600,581,494,640,666,423,442
AT5G10605,78,53,69,65,54,57
AT5G10610,1221,1074,1619,1677,1350,1229
AT5G10620,248,197,279,212,279,149
AT5G10625,1955,1335,1930,5175,4152,2622
AT5G10630,1984,1772,2335,1973,1565,1688
AT5G10650,1232,1072,1607,1809,1305,1219
AT5G10660,15,10,24,12,8,10
AT5G10680,51,75,44,34,51,45
AT5G10690,674,604,764,523,587,445
AT5G10695,1010,710,944,1034,831,581
AT5G10700,785,613,804,783,677,502
AT5G10710,1347,1225,1527,1231,1191,1074
AT5G10720,1585,1792,2582,1860,1918,2025
AT5G10730,2689,2464,3220,2595,2573,2164
AT5G10740,1451,1342,1673,1703,1433,1230
AT5G10745,2417,2387,2798,1970,2405,1717
AT5G10750,1507,1462,2145,1802,1645,1916
AT5G10760,2,2,14,4,2,0
AT5G10770,4775,3058,6269,2366,1332,2513
AT5G10780,8318,7784,9462,7611,7143,6437
AT5G10790,2282,1990,2559,1922,1851,1534
AT5G10800,550,598,596,401,470,410
AT5G10810,2335,1927,2510,2139,1805,1551
AT5G10820,3015,2854,3892,4159,3496,3426
AT5G10830,2947,3609,5245,3750,4545,4306
AT5G10840,12759,12282,16206,10100,8931,10532
AT5G10860,17621,14848,17907,17557,13738,11024
AT5G10870,1282,1168,1497,1397,1241,1139
AT5G10880,2,4,0,0,0,1
AT5G10890,7,6,12,4,1,2
AT5G10900,808,706,753,684,662,556
AT5G10910,1146,1129,1337,935,950,948
AT5G10920,4903,4718,5165,3727,4241,3322
AT5G10930,1695,1483,1969,1047,1246,1060
AT5G10940,2945,2676,3526,2971,2451,2393
AT5G10945,0,0,5,2,3,2
AT5G10946,23,27,72,66,82,71
AT5G10950,2274,2005,2300,2069,1621,1597
AT5G10960,15550,18850,22030,16463,15535,12038
AT5G10970,398,300,404,211,152,162
AT5G10980,20199,19087,23879,18753,17095,15025
AT5G10990,138,184,321,130,194,159
AT5G11000,3292,3251,4719,3087,2340,2392
AT5G11010,1909,1679,1950,1459,1429,1312
AT5G11020,713,562,782,532,367,428
AT5G11027,0,0,0,0,0,2
AT5G11030,1771,1825,2154,1682,1466,1413
AT5G11040,4842,4380,5847,4269,3451,4133
AT5G11050,3,2,4,2,0,0
AT5G11060,296,209,511,221,113,284
AT5G11070,250,216,371,260,177,243
AT5G11080,4,6,6,4,2,2
AT5G11090,5495,6038,7282,7201,5758,3844
AT5G11100,1519,1769,1825,947,1295,890
AT5G11110,2680,2345,2888,1484,1594,1685
AT5G11130,0,0,0,0,0,0
AT5G11140,71,94,111,27,24,42
AT5G11150,1596,1588,1766,1265,1097,953
AT5G11160,1034,993,746,784,857,413
AT5G11170,18145,17561,19601,14328,14864,12742
AT5G11180,26,120,109,59,33,48
AT5G11190,0,0,0,0,0,0
AT5G11200,13380,12788,14530,10107,10810,9244
AT5G11210,624,498,660,690,329,372
AT5G11220,2,0,0,0,0,0
AT5G11225,0,0,0,0,0,0
AT5G11230,2660,2848,3912,4054,3423,3535
AT5G11240,4474,3876,4600,2804,2679,2796
AT5G11250,679,602,763,466,475,518
AT5G11260,3792,3458,4686,2659,4410,3097
AT5G11270,1309,1212,1439,1298,1374,1007
AT5G11280,3607,4020,4309,3362,3476,2917
AT5G11290,167,139,172,213,84,94
AT5G11300,820,705,799,749,516,491
AT5G11310,914,835,956,717,605,588
AT5G11320,52,23,57,6,18,11
AT5G11325,0,0,0,0,0,0
AT5G11330,1308,1223,1672,1665,1530,1085
