gene,root_control_1,root_control_2,root_control_3,root_MeJA_1,root_MeJA_2,root_MeJA_3
AT3G62000,402,330,388,461,513,381
AT3G62010,3218,2906,4079,12353,9902,10545
AT3G62020,414,508,1261,597,646,1036
AT3G62030,6525,4023,5668,3996,3316,3219
AT3G62040,22627,10929,23591,10227,6240,10956
AT3G62050,352,316,374,224,243,175
AT3G62060,872,758,964,749,788,582
AT3G62070,296,274,365,207,224,154
AT3G62080,1090,1151,1274,1014,911,872
AT3G62090,1639,1110,1967,868,896,842
AT3G62097,1,0,0,0,0,0
AT3G62100,137,173,223,163,257,184
AT3G62110,1416,1491,1817,983,937,1034
AT3G62120,18171,18573,22391,15981,14936,14779
AT3G62130,4625,4151,4139,4429,4088,2971
AT3G62140,1326,1176,1437,1394,1127,1073
AT3G62150,1549,881,1645,1378,780,1077
AT3G62160,142,112,317,154,89,172
AT3G62170,0,0,2,0,1,1
AT3G62180,2,2,0,0,0,0
AT3G62190,2586,2304,2860,2170,2628,1674
AT3G62200,952,761,1405,860,709,998
AT3G62210,420,213,495,319,109,314
AT3G62220,1456,1250,1553,1148,1093,976
AT3G62230,0,3,0,0,0,0
AT3G62240,3546,2978,3995,3199,2718,2750
AT3G62245,1,0,0,0,0,0
AT3G62250,56260,60835,62775,42597,55702,36865
AT3G62260,751,577,883,998,708,735
AT3G62270,13133,10315,15267,16734,7892,9123
AT3G62280,1755,1465,2381,1331,571,931
AT3G62285,0,0,1,1,0,0
AT3G62290,39691,44874,45255,37859,50747,31018
AT3G62300,3266,2721,3834,2409,2085,2201
AT3G62310,7611,7200,8395,5908,6033,5594
AT3G62320,19,15,26,17,30,27
AT3G62330,2250,2164,2982,2551,2314,2219
AT3G62336,0,0,0,0,0,0
AT3G62340,0,2,0,0,0,0
AT3G62350,0,0,0,0,0,0
AT3G62360,19408,17027,21953,15201,12511,14728
AT3G62370,1897,2117,2307,1741,1876,1355
AT3G62380,14,14,4,24,6,4
AT3G62390,811,858,1219,990,871,890
AT3G62400,7231,6795,8717,8321,8516,5711
AT3G62410,125,105,82,237,183,124
AT3G62420,11723,12570,14223,18220,15988,12967
AT3G62422,11723,12570,14223,18220,15988,12967
AT3G62430,62,41,65,43,49,29
AT3G62440,0,0,0,0,0,0
AT3G62450,1336,1267,1765,1486,1417,1124
AT3G62460,1840,2287,2656,1173,1376,1599
AT3G62470,410,384,407,331,420,280
AT3G62499,14,17,8,16,3,8
AT3G62500,67,58,75,70,44,62
AT3G62510,7,10,4,9,12,3
AT3G62528,8,3,3,1,6,4
AT3G62530,9922,8928,11668,7920,8011,7731
AT3G62540,33,44,47,22,26,25
AT3G62550,10,4,8,102,4,0
AT3G62560,3240,2512,3393,3441,3078,2154
AT3G62570,948,1124,1475,511,726,803
AT3G62580,7678,6530,9079,10972,9211,8366
AT3G62590,503,469,724,427,481,439
AT3G62600,10663,11681,15305,17199,20458,16497
AT3G62610,53,21,16,12,9,11
AT3G62620,1154,1155,1259,911,933,707
AT3G62630,2565,2588,3116,2377,3373,3058
AT3G62640,8,16,32,20,33,12
AT3G62650,3235,3232,3733,3157,4262,2695
AT3G62660,2232,2072,3228,1972,1644,1957
AT3G62670,0,2,0,0,0,0
AT3G62680,4294,5774,11174,10971,4098,9045
AT3G62690,938,579,1191,688,502,625
AT3G62700,5933,4483,7040,9651,7875,9162
AT3G62710,2,0,0,0,0,0
AT3G62720,2211,2299,2619,2323,1826,2019
AT3G62730,144,144,243,210,122,129
AT3G62735,0,0,0,0,0,0
AT3G62740,586,542,744,1757,1562,1475
AT3G62750,45,34,26,82,59,46
AT3G62760,850,1121,1034,370,651,650
AT3G62770,3191,2788,4090,3581,2792,2786
AT3G62780,259,254,277,194,110,118
AT3G62790,4581,4144,5123,4938,4594,3249
AT3G62800,1580,1262,1631,1545,1273,1167
AT3G62810,3464,3488,3664,3380,4014,2461
AT3G62820,75,104,125,55,62,64
AT3G62830,14460,15660,21659,15710,12868,15437
AT3G62840,8711,8911,10133,6866,9049,5833
AT3G62850,0,0,0,0,0,4
AT3G62860,1329,1094,1703,1614,1560,1522
AT3G62870,62566,58874,58140,44722,49851,39299
AT3G62880,843,681,882,846,773,542
AT3G62890,231,225,263,216,204,205
AT3G62900,5029,4248,5955,5224,3465,4357
AT3G62907,0,0,0,1,0,0
AT3G62910,495,469,587,298,269,271
AT3G62920,616,536,828,674,723,524
AT3G62930,167,109,295,38,28,105
AT3G62940,4506,3905,4799,3292,3042,3142
AT3G62950,0,0,8,2,4,1
AT3G62960,4,5,16,2,0,4
AT3G62970,1435,1298,1580,1323,1422,1103
AT3G62980,10011,8054,9350,9436,10230,7786
AT3G62988,0,0,0,0,0,0
AT3G62990,51,41,113,145,234,252
AT3G63000,4757,4509,5681,4684,5057,3837
AT3G63003,0,0,0,0,0,1
AT3G63006,0,0,0,0,0,0
AT3G63010,5655,4973,8088,7589,6010,6659
AT3G63020,2,4,0,3,6,1
AT3G63030,2231,2111,2642,2138,1853,1659
AT3G63040,2,0,2,7,1,2
AT3G63050,72,32,79,84,82,78
AT3G63052,10,8,2,8,9,1
AT3G63060,83,61,81,94,79,107
AT3G63070,4668,3948,5994,4391,3664,4577
AT3G63080,3420,2705,3827,3998,3057,2772
AT3G63088,0,0,2,2,0,4
AT3G63090,901,832,1071,693,566,605
AT3G63095,7,2,4,4,0,2
AT3G63110,629,253,1536,269,84,450
AT3G63120,3226,3140,4365,2703,2879,2698
AT3G63130,5883,5623,6389,3754,3434,3662
AT3G63140,271,208,255,330,149,86
AT3G63150,3803,3377,4446,3972,3554,3366
AT3G63160,121,46,27,116,27,8
AT3G63170,2033,1514,2132,1674,1555,1345
AT3G63180,3023,2072,3864,4297,3215,4271
AT3G63190,1844,1516,1846,1964,1575,1479
AT3G63200,8779,7868,11330,7133,6955,6656
AT3G63210,5657,4127,6337,4658,3067,3196
AT3G63220,898,915,1141,911,807,844
AT3G63230,0,0,0,0,2,0
AT3G63233,0,3,4,0,2,0
AT3G63240,1271,1294,1516,881,878,914
AT3G63250,4593,4465,5060,3801,4290,3243
AT3G63260,4014,3627,4746,3734,2849,2989
AT3G63270,1430,1404,1607,1331,1279,1042
AT3G63280,922,641,1192,834,674,725
AT3G63290,625,549,688,510,432,353
AT3G63300,1790,1398,2441,1396,1437,1278
AT3G63310,5643,5334,7260,6952,6475,5229
AT3G63320,21,11,19,24,23,15
AT3G63340,3505,2977,4164,3268,2629,2914
AT3G63350,50,42,69,17,22,22
AT3G63360,8,6,3,11,2,1
AT3G63370,409,380,387,252,282,304
AT3G63375,33,19,28,20,17,18
AT3G63380,4983,3437,3783,9686,3742,3789
AT3G63390,1054,871,1072,936,807,695
AT3G63400,7312,7352,7952,5699,5459,4566
AT3G63410,3852,3644,4133,2976,3048,2453
AT3G63420,905,962,1049,1037,933,775
AT3G63430,1417,1220,1379,915,855,862
AT3G63440,410,379,662,521,505,475
AT3G63445,601,523,826,680,647,615
AT3G63450,1194,946,1286,950,984,994
AT3G63460,17553,15363,23418,17498,13930,18459
AT3G63470,1011,1023,1353,884,667,858
AT3G63480,657,716,724,542,527,466
AT3G63490,2490,2025,2398,2163,1841,1869
AT3G63500,5856,5204,7618,5367,4347,5607
AT3G63510,496,541,501,377,358,424
AT3G63520,8088,6755,9796,7421,6167,6509
AT3G63530,1340,1126,1356,959,940,996
AT3G63540,394,290,501,354,296,270
AT3G66652,898,784,1150,730,577,688
AT3G66654,3684,3451,4640,3730,3279,3011
AT3G66656,0,0,2,0,0,0
AT3G66658,4136,3654,4520,3231,3041,3099
AT4G00005,0,0,0,0,0,0
AT4G00020,1758,1525,2098,1261,1040,1286
AT4G00026,3502,3593,3981,2929,3465,2620
AT4G00030,1419,1253,1680,1367,1227,1255
AT4G00040,2558,2592,2812,2423,2752,2190
AT4G00050,204,143,257,59,108,144
AT4G00060,3205,3079,4171,3013,2615,3091
AT4G00070,226,227,308,344,273,305
AT4G00080,1680,1753,2801,1764,2552,2651
AT4G00085,8,1,6,4,3,0
AT4G00090,5127,5272,5572,4499,4471,3957
AT4G00100,35385,40071,38460,26004,37435,23237
AT4G00110,1937,1883,2242,2019,1778,1886
AT4G00120,0,0,0,2,0,0
AT4G00124,0,0,0,0,0,0
AT4G00130,55,22,26,59,6,15
AT4G00140,3,0,2,0,0,0
AT4G00150,2721,2250,3836,2481,2733,2964
AT4G00160,2,2,3,2,0,3
AT4G00165,72,89,164,31,54,39
AT4G00170,2225,2418,2879,2282,2178,1787
AT4G00180,44,38,34,50,41,10
AT4G00190,2,0,2,2,0,2
AT4G00200,1337,1190,1240,1058,946,742
AT4G00210,54,55,88,60,78,69
AT4G00220,59,94,244,67,131,168
AT4G00230,880,1045,2143,1409,1537,2653
AT4G00231,2275,2186,2541,1929,1947,1576
AT4G00232,0,0,5,0,0,0
AT4G00234,0,0,1,0,0,1
AT4G00238,2529,2358,2783,1754,2136,1590
AT4G00240,876,812,1106,1148,797,940
AT4G00250,23,17,10,5,32,8
AT4G00260,0,0,0,0,0,0
AT4G00270,1526,1429,1984,1482,1276,1187
AT4G00280,12,13,6,3,15,7
AT4G00290,1734,1559,2128,1638,1515,1412
AT4G00300,2746,2316,3375,3207,2098,2390
AT4G00305,55,66,108,105,96,92
AT4G00310,749,707,796,589,614,531
AT4G00315,0,0,0,0,1,0
AT4G00320,0,2,1,1,0,0
AT4G00330,1971,1821,2314,2372,1550,1456
AT4G00335,1327,1068,1373,1263,1237,977
AT4G00340,4498,3583,5529,4474,4177,4349
AT4G00342,0,0,2,0,0,0
AT4G00350,12,19,36,21,14,17
AT4G00355,3373,2783,3645,3564,2589,2391
AT4G00360,2578,2836,4252,3466,3043,3208
AT4G00370,2118,2155,2924,1331,1252,1561
AT4G00380,488,371,482,353,292,211
AT4G00390,410,407,510,396,400,339
AT4G00400,1277,1258,1487,1050,751,771
AT4G00416,0,0,3,0,0,0
AT4G00420,1906,1786,2409,1756,1814,1465
AT4G00430,4736,4136,5991,4917,5473,4808
AT4G00440,4328,3738,6119,3871,3381,4146
AT4G00450,6147,4562,7210,5109,3875,5108
AT4G00460,738,973,1324,937,932,975
AT4G00467,4,13,20,17,7,8
AT4G00480,1360,1777,1477,1156,1313,924
AT4G00490,1066,1006,1332,1010,1128,1011
AT4G00500,1854,1755,2467,1683,1871,1783
AT4G00520,944,825,1068,932,779,764
AT4G00525,453,402,462,372,370,260
AT4G00530,356,270,343,354,280,219
AT4G00540,7,6,8,2,3,2
AT4G00550,1841,1541,1886,1913,1418,1471
AT4G00560,2326,2026,2083,1765,1940,1514
AT4G00570,9614,9010,12011,8882,7347,8516
AT4G00580,0,4,6,0,0,2
AT4G00585,9711,8824,10710,9289,10112,7153
AT4G00590,648,702,782,655,767,577
AT4G00600,4,2,2,1,2,0
AT4G00610,0,0,0,0,0,0
AT4G00620,3092,3070,3437,1982,2106,1953
AT4G00630,5315,4706,7261,4834,4359,5491
AT4G00650,1026,916,1383,904,835,918
AT4G00651,52,26,44,27,23,23
AT4G00660,7688,6812,9178,7538,6863,6483
AT4G00670,1986,1276,1852,2397,2459,1743
AT4G00680,1043,1833,2744,2169,1416,1680
AT4G00690,467,487,585,418,357,318
AT4G00695,195,175,200,137,151,79
AT4G00700,1714,1041,1826,1683,1013,1206
AT4G00710,10037,10868,12630,9717,9982,9340
AT4G00720,8928,8267,10098,7873,7506,6821
AT4G00730,2961,2724,3089,1647,1844,1906
AT4G00740,6709,5472,7481,4867,4264,5008
AT4G00750,457,484,439,446,384,270
AT4G00752,2085,1703,2021,1685,1590,1355
AT4G00755,1491,1237,1813,1383,1358,1087
AT4G00760,2555,2146,3101,2121,2299,2249
AT4G00770,1341,1137,1571,1043,1155,1098
AT4G00780,757,516,941,397,132,171
AT4G00800,5857,5235,7226,5778,5006,5228
AT4G00810,13228,13162,13293,9286,11944,8608
AT4G00820,4603,5087,6209,3266,3823,3929
AT4G00830,8156,7630,7916,6619,6658,5456
AT4G00840,1473,1451,1853,1532,1585,1135
AT4G00850,289,251,439,254,245,258
AT4G00860,13855,14575,18309,15507,16689,12033
AT4G00870,16,2,3,4,1,3
AT4G00872,0,0,0,0,0,0
AT4G00880,3057,1500,4343,2590,1905,2084
AT4G00885,1,0,0,0,1,0
AT4G00890,188,102,210,211,182,178
AT4G00893,84,91,143,60,125,84
AT4G00895,1846,1800,2346,2516,1788,1582
AT4G00900,4802,4340,5829,3575,3270,3381
AT4G00905,540,416,598,418,359,358
AT4G00910,2101,845,1138,1152,501,463
AT4G00920,6,10,16,2,4,3
AT4G00930,1536,1448,1756,1219,1068,1162
AT4G00940,769,523,1010,489,351,494
AT4G00950,352,225,369,300,191,231
AT4G00955,730,789,836,947,641,478
AT4G00960,65,46,75,70,60,31
AT4G00970,6,16,24,18,6,3
AT4G00975,358,339,411,247,349,313
AT4G00980,649,605,738,462,586,541
AT4G00985,0,0,1,1,1,1
AT4G00990,3516,3062,4532,2845,2346,2884
AT4G01000,7360,6179,8036,6555,5905,5152
AT4G01010,597,430,635,894,468,489
AT4G01020,998,635,1047,750,640,757
AT4G01023,11,6,14,10,10,10
AT4G01026,418,531,587,638,591,580
AT4G01030,326,378,435,423,450,355
AT4G01037,735,755,911,647,585,612
AT4G01040,2134,2069,2550,2033,1924,1707
AT4G01050,1142,972,1288,1193,1029,1049
AT4G01060,19,12,22,10,6,2
AT4G01070,6935,5957,8757,8485,5367,5796
AT4G01080,42,29,74,91,58,57
AT4G01090,1893,1707,2259,1684,1265,1477
AT4G01100,19166,17619,20198,15499,15563,13026
AT4G01110,287,229,445,395,296,395
AT4G01120,4063,3657,3918,2586,3439,2272
AT4G01130,18,4,28,51,6,19
AT4G01140,341,339,582,287,256,266
AT4G01150,1110,874,1196,1505,996,883
AT4G01160,5,0,4,2,0,0
AT4G01170,0,0,2,0,4,0
AT4G01180,10,4,14,4,0,9
AT4G01190,15,20,23,19,28,23
AT4G01200,341,380,342,199,195,157
AT4G01210,3440,3128,4421,3835,2915,3452
AT4G01220,1163,1090,1685,1147,1035,1074
AT4G01230,40,30,50,19,27,38
AT4G01240,882,836,1108,579,673,633
AT4G01245,0,0,0,0,0,0
AT4G01250,466,569,519,779,459,360
AT4G01260,10,5,8,4,0,3
AT4G01270,475,475,500,373,419,306
AT4G01280,1594,1307,1755,1516,1460,1172
AT4G01290,10923,9375,15273,11704,8871,10862
AT4G01310,1715,1552,1731,1370,1256,1117
AT4G01320,7826,7693,9038,6628,6605,5960
AT4G01328,0,0,2,2,0,2
AT4G01330,2711,2249,2816,2535,1873,1758
AT4G01335,24,28,34,14,6,7
AT4G01340,70,86,80,90,36,76
AT4G01350,2024,2112,2622,2147,1217,1557
AT4G01355,0,0,0,0,0,0
AT4G01360,502,471,374,468,430,244
AT4G01370,5176,4799,5705,5267,4719,3923
AT4G01380,561,261,240,321,168,89
AT4G01390,5058,2365,2722,2807,1521,1034
AT4G01400,5609,5268,6055,4932,4328,4202
AT4G01410,750,786,1194,1449,1531,1392
AT4G01420,0,0,0,0,0,0
AT4G01430,834,340,817,111,68,141
AT4G01440,2694,1303,3108,1593,813,1326
AT4G01450,7007,4103,8687,15512,10346,12508
AT4G01455,0,0,0,0,1,1
AT4G01460,61,69,89,79,52,36
AT4G01470,0,0,4,2,0,5
AT4G01480,7794,7430,11426,12772,7764,9118
AT4G01500,0,0,1,0,2,0
AT4G01510,449,463,544,420,439,275
AT4G01516,0,0,0,0,0,0
AT4G01520,0,2,2,7,0,1
AT4G01533,221,267,390,150,206,208
AT4G01535,13,7,8,3,0,3
AT4G01540,1810,1170,1764,1497,1011,1225
AT4G01550,867,720,864,966,853,813
AT4G01560,5848,6471,7538,4649,4917,4516
AT4G01570,1455,1241,1566,1124,1103,1102
AT4G01575,251,314,299,230,247,196
AT4G01580,72,71,50,29,44,24
AT4G01590,3346,3825,5065,3045,3242,2759
AT4G01593,1961,1753,2192,1852,1880,1456
AT4G01595,1852,1695,2082,1745,1815,1400
AT4G01600,386,208,584,240,138,271
AT4G01610,20545,20179,24507,23089,18841,15996
AT4G01630,1822,1282,1396,2649,1050,1395
AT4G01640,0,1,0,0,0,0
AT4G01650,1074,1047,1316,973,859,786
AT4G01660,5408,5383,7306,4793,4773,5340
AT4G01670,178,140,195,279,171,243
AT4G01671,0,1,2,0,0,0
AT4G01680,650,566,951,890,680,859
AT4G01690,3932,3081,4499,4007,3306,3402
AT4G01700,6708,6127,11725,7687,5666,8101
AT4G01703,0,0,0,0,0,0
AT4G01710,1093,919,1171,1232,1118,784
AT4G01720,1555,1166,2152,3024,1785,2191
AT4G01730,2236,2127,2305,1600,1647,1329
AT4G01735,44,84,98,73,49,45
AT4G01740,1173,1183,1284,1038,1008,734
AT4G01750,4033,4406,5906,5466,3972,3851
AT4G01760,111,106,116,87,87,88
AT4G01770,789,894,1657,956,988,1200
AT4G01780,27,21,50,59,28,42
AT4G01790,880,788,967,800,895,589
AT4G01800,2407,2067,2557,2421,2108,1818
AT4G01810,5171,4803,6968,5996,5477,6255
AT4G01820,32,33,33,43,12,29
AT4G01830,40,36,31,69,33,65
AT4G01840,439,388,598,626,448,383
AT4G01850,47638,52760,58509,97857,111809,87449
AT4G01860,5156,4501,4664,3787,3826,3272
AT4G01865,2,0,0,3,8,1
AT4G01870,3212,2555,5243,4321,2673,4792
AT4G01880,1497,1403,1708,1338,1191,1089
AT4G01883,457,439,560,456,543,396
AT4G01890,0,0,0,6,4,0
AT4G01895,210,187,288,1898,1757,1272
AT4G01897,1286,1063,1503,2119,1952,1386
AT4G01900,3657,3678,4821,4036,3935,3187
AT4G01910,1179,1113,1456,1425,825,1139
AT4G01915,125,127,108,160,140,72
AT4G01920,968,920,1035,1165,693,772
AT4G01925,612,682,802,571,525,508
AT4G01930,256,241,268,192,199,182
AT4G01935,881,680,744,920,686,534
AT4G01940,1932,1758,1913,1898,1691,1332
AT4G01950,1744,2476,3393,1334,1689,1927
AT4G01960,2018,1647,2468,2119,1702,1629
AT4G01970,298,176,204,93,34,71
AT4G01985,10,14,31,7,22,27
AT4G01990,846,893,962,658,655,610
AT4G01995,228,293,282,237,289,196
AT4G02000,23,34,35,46,15,41
AT4G02005,370,378,422,385,332,310
AT4G02010,5104,4125,5573,4092,3495,3731
AT4G02020,3783,3281,4157,3437,3081,2776
AT4G02030,4524,4072,5446,4036,3523,3826
AT4G02040,670,604,855,486,486,505
AT4G02050,3234,2873,3459,4145,2738,2974
AT4G02055,0,0,0,0,0,0
AT4G02060,4297,3741,4386,2846,2467,2641
AT4G02070,2089,1909,2145,1486,1184,1498
AT4G02075,429,398,467,266,209,208
AT4G02080,8292,7580,9898,8053,7723,6370
AT4G02090,684,854,1613,1256,1058,984
AT4G02100,2371,2778,3546,2779,2629,2748
AT4G02110,1808,1783,1840,1289,1116,1283
AT4G02120,3431,3045,3877,4340,3372,3280
AT4G02130,1990,2584,2107,1961,2494,1467
AT4G02140,2466,2057,2219,1702,1635,1194
AT4G02150,8646,7811,8892,6134,5318,5018
AT4G02160,57,65,49,37,35,25
AT4G02170,127,164,119,125,120,65
AT4G02180,482,553,495,536,325,359
AT4G02190,4,3,2,0,2,0
AT4G02195,929,902,1158,937,930,793
AT4G02200,1845,1552,2025,1731,1678,1402
AT4G02210,1499,1234,1617,1458,1335,1030
AT4G02220,2993,3156,3208,2178,2775,1963
AT4G02230,17700,15832,17930,13578,14328,11725
AT4G02235,0,0,2,0,0,0
AT4G02250,2,0,4,0,0,0
AT4G02260,1538,1294,1743,1304,1295,1354
AT4G02270,3179,4136,7488,9321,4271,6667
AT4G02280,2820,2400,2411,3553,2245,1675
AT4G02290,8348,8120,9832,6061,5812,5506
AT4G02300,3,2,2,2,0,5
AT4G02310,0,0,2,0,0,0
AT4G02320,22,15,31,321,254,237
AT4G02325,0,0,1,0,0,0
AT4G02330,2260,1866,2735,1251,1163,1323
AT4G02340,2316,1897,2746,1979,1844,1539
AT4G02350,3833,3450,4825,4004,3299,3299
AT4G02360,504,391,446,3479,2852,2168
AT4G02370,4727,4137,5742,5110,3879,3526
AT4G02380,21478,15925,30341,15911,12738,13588
AT4G02390,1492,1408,1659,1255,987,1160
AT4G02400,6247,5943,7484,4186,4152,4145
AT4G02405,1409,1322,1643,1603,1470,1076
AT4G02410,747,590,1201,573,380,627
AT4G02420,18,4,12,3,4,2
AT4G02425,500,503,719,430,542,370
AT4G02430,1696,1566,1894,2114,1720,1625
AT4G02440,1665,1779,2179,1720,1795,1289
AT4G02450,17187,16412,20647,13371,12476,12198
AT4G02460,1224,1280,1725,986,1011,1059
AT4G02465,24,28,16,10,26,26
AT4G02480,17081,14857,18679,16175,12656,13262
AT4G02482,139,160,136,132,154,92
AT4G02485,473,466,429,413,437,331
AT4G02489,0,0,1,0,0,0
AT4G02500,8996,9583,12202,7642,7364,7562
AT4G02510,8328,6840,9926,7720,5973,6681
AT4G02520,33258,23158,45894,29513,19503,22578
AT4G02530,758,722,1037,799,908,724
AT4G02540,4569,4551,5320,4529,3655,3544
AT4G02541,1,0,0,2,1,1
AT4G02550,1147,1115,1349,1007,1101,914
AT4G02555,15,8,5,10,9,8
AT4G02560,3428,3253,4443,3260,2875,3185
AT4G02570,21157,18880,23318,20678,17227,16755
AT4G02580,14524,12908,16017,13808,12549,11117
AT4G02590,5464,4329,7899,6423,5220,5841
AT4G02600,2445,1990,2676,1862,1757,1614
AT4G02610,2508,2066,2694,2340,2188,1712
AT4G02620,9627,9640,11394,11468,9898,7938
AT4G02630,492,426,573,417,249,341
AT4G02640,4725,4524,5850,5405,5084,4379
AT4G02650,98,77,72,101,46,61
AT4G02655,5,0,5,5,6,2
AT4G02660,1911,1653,2269,1388,1152,1421
AT4G02670,0,0,4,3,0,0
AT4G02680,6938,5496,8089,5988,4396,5024
AT4G02690,10,6,16,2,2,2
AT4G02700,635,581,751,719,652,568
AT4G02710,2870,1974,3559,2524,1651,2102
AT4G02715,2419,2330,3016,2021,1984,1923
AT4G02720,3162,3299,4029,2687,2509,2510
AT4G02725,702,685,747,664,782,456
AT4G02730,728,728,970,757,698,621
AT4G02733,0,0,0,0,0,0
AT4G02740,2090,2294,2838,2312,2388,2097
AT4G02750,378,408,481,305,349,331
AT4G02760,2025,2133,2683,1934,1868,1721
AT4G02770,516,376,725,910,496,568
AT4G02780,2,0,2,6,2,2
AT4G02790,845,905,1086,692,808,708
AT4G02800,3167,2878,3215,2343,2001,1738
AT4G02810,244,110,442,101,67,235
AT4G02820,1958,1750,1912,1373,1408,1306
AT4G02830,613,535,1034,814,510,620
AT4G02840,4405,4731,5169,3725,4513,3124
AT4G02850,1288,722,1569,948,581,888
AT4G02860,4164,3838,5137,5192,4356,3905
AT4G02870,0,0,0,0,0,0
AT4G02871,0,0,1,0,1,1
AT4G02880,4800,3696,4986,4497,4095,2920
AT4G02890,18477,18383,24017,18091,18441,14753
AT4G02900,628,640,676,565,583,489
AT4G02910,0,0,0,1,0,0
AT4G02920,3488,3578,4212,2945,3702,2530
AT4G02930,20854,20377,23619,14298,14794,15128
AT4G02940,6494,6199,10522,10596,10643,12698
AT4G02950,0,2,0,2,4,2
AT4G02970,4655,3631,2717,5023,5963,1981
AT4G02980,1797,1640,2112,1833,1977,1473
AT4G02990,976,1005,1200,760,815,722
AT4G03000,1979,1604,2167,2102,1479,1735
AT4G03010,291,292,375,280,199,230
AT4G03020,6621,5681,7313,6453,4721,4825
AT4G03030,2276,1902,2554,2566,1780,1500
AT4G03038,0,0,0,0,0,0
AT4G03039,0,0,0,0,0,0
AT4G03040,0,0,1,1,0,2
AT4G03050,12,0,0,4,0,0
AT4G03070,235,310,214,210,179,109
AT4G03080,3992,3360,4479,3630,2520,2909
AT4G03090,1837,1973,2371,1580,1575,1475
AT4G03100,2271,2083,2428,1558,1257,1131
AT4G03110,1888,2039,2424,2553,1435,1575
AT4G03113,3,3,4,4,8,1
AT4G03115,413,458,422,432,414,317
AT4G03120,2419,2245,2989,2006,2107,1956
AT4G03130,270,333,318,255,244,200
AT4G03135,0,0,0,0,0,0
AT4G03140,720,756,1054,490,521,536
AT4G03150,277,213,353,280,216,237
AT4G03153,2,0,0,0,0,0
AT4G03156,0,0,0,0,0,0
AT4G03160,0,0,0,0,0,0
AT4G03165,0,0,0,0,0,1
AT4G03170,0,0,0,0,0,0
AT4G03175,0,11,5,6,2,0
AT4G03180,2683,2429,3223,2250,2160,1935
AT4G03190,8953,10300,11310,6511,8000,6542
AT4G03200,2478,2172,2740,2495,1841,1940
AT4G03205,1003,1022,1215,802,890,674
AT4G03210,6366,7375,7139,3320,3439,2523
AT4G03220,6,21,18,12,9,19
AT4G03230,2419,2334,2814,2055,2019,1944
AT4G03240,2191,1926,2221,1851,1919,1526
AT4G03250,525,535,604,544,482,422
AT4G03260,10078,7955,11423,10684,8563,9117
AT4G03270,504,548,676,363,236,322
AT4G03280,755,696,839,907,657,544
AT4G03285,0,1,0,0,0,0
AT4G03290,2,14,26,4,12,0
AT4G03292,233,313,308,91,106,113
AT4G03295,31,60,44,12,33,27
AT4G03298,84,86,70,38,66,37
AT4G03320,2057,2060,2529,2390,2402,2006
AT4G03330,189,351,514,381,248,317
AT4G03340,796,762,940,582,608,498
AT4G03350,0,0,0,1,0,0
AT4G03360,0,0,0,0,0,0
AT4G03370,0,0,0,0,0,0
AT4G03380,30,46,29,27,26,16
AT4G03390,4941,4713,6854,5349,4056,5054
AT4G03400,669,721,743,688,653,513
AT4G03405,2,0,1,1,0,3
AT4G03410,592,559,728,801,588,519
AT4G03415,2690,2983,3637,2084,2321,1929
AT4G03420,1323,1264,1926,2039,1595,1738
AT4G03430,5523,5193,6458,5167,4154,4677
AT4G03435,0,0,0,0,0,0
AT4G03438,0,0,0,0,0,0
AT4G03440,290,332,411,328,311,279
AT4G03443,47,52,51,52,56,42
AT4G03445,33,22,31,22,15,23
AT4G03450,4,0,2,2,0,0
AT4G03455,0,0,0,0,0,0
AT4G03460,193,235,227,195,117,119
AT4G03470,223,196,102,214,128,77
AT4G03480,57,56,94,33,11,34
AT4G03490,286,388,498,327,349,286
AT4G03500,948,836,1220,1007,844,609
AT4G03505,14,13,20,22,6,20
AT4G03510,1256,1446,1815,2260,1348,1363
AT4G03520,6485,6534,7487,7317,7080,5386
AT4G03540,564,496,806,336,214,260
AT4G03550,6248,5594,8173,4954,3710,5155
AT4G03560,9737,9072,12461,10630,7363,9422
AT4G03565,0,0,4,0,0,0
AT4G03566,0,0,1,0,0,0
AT4G03570,0,0,1,1,0,0
AT4G03580,3,0,0,0,0,0
AT4G03590,2,0,0,0,0,0
AT4G03600,75,87,128,85,70,72
AT4G03610,726,630,1045,496,456,449
AT4G03620,27,28,35,16,4,13
AT4G03630,0,0,0,0,0,0
AT4G03635,422,370,464,408,431,274
AT4G03723,0,0,0,0,0,0
AT4G03728,0,0,0,0,0,0
AT4G03740,0,0,0,0,0,0
AT4G03811,2,2,7,3,2,8
AT4G03820,1031,928,1554,1245,954,1139
AT4G03827,0,0,0,0,0,0
AT4G03830,0,0,0,0,0,0
AT4G03930,18,8,22,10,12,18
AT4G03935,496,448,481,363,438,307
AT4G03940,356,327,411,263,275,211
AT4G03945,0,0,2,0,0,0
AT4G03950,0,0,0,0,0,0
AT4G03960,868,690,881,1048,858,651
AT4G03965,121,149,141,77,113,89
AT4G04020,1409,1587,1904,1639,1654,1178
AT4G04030,0,0,0,2,0,2
AT4G04040,1485,1270,1634,1806,971,1067
AT4G04077,0,0,0,0,0,0
AT4G04078,0,0,0,0,0,0
AT4G04080,0,0,2,0,0,0
AT4G04090,2,2,2,0,2,0
AT4G04110,0,0,0,0,0,0
AT4G04180,859,824,1015,686,726,750
AT4G04190,424,468,469,296,346,284
AT4G04200,1503,1453,1691,1439,1531,1095
AT4G04210,4036,4136,5003,3713,4053,3513
