gene,root_control_1,root_control_2,root_control_3,root_ACC_1,root_ACC_2,root_ACC_3
AT4G22820,3771,3721,5173,4686,3700,4410
AT4G22830,116,121,134,136,111,114
AT4G22840,989,850,1181,1323,759,1137
AT4G22850,1188,1185,1453,1261,1031,1216
AT4G22860,1101,1062,953,912,673,557
AT4G22870,2,2,0,0,3,5
AT4G22880,6,4,2,6,6,8
AT4G22890,1263,1107,1556,1186,970,1477
AT4G22900,407,315,526,373,230,405
AT4G22910,1710,1913,2482,1851,1481,1883
AT4G22920,582,568,1064,690,464,776
AT4G22930,7044,7261,8285,6971,6129,6848
AT4G22940,96,99,148,57,88,102
AT4G22950,114,160,241,210,177,215
AT4G22960,634,629,614,579,554,493
AT4G22970,1480,1263,1836,1377,971,1409
AT4G22980,303,165,272,283,158,242
AT4G22990,146,118,116,83,120,68
AT4G23000,391,380,405,328,238,329
AT4G23010,5219,5790,8027,6677,5381,7948
AT4G23020,98,136,159,86,102,136
AT4G23030,49,48,105,54,60,102
AT4G23040,1026,793,1280,1144,764,1158
AT4G23050,2432,2206,2967,2902,2259,2571
AT4G23060,385,373,484,396,379,518
AT4G23070,82,114,110,102,69,82
AT4G23080,0,0,0,0,0,0
AT4G23090,0,0,0,0,0,0
AT4G23100,18548,16448,26320,25233,17183,23432
AT4G23103,0,0,0,0,0,0
AT4G23110,0,2,2,6,2,1
AT4G23120,0,0,0,0,0,0
AT4G23130,62,54,91,67,46,60
AT4G23140,40,47,55,44,26,41
AT4G23150,2,2,2,6,4,10
AT4G23160,26,23,35,30,9,16
AT4G23170,18,16,30,10,18,8
AT4G23180,331,281,591,291,251,472
AT4G23190,1310,1071,2440,1516,1021,2077
AT4G23200,0,1,4,2,0,0
AT4G23205,37,18,18,20,39,19
AT4G23210,8,14,10,10,1,2
AT4G23220,19,12,32,28,4,18
AT4G23230,4,0,2,4,1,0
AT4G23240,18,14,13,11,10,14
AT4G23250,167,109,208,193,122,152
AT4G23260,551,605,775,591,564,627
AT4G23270,3589,3408,5133,4571,3107,4644
AT4G23271,117,74,122,146,78,114
AT4G23280,42,45,78,75,54,97
AT4G23290,2,2,0,3,2,2
AT4G23300,0,4,2,4,2,4
AT4G23310,0,1,3,0,0,3
AT4G23320,4,4,4,7,2,7
AT4G23330,959,1054,1105,1081,1049,1092
AT4G23340,231,193,379,229,159,260
AT4G23350,2,0,2,2,0,0
AT4G23360,4,0,0,0,0,0
AT4G23370,0,0,0,0,0,2
AT4G23375,0,0,0,0,0,0
AT4G23380,0,0,0,0,0,4
AT4G23387,0,0,0,0,0,0
AT4G23390,1,2,0,0,0,0
AT4G23400,1803,1364,2647,1944,1297,2049
AT4G23410,1029,608,1160,968,485,968
AT4G23420,1624,1204,1840,1457,962,1217
AT4G23430,6143,4005,6169,5296,3207,4191
AT4G23432,0,0,1,0,2,0
AT4G23440,1760,2116,2317,1865,1563,2174
AT4G23450,440,405,591,528,333,520
AT4G23460,7140,6490,8762,7591,5915,7730
AT4G23470,11813,10926,14048,12655,9967,12289
AT4G23490,2047,1688,2326,1733,1371,1796
AT4G23493,434,439,435,423,472,406
AT4G23496,542,383,393,398,453,363
AT4G23500,1609,1211,1944,1921,1067,1252
AT4G23510,2426,2194,2849,4277,2680,4114
AT4G23515,216,182,272,266,225,409
AT4G23520,25,12,14,5,8,9
AT4G23530,1430,1315,1919,1566,1220,1521
AT4G23540,3016,2604,3380,2706,2126,2880
AT4G23550,2556,2572,2404,4794,2530,2113
AT4G23560,16,22,16,61,12,12
AT4G23570,1115,1238,1192,1368,1186,1445
AT4G23580,0,0,0,0,0,0
AT4G23590,599,562,699,342,380,446
AT4G23600,27,68,40,29,61,32
AT4G23610,209,120,237,195,131,168
AT4G23620,3589,2947,4108,3142,2502,3232
AT4G23630,23473,23106,25649,21579,21001,21240
AT4G23635,0,0,0,2,0,0
AT4G23640,4196,3872,5271,4693,3711,4850
AT4G23650,17363,16793,20330,17523,14211,16993
AT4G23660,1099,1208,1205,1154,1003,1119
AT4G23670,34878,31313,64271,39638,40084,50098
AT4G23680,3559,2310,4601,3253,2818,3127
AT4G23690,12239,10206,20591,15615,8233,14561
AT4G23700,10401,6927,8090,24471,6263,8167
AT4G23710,7378,7309,9582,9009,7052,7825
AT4G23713,0,4,2,2,0,0
AT4G23720,71,71,200,96,72,144
AT4G23730,2009,2173,2758,2734,2114,2411
AT4G23740,3597,3319,4326,3124,2450,3136
AT4G23750,2738,2938,2646,2374,2382,2541
AT4G23760,1825,1620,1933,1822,1628,1844
AT4G23770,96,82,130,74,102,102
AT4G23780,0,0,0,0,0,0
AT4G23790,1734,1587,2272,1571,1269,1570
AT4G23800,11039,10269,11731,9638,7854,7627
AT4G23810,2167,1833,2382,1850,1683,1797
AT4G23820,1235,905,1119,978,768,801
AT4G23840,1232,1189,1424,1147,999,1480
AT4G23850,21467,20364,23885,22696,17789,21350
AT4G23860,3005,3022,3508,2814,2228,2776
AT4G23870,246,253,368,247,218,185
AT4G23880,139,157,258,200,126,208
AT4G23882,2,7,22,4,2,4
AT4G23885,4317,3590,5297,5138,3669,4307
AT4G23890,680,596,668,573,610,646
AT4G23895,2301,2020,2657,2287,1803,2293
AT4G23900,995,879,1196,910,674,922
AT4G23910,2750,2611,3185,3023,2257,2993
AT4G23915,4,0,2,0,0,0
AT4G23920,471,483,698,591,450,686
AT4G23930,279,248,373,328,242,313
AT4G23940,2287,2063,2287,1930,1326,1833
AT4G23950,652,675,823,584,492,635
AT4G23960,5,4,21,6,3,12
AT4G23970,18,3,9,2,6,6
AT4G23980,1818,1449,2550,1890,1284,1988
AT4G23990,9,2,18,10,14,11
AT4G24000,0,0,6,0,4,1
AT4G24010,109,60,152,139,49,94
AT4G24015,813,537,1220,1053,572,931
AT4G24020,4783,3914,5607,5474,3275,5370
AT4G24025,0,1,3,3,4,2
AT4G24026,800,624,701,921,577,620
AT4G24030,676,508,612,798,475,534
AT4G24040,744,757,875,804,564,1054
AT4G24050,789,766,1105,831,543,728
AT4G24060,4091,2874,5080,4190,2576,4397
AT4G24070,4,2,8,0,8,2
AT4G24080,223,288,303,204,252,221
AT4G24090,139,94,218,127,168,169
AT4G24100,3309,2582,3736,3286,2189,3102
AT4G24110,2364,3211,2997,6020,3256,3603
AT4G24120,184,182,180,213,131,134
AT4G24130,2023,1906,3210,1911,1328,2032
AT4G24140,2603,2576,3973,2459,1817,2962
AT4G24150,38,41,82,46,53,68
AT4G24160,3995,3620,5592,4107,3537,4807
AT4G24170,24,32,27,55,43,44
AT4G24175,354,352,400,384,332,347
AT4G24180,190,146,343,167,162,176
AT4G24190,44607,45406,59603,44183,43209,45442
AT4G24200,2934,2372,3500,2927,1952,3164
AT4G24204,8,20,18,25,34,28
AT4G24210,2939,2840,3945,3261,2993,3612
AT4G24220,14146,14049,19591,17554,13105,17726
AT4G24230,1377,1242,1688,2082,947,1498
AT4G24231,2,0,5,4,4,10
AT4G24240,3053,2397,3752,3067,2063,3083
AT4G24250,406,226,461,374,182,343
AT4G24260,204,154,260,194,149,180
AT4G24265,1140,890,1258,1065,766,919
AT4G24270,2917,2844,3263,2832,2178,2841
AT4G24275,1933,2009,2603,2009,1807,2272
AT4G24280,11966,11321,13194,11142,10936,12002
AT4G24290,7545,7025,9544,8721,6057,8686
AT4G24300,0,0,0,0,0,0
AT4G24310,848,1011,1461,1352,846,988
AT4G24320,231,213,350,237,159,258
AT4G24330,10016,10163,13447,10329,8589,10663
AT4G24340,2370,2208,3870,2171,1943,2209
AT4G24350,91,40,167,243,130,442
AT4G24370,629,605,775,687,676,713
AT4G24380,1286,1123,1719,1207,1084,1460
AT4G24390,2428,1915,2757,2288,1788,2334
AT4G24400,5612,4744,7339,5468,4301,6612
AT4G24410,166,125,196,155,159,262
AT4G24415,1464,1420,1633,1245,1295,1762
AT4G24420,115,161,178,88,169,175
AT4G24430,66,137,443,133,104,408
AT4G24440,2937,2886,3513,3049,3127,3207
AT4G24450,383,253,571,395,182,387
AT4G24460,607,502,809,557,450,645
AT4G24470,2562,2644,3326,2668,2233,3094
AT4G24480,1918,1660,2657,3335,1696,3653
AT4G24490,3403,3480,4159,3385,3055,3516
AT4G24500,1190,1112,1318,1123,1004,1068
AT4G24510,159,138,133,172,106,72
AT4G24520,17349,16555,19425,16847,14898,18757
AT4G24530,1137,1013,1393,1057,821,1069
AT4G24540,31,15,20,34,17,20
AT4G24550,6229,5869,7730,6614,5201,6715
AT4G24560,3834,3287,4903,3948,2557,4510
AT4G24565,0,0,0,0,0,0
AT4G24570,966,768,2063,958,832,1915
AT4G24580,757,1059,1291,1018,845,1052
AT4G24590,1672,1425,1885,2045,1371,1829
AT4G24600,6,0,0,6,8,0
AT4G24610,3973,3290,4452,3513,2496,3514
AT4G24620,14942,12592,19352,15084,10314,16268
AT4G24630,1130,1047,1263,1248,1001,1094
AT4G24640,0,0,2,0,4,0
AT4G24644,0,0,0,0,0,0
AT4G24650,1,0,0,0,0,0
AT4G24660,93,92,72,145,90,53
AT4G24670,774,311,641,701,375,743
AT4G24680,6115,5388,7399,6255,4428,6935
AT4G24690,22007,17617,21583,26756,16526,21209
AT4G24700,8,16,20,12,8,14
AT4G24710,889,811,952,709,785,789
AT4G24730,782,803,976,786,854,847
AT4G24740,3929,3991,4929,4123,3498,4473
AT4G24750,1421,1240,1377,1234,1118,1283
AT4G24760,2323,2714,3413,2513,2387,3264
AT4G24770,4114,3548,4173,3345,3411,3853
AT4G24780,25629,21582,30329,18825,12447,15080
AT4G24790,2160,2159,2487,1550,1465,1772
AT4G24800,6575,5737,6905,6340,5263,5981
AT4G24805,1923,2045,3055,2015,1766,2298
AT4G24810,587,520,598,524,406,614
AT4G24820,15960,15799,18537,16529,14594,15306
AT4G24830,10752,11129,13149,9914,9564,10755
AT4G24840,6139,5697,7264,6120,5140,6552
AT4G24860,70,80,88,74,59,80
AT4G24880,1502,1260,1593,1472,1152,1409
AT4G24890,26,25,43,28,17,27
AT4G24900,727,786,949,757,681,759
AT4G24910,108,97,128,90,97,120
AT4G24920,11890,11731,14766,13876,10597,12752
AT4G24930,780,625,1089,927,613,1156
AT4G24940,2971,2819,3563,3172,2454,3160
AT4G24950,4,2,6,4,6,34
AT4G24960,2607,1674,3140,2859,2422,3950
AT4G24970,496,365,651,482,328,543
AT4G24972,27,31,20,20,19,28
AT4G24973,2,0,0,0,0,0
AT4G24974,0,0,0,0,0,0
AT4G24975,0,0,0,0,0,0
AT4G24980,0,0,0,0,0,0
AT4G24990,4022,3897,5032,5318,3750,4771
AT4G25000,48,37,58,35,46,38
AT4G25010,164,106,241,54,32,54
AT4G25020,97,80,121,122,72,60
AT4G25030,9570,9114,12783,12788,8649,12221
AT4G25040,10,0,3,4,2,3
AT4G25050,330,324,358,283,342,472
AT4G25070,1855,1693,2469,2968,1391,2631
AT4G25080,897,701,872,898,768,1035
AT4G25090,2553,1969,1944,3668,1016,1682
AT4G25100,60293,53453,55474,50820,53204,45056
AT4G25110,928,926,1014,1620,835,979
AT4G25120,1505,1441,1677,1322,1291,1735
AT4G25130,5090,4615,5832,5357,4511,5379
AT4G25140,0,5,5,0,0,3
AT4G25150,425,399,448,354,309,305
AT4G25160,231,312,380,385,261,455
AT4G25170,1747,1738,1721,2681,1667,1829
AT4G25180,676,610,794,683,582,850
AT4G25190,95,132,255,294,178,321
AT4G25200,270,387,333,233,654,291
AT4G25210,6163,6191,7038,5978,5251,6072
AT4G25220,228,303,745,847,389,798
AT4G25225,280,238,348,353,252,296
AT4G25230,5841,4639,6938,6153,4008,6159
AT4G25240,2921,2335,3626,2367,1838,2451
AT4G25250,493,459,760,292,258,233
AT4G25260,1624,1921,3043,1935,1961,2808
AT4G25270,312,363,425,299,283,344
AT4G25280,1191,1016,1437,1213,879,1181
AT4G25290,593,639,843,467,597,795
AT4G25300,433,416,398,517,365,442
AT4G25310,434,428,567,733,450,604
AT4G25315,1429,1798,1532,1269,1547,1503
AT4G25320,4214,3996,5186,4120,3257,4128
AT4G25330,90,61,81,59,76,55
AT4G25340,8000,7620,9024,6828,6507,7211
AT4G25350,155,151,232,152,90,142
AT4G25360,2642,2636,3452,2855,2097,2790
AT4G25370,3828,3576,4278,3517,3152,3668
AT4G25380,155,166,112,198,139,131
AT4G25386,0,0,0,1,0,2
AT4G25390,2092,1998,2602,2377,1761,2354
AT4G25400,945,564,806,933,530,546
AT4G25410,84,89,112,107,51,101
AT4G25420,188,220,201,158,178,115
AT4G25430,2,8,2,10,10,8
AT4G25433,22,11,37,11,7,22
AT4G25434,389,231,632,407,239,533
AT4G25435,0,0,0,0,0,0
AT4G25440,1161,1004,1226,1233,922,1319
AT4G25450,1728,1489,1993,1588,1306,1878
AT4G25470,80,32,74,12,50,72
AT4G25480,22,16,34,12,16,35
AT4G25490,10,2,8,2,3,0
AT4G25500,5899,5099,6186,5603,4042,5521
AT4G25510,60,58,83,76,42,74
AT4G25515,1053,924,1188,1061,866,1149
AT4G25520,2462,2030,3054,2524,1663,2705
AT4G25530,4,12,11,6,14,10
AT4G25540,624,629,762,545,439,627
AT4G25550,4207,4223,4909,4066,3939,3938
AT4G25560,511,520,904,588,407,638
AT4G25570,10249,8632,12720,10132,8149,10478
AT4G25580,12,28,12,16,14,10
AT4G25585,0,0,0,0,0,0
AT4G25590,0,3,2,0,0,0
AT4G25600,719,692,769,514,653,651
AT4G25610,1623,1385,2007,1513,1225,1655
AT4G25620,1102,931,1549,1348,798,1645
AT4G25630,17631,17798,20749,15084,14468,16750
AT4G25631,51,80,87,69,49,82
AT4G25635,1,0,0,0,1,0
AT4G25640,7655,5801,11142,4412,5396,9367
AT4G25650,1085,1002,1420,1212,869,1436
AT4G25660,1851,1737,2418,2088,1551,2007
AT4G25670,4467,3766,5678,5465,3599,5115
AT4G25672,4467,3765,5677,5465,3599,5114
AT4G25680,3162,2956,3879,2989,2659,2986
AT4G25690,3030,3030,3762,3699,3085,3528
AT4G25692,3030,3030,3762,3699,3085,3528
AT4G25700,360,260,489,187,195,371
AT4G25707,138,137,127,131,122,123
AT4G25710,2385,2113,2891,2371,2075,2502
AT4G25719,1642,1729,1900,1664,1561,1674
AT4G25720,3297,3432,4049,3390,2937,3594
AT4G25730,10270,9257,11487,9271,7385,9400
AT4G25740,14005,14880,15176,11879,13706,13765
AT4G25750,1,0,1,0,0,1
AT4G25760,707,453,673,999,568,830
AT4G25770,1423,1197,1627,1519,983,1341
AT4G25780,19,30,47,32,26,31
AT4G25790,731,1236,1775,2126,1378,1997
AT4G25800,327,221,345,299,235,252
AT4G25810,2554,2744,3144,3196,2415,2926
AT4G25820,3955,5169,7990,11408,7222,10332
AT4G25830,147,175,253,119,124,146
AT4G25835,647,725,1017,888,666,1048
AT4G25840,2746,2326,3639,2976,2186,2845
AT4G25845,16,24,51,29,38,41
AT4G25850,756,758,634,731,696,537
AT4G25860,610,1088,967,642,940,770
AT4G25870,4153,4082,6043,3935,3665,5477
AT4G25880,7187,6327,8504,6974,5421,7204
AT4G25885,69,59,116,99,39,88
AT4G25890,5711,5318,6569,4883,4662,5122
AT4G25900,10682,8492,11642,12516,7142,10153
AT4G25910,344,308,417,251,294,348
AT4G25920,1,2,2,3,0,2
AT4G25930,56,105,128,60,64,92
AT4G25940,409,355,488,648,308,419
AT4G25950,0,0,0,0,0,0
AT4G25960,704,462,249,750,312,226
AT4G25970,5203,4808,5853,6155,4099,5234
AT4G25980,85,111,96,112,52,59
AT4G25990,7,0,1,6,4,16
AT4G26000,3212,2584,3551,3504,2414,3182
AT4G26005,0,2,2,0,0,0
AT4G26010,3818,5404,8484,10770,6327,9247
AT4G26020,32,32,75,36,32,47
AT4G26030,0,4,6,0,7,5
AT4G26040,0,6,2,2,0,10
AT4G26050,23,9,6,29,4,4
AT4G26055,127,100,148,141,62,96
AT4G26060,2459,2074,2719,3408,1965,2459
AT4G26070,773,701,1193,947,713,1075
AT4G26080,6028,4911,8019,9555,7428,12578
AT4G26090,1753,1268,1839,1875,1275,1819
AT4G26095,1553,1146,1679,1724,1148,1687
AT4G26100,3575,3624,4793,3821,3220,3882
AT4G26110,18586,19014,19420,16271,18220,19059
AT4G26120,655,521,691,866,404,630
AT4G26130,5204,4503,6572,5774,3589,4867
AT4G26140,1363,1376,2521,1332,1048,2178
AT4G26150,19,38,43,30,20,54
AT4G26160,619,591,961,743,601,730
AT4G26170,77,101,62,51,44,62
AT4G26180,747,721,921,847,703,886
AT4G26190,5214,5322,6738,4789,4269,6452
AT4G26200,633,685,995,778,467,567
AT4G26210,3727,3444,4383,3576,3453,3849
AT4G26220,2337,1328,1870,4152,1862,2875
AT4G26225,0,0,0,0,0,0
AT4G26230,19281,16671,20228,16887,17561,18664
AT4G26240,1195,1179,1298,1464,1103,1207
AT4G26250,0,0,0,0,4,0
AT4G26255,4,19,14,30,14,12
AT4G26260,66,82,162,140,42,120
AT4G26270,2351,1885,2169,2291,1626,1720
AT4G26280,0,0,0,0,0,0
AT4G26288,2536,2321,2736,2393,2160,2142
AT4G26290,38,56,71,124,41,70
AT4G26300,8024,7205,9107,7402,6238,7350
AT4G26310,2271,2196,2544,2247,1916,2266
AT4G26320,403,441,677,340,385,414
AT4G26330,51,30,37,36,35,48
AT4G26340,1,0,0,0,0,0
AT4G26350,0,4,0,1,0,0
AT4G26365,0,4,2,0,3,0
AT4G26370,249,150,269,172,166,261
AT4G26375,0,0,0,0,0,0
AT4G26380,73,74,38,72,39,32
AT4G26385,0,0,0,0,0,0
AT4G26390,13,13,14,2,2,12
AT4G26400,2242,2231,2311,2510,2314,2574
AT4G26410,4313,4238,5064,4409,4040,4244
AT4G26420,0,0,2,0,0,0
AT4G26430,1633,1557,1755,1459,1499,1531
AT4G26440,23,6,4,2,5,7
AT4G26450,4051,3588,4903,4429,3092,4454
AT4G26455,2990,3121,4339,3636,2756,3642
AT4G26460,337,234,141,432,287,247
AT4G26466,2,4,6,4,4,6
AT4G26470,1968,2292,2867,2630,2274,2604
AT4G26480,5939,4952,6277,5490,4562,5588
AT4G26483,0,0,0,0,0,0
AT4G26485,0,0,0,0,0,0
AT4G26488,371,207,355,324,209,226
AT4G26490,365,201,347,309,208,222
AT4G26500,1129,1182,1252,1162,1023,997
AT4G26510,2354,2292,2875,2369,1844,2089
AT4G26520,72,64,104,58,75,102
AT4G26530,12,6,4,11,2,42
AT4G26540,3806,3937,5971,3846,3343,5462
AT4G26542,2524,2671,3983,2626,2199,3707
AT4G26550,1502,1512,1891,1455,1340,1488
AT4G26555,329,264,411,367,294,347
AT4G26560,15,8,14,33,13,18
AT4G26570,5258,4795,7030,5751,4217,5464
AT4G26580,138,147,294,156,152,231
AT4G26582,372,357,389,330,278,388
AT4G26590,657,625,722,560,548,628
AT4G26600,2851,2777,3425,2521,2440,2905
AT4G26610,3176,2831,3690,2926,2389,3183
AT4G26620,3210,2760,2841,2881,2421,2635
AT4G26630,9723,8482,13400,10670,7220,11129
AT4G26640,3534,2665,3618,4275,2470,3929
AT4G26650,6469,6420,8022,6912,5351,6938
AT4G26660,3121,2481,2891,2654,1629,1968
AT4G26670,2025,1967,2449,1919,1867,2280
AT4G26675,4,2,1,2,5,2
AT4G26680,638,462,740,824,450,545
AT4G26690,5274,4761,6826,7026,4138,5390
AT4G26700,836,944,1100,951,874,1093
AT4G26701,0,0,2,0,0,0
AT4G26710,7120,5563,8145,7544,5643,6913
AT4G26720,3301,3081,3411,3002,2675,3073
AT4G26730,0,0,2,2,0,1
AT4G26740,1,0,3,0,2,2
AT4G26750,2214,1579,2601,2340,1335,2100
AT4G26760,6248,6462,6420,5316,5302,4923
AT4G26770,216,309,370,346,279,421
AT4G26780,2849,3023,3592,2577,2783,2960
AT4G26790,702,732,848,610,505,671
AT4G26795,727,749,877,628,527,696
AT4G26800,407,389,445,386,321,430
AT4G26810,785,747,684,592,564,604
AT4G26820,1,0,4,0,0,0
AT4G26830,17,39,67,26,27,46
AT4G26840,7041,7522,8255,6962,6578,7204
AT4G26850,2961,2193,3333,2383,2282,2923
AT4G26860,1236,1107,1257,1255,1072,1130
AT4G26870,8224,7714,8962,7313,6584,8023
AT4G26880,38,58,60,139,122,183
AT4G26890,151,199,245,176,177,173
AT4G26900,5122,5033,6011,4510,3957,5135
AT4G26910,8381,7794,10144,9773,7025,9138
AT4G26920,3,0,0,0,0,1
AT4G26930,39,33,37,36,41,46
AT4G26940,5735,5248,8114,6999,4991,7949
AT4G26950,26,21,38,43,30,112
AT4G26960,596,553,719,586,490,571
AT4G26965,979,881,1060,1007,749,890
AT4G26970,19411,17890,30998,24676,16619,28862
AT4G26980,1108,894,1231,1133,864,1055
AT4G26990,754,798,1127,813,743,903
AT4G27000,15934,13786,15850,14369,12350,14176
AT4G27010,2865,2664,3262,2596,1783,3043
AT4G27020,2023,1640,2325,2075,1566,2286
AT4G27030,869,725,1001,608,662,900
AT4G27040,2987,3180,4010,3313,2776,3398
AT4G27050,1900,1859,2326,1776,1764,2113
AT4G27060,3317,2979,4163,3377,2396,3324
AT4G27070,1988,1754,2728,2047,1698,2179
AT4G27080,5144,5149,6505,4789,4288,5528
AT4G27090,67551,74765,70722,62382,69684,59805
AT4G27100,764,759,1136,808,685,871
AT4G27110,0,0,0,0,0,0
AT4G27120,2752,2551,3382,2911,2271,2868
AT4G27130,12069,11623,13549,11939,12588,13264
AT4G27140,1,0,2,0,2,0
AT4G27150,0,2,2,0,0,0
AT4G27160,0,0,0,0,0,0
AT4G27170,4,2,22,2,4,10
AT4G27180,5936,5413,7785,6025,4573,6474
AT4G27190,15,27,24,23,43,47
AT4G27220,20,20,30,27,19,29
AT4G27230,4638,4487,5647,4514,3493,4078
AT4G27240,286,289,303,271,292,309
AT4G27250,222,235,323,194,172,245
AT4G27260,1971,2027,1935,2690,1676,1529
AT4G27270,2176,2181,2560,2069,1746,2083
AT4G27280,1852,1560,3230,1984,1744,3532
AT4G27290,198,346,490,629,362,657
AT4G27300,18,36,24,27,53,52
AT4G27310,336,369,399,424,609,821
AT4G27320,7179,6616,9049,7518,6496,8448
AT4G27330,0,0,0,0,0,0
AT4G27340,700,687,922,754,624,868
AT4G27350,1041,956,1362,1308,971,1365
AT4G27360,0,0,0,0,0,0
AT4G27370,1071,934,1071,975,906,977
AT4G27380,3370,3484,3874,3314,3416,3599
AT4G27390,382,399,422,428,370,461
AT4G27395,0,0,0,0,0,0
AT4G27400,353,379,706,291,361,489
AT4G27410,972,944,1224,1149,823,1124
AT4G27415,0,0,0,0,0,0
AT4G27420,0,0,0,0,0,0
AT4G27430,3351,3175,5189,3515,2704,4342
AT4G27435,362,353,756,368,342,563
AT4G27440,222,223,470,299,321,494
AT4G27450,33000,24699,20186,41398,31513,37029
AT4G27460,127,98,204,168,78,175
AT4G27470,988,863,1426,1460,772,1212
AT4G27480,433,611,662,619,499,530
AT4G27490,1870,1867,1855,1514,1734,1654
AT4G27500,27980,25875,33595,30140,22503,29528
AT4G27510,198,235,268,216,188,258
AT4G27520,1842,1121,2591,1760,1234,2892
AT4G27530,50,56,58,76,35,61
AT4G27540,1045,1023,1385,1171,972,1270
AT4G27550,17,26,20,31,11,23
AT4G27560,3016,2324,4549,2533,2128,3526
AT4G27570,140,107,238,112,91,154
AT4G27580,16,14,46,27,43,29
AT4G27585,4616,4379,5808,4159,4359,5079
AT4G27590,354,217,321,333,198,190
AT4G27595,2080,1726,2516,2302,1252,1847
AT4G27600,1131,960,1440,1370,924,1310
AT4G27610,1320,1200,1462,1294,1149,1411
AT4G27620,561,473,680,579,407,563
AT4G27630,936,902,1057,883,828,988
AT4G27640,8123,7087,8242,6534,5574,7516
AT4G27650,2204,1796,2221,2211,1678,2209
AT4G27652,784,568,1168,635,690,1115
AT4G27654,93,36,125,20,65,75
AT4G27657,60,30,102,42,48,83
AT4G27660,303,321,321,310,278,240
AT4G27670,45,37,28,183,112,84
AT4G27680,2365,2225,2727,2596,1969,2324
AT4G27690,1782,1678,2272,1839,1490,1983
AT4G27700,277,213,330,271,250,299
AT4G27710,677,578,767,763,553,666
AT4G27720,4599,3352,4839,3593,2719,3738
AT4G27730,1945,1723,2109,2158,1437,1948
AT4G27740,879,842,1053,1514,626,891
AT4G27745,1342,1008,1498,1435,1059,1209
AT4G27750,1966,1862,2144,2008,1895,1981
AT4G27760,2969,2893,3154,2455,2351,2403
AT4G27765,0,4,6,2,1,7
AT4G27780,1774,1756,2316,1927,1414,2189
AT4G27790,4,11,13,11,3,6
AT4G27800,1168,985,1401,1202,898,1221
AT4G27810,129,96,84,241,66,76
AT4G27820,201,170,280,232,182,249
AT4G27830,1367,936,1806,1802,1144,2118
AT4G27840,800,827,1078,697,482,597
AT4G27850,171,257,318,231,215,217
AT4G27852,513,530,888,603,419,604
AT4G27860,8175,8589,11725,7646,6468,7221
AT4G27870,6449,6325,8102,7690,4939,5977
AT4G27875,0,0,0,0,0,0
AT4G27880,1705,1342,1853,1513,1276,1391
AT4G27885,0,0,0,0,0,2
AT4G27890,5,12,5,4,3,4
AT4G27900,1667,1456,1784,1914,1568,2268
AT4G27910,1328,1116,1620,1382,908,1321
AT4G27920,2,0,0,1,0,0
AT4G27930,0,0,0,0,0,0
AT4G27940,1048,937,1297,866,791,947
AT4G27950,2483,2637,2689,1998,2161,2437
AT4G27960,13136,12031,13996,13413,9936,12680
AT4G27970,1239,992,2039,1165,819,1631
AT4G27980,76,62,96,63,47,66
AT4G27990,511,446,728,616,449,617
AT4G28000,4,4,2,3,0,0
AT4G28005,25,22,19,34,28,17
AT4G28010,837,779,900,700,637,782
AT4G28020,569,462,605,519,472,498
AT4G28025,1243,1059,1314,1502,1194,1364
AT4G28030,548,527,701,760,519,675
AT4G28040,1127,1163,1119,3075,1723,1926
AT4G28050,1657,1833,2405,1601,1589,1762
AT4G28060,8426,8923,10641,9241,8877,9365
AT4G28068,0,7,2,0,1,2
AT4G28070,1151,1001,1238,947,856,1067
AT4G28080,1003,803,1038,870,767,1175
AT4G28085,193,173,342,243,163,271
AT4G28088,2,10,18,2,5,4
AT4G28090,0,0,0,0,2,2
AT4G28100,2541,2263,3152,1919,1928,2036
AT4G28110,141,100,242,130,85,143
AT4G28130,0,10,2,0,0,0
AT4G28140,71,78,102,88,56,68
AT4G28150,162,104,192,149,124,116
AT4G28160,75,77,67,80,70,57
AT4G28162,58,68,59,70,55,49
AT4G28170,255,215,229,255,193,161
AT4G28180,657,480,845,528,459,560
AT4G28181,0,0,0,0,0,0
AT4G28190,2544,2396,2396,1831,2036,2188
AT4G28200,6482,6284,6847,6124,5092,6084
AT4G28210,827,719,930,821,812,881
AT4G28220,1624,1559,1786,1458,1246,1422
AT4G28230,1162,1162,1213,1300,986,1054
AT4G28240,2325,1802,2338,3034,1853,2506
AT4G28250,11681,8926,12137,8047,4651,4863
AT4G28260,4559,4208,5471,5633,3808,4862
AT4G28270,1088,892,1420,1353,886,1480
AT4G28280,14,12,34,30,26,48
AT4G28290,195,173,446,206,137,304
AT4G28300,5428,3864,6707,5548,3275,5797
AT4G28310,1765,1880,2060,1458,1551,1506
AT4G28320,588,544,615,636,504,701
AT4G28330,140,89,197,170,105,156
AT4G28340,3,10,16,8,6,6
AT4G28350,328,309,480,646,283,510
AT4G28360,4433,4556,4873,4149,3751,3973
AT4G28362,0,0,0,0,2,0
AT4G28365,22,10,24,8,20,10
AT4G28370,2216,1990,2770,2394,1673,2334
AT4G28380,289,260,294,245,257,310
AT4G28390,1158,1114,1667,1298,1275,1681
AT4G28395,0,0,0,0,0,0
AT4G28397,0,0,0,0,0,0
AT4G28400,2365,1956,2989,2567,1695,2620
AT4G28405,182,110,181,174,127,125
AT4G28410,1945,1324,2597,1260,977,1715
AT4G28420,138,71,85,173,99,211
AT4G28430,989,926,1052,1062,699,883
