gene,root_control_1,root_control_2,root_control_3,root_auxin_1,root_auxin_2,root_auxin_3
AT5G18830,4420,4035,5478,4363,3523,4445
AT5G18840,3633,3649,3839,2493,2191,2425
AT5G18850,754,689,769,576,675,513
AT5G18860,5141,5586,8266,7720,7080,8949
AT5G18870,0,2,0,0,0,1
AT5G18880,0,0,0,0,0,0
AT5G18890,0,2,4,0,4,1
AT5G18900,3994,3793,5259,4385,4267,4347
AT5G18910,11,12,13,73,34,26
AT5G18920,619,578,588,597,881,605
AT5G18930,204,218,308,264,288,297
AT5G18940,2831,2870,3501,2715,2476,2619
AT5G18950,803,897,1107,949,933,832
AT5G18960,2154,1905,2281,2245,1672,2204
AT5G18970,2092,1334,2461,1809,2264,1791
AT5G18980,1314,1566,2368,1409,1210,1841
AT5G18990,0,0,0,0,0,0
AT5G19000,4009,3715,4899,3739,3475,4084
AT5G19010,4628,3924,6101,4516,3520,4737
AT5G19020,957,831,979,885,756,831
AT5G19025,359,400,507,432,343,458
AT5G19030,621,513,674,582,729,634
AT5G19040,576,365,699,895,475,652
AT5G19050,2830,2425,3441,2828,2365,2756
AT5G19060,174,186,294,228,168,296
AT5G19070,962,823,1195,842,971,989
AT5G19080,1113,927,1393,1313,1114,1219
AT5G19090,5829,4592,7800,6909,5657,7666
AT5G19095,0,0,0,0,1,0
AT5G19100,536,500,894,408,451,474
AT5G19110,1243,1393,3082,381,820,476
AT5G19120,3616,3778,5282,3199,4044,3321
AT5G19130,2710,2384,3056,2392,2375,2436
AT5G19140,8822,6341,6069,6034,6478,5835
AT5G19150,10622,8065,7964,7777,8306,7687
AT5G19151,362,288,377,295,288,287
AT5G19160,631,637,763,616,609,724
AT5G19170,10,32,20,20,26,20
AT5G19172,0,0,0,0,0,0
AT5G19175,0,0,0,0,0,0
AT5G19180,5077,4826,6189,5721,6036,5241
AT5G19190,279,316,354,224,211,174
AT5G19200,993,816,1036,767,913,871
AT5G19210,410,360,442,530,424,466
AT5G19220,631,595,782,889,746,885
AT5G19221,475,407,554,662,529,638
AT5G19230,2920,2202,4599,3543,2945,3023
AT5G19240,2391,1953,5364,2375,2258,2717
AT5G19250,3619,3800,6238,2995,3010,3344
AT5G19257,1,5,2,0,2,2
AT5G19260,404,396,803,663,916,822
AT5G19270,0,0,0,0,0,0
AT5G19280,2610,2691,3079,2542,2724,2717
AT5G19290,3865,4011,4478,4375,4990,3481
AT5G19300,2549,2400,2845,2820,2664,2466
AT5G19310,1418,1191,1693,1451,1541,1599
AT5G19315,0,0,0,0,0,0
AT5G19320,3299,2861,3871,3740,3309,3517
AT5G19330,9481,7937,9673,9196,8761,8478
AT5G19340,1718,2140,3026,1491,1674,1949
AT5G19350,4147,3557,4107,4120,4274,3399
AT5G19360,8,6,6,4,8,10
AT5G19370,2333,2378,2666,2287,2426,2188
AT5G19380,1572,1330,2136,1321,1276,1363
AT5G19390,3473,3133,5364,3473,2862,4075
AT5G19400,11051,9059,13309,12444,8462,11565
AT5G19410,740,777,1315,911,609,713
AT5G19420,1743,1448,2145,2462,1680,2311
AT5G19430,831,914,1055,903,1212,959
AT5G19440,13549,12005,17436,21850,21938,20629
AT5G19450,5442,4736,6207,5455,5427,5474
AT5G19460,740,830,934,668,660,638
AT5G19470,1,0,0,0,0,0
AT5G19473,1,0,0,0,0,0
AT5G19480,1685,1401,2069,1529,1611,1707
AT5G19485,2248,2004,2467,2257,2256,2170
AT5G19490,205,139,220,189,193,178
AT5G19500,15918,15482,15713,14819,23716,13344
AT5G19510,49329,50515,51100,46407,64927,44174
AT5G19520,12507,12914,14214,8806,11647,9817
AT5G19530,2905,2347,3328,6569,6162,4511
AT5G19540,1611,1453,1977,1623,1582,1628
AT5G19550,47853,39777,37169,45321,50016,37532
AT5G19560,180,356,441,341,182,338
AT5G19570,943,847,1183,862,1064,888
AT5G19580,1,2,4,0,2,2
AT5G19590,7843,5328,9319,7056,6747,6047
AT5G19600,243,165,1222,220,234,542
AT5G19610,1,1,0,0,0,1
AT5G19620,1862,1810,2215,2073,1877,1960
AT5G19630,1149,954,1385,1095,1181,1013
AT5G19640,0,0,5,1,0,0
AT5G19650,394,403,311,723,652,491
AT5G19660,3137,2771,3446,2880,2484,2862
AT5G19670,838,736,1037,761,750,715
AT5G19680,4551,4699,4998,4711,5123,4352
AT5G19690,15418,15218,18650,14410,14219,13506
AT5G19700,0,10,9,386,146,119
AT5G19710,1,0,0,0,0,2
AT5G19720,0,1,2,2,0,2
AT5G19729,1,0,2,1,0,1
AT5G19730,877,458,1153,231,196,290
AT5G19740,2679,1731,3868,1681,1506,2594
AT5G19750,3777,3395,3575,3361,3708,2866
AT5G19760,25617,24759,28021,25457,27006,21603
AT5G19770,15222,16538,19460,14448,14120,13200
AT5G19780,18958,19426,21883,17815,17832,15969
AT5G19790,836,1124,1575,1324,953,1118
AT5G19800,290,316,614,485,226,386
AT5G19810,22,9,28,45,24,32
AT5G19820,12233,10448,13698,14926,11172,12081
AT5G19830,456,450,515,498,589,531
AT5G19840,700,689,888,765,692,730
AT5G19850,713,652,916,711,757,837
AT5G19855,1028,855,1172,1530,1400,1263
AT5G19860,6367,5498,7676,5496,5990,5205
AT5G19870,64,122,258,98,93,171
AT5G19875,1429,984,1951,1376,1647,1698
AT5G19880,199,165,305,141,118,182
AT5G19890,4452,2911,3868,3177,2005,2472
AT5G19900,3553,3534,5002,3783,3470,4439
AT5G19910,1150,971,1282,1136,1125,1073
AT5G19920,1510,1413,1717,1687,1454,1648
AT5G19930,2252,2297,2834,1789,2235,1815
AT5G19940,1063,878,1255,741,1056,916
AT5G19950,1080,1001,1334,1059,1096,1091
AT5G19960,1516,1271,1546,1629,1563,1372
AT5G19970,638,389,784,205,74,201
AT5G19980,3203,2978,4339,3150,2632,3075
AT5G19990,8338,7312,9362,8387,8397,8119
AT5G20000,4201,3634,5076,4484,3803,3828
AT5G20010,20322,19244,23101,22459,25379,18825
AT5G20020,24251,25432,27024,26885,34607,22003
AT5G20030,227,233,291,233,177,234
AT5G20040,1413,1292,1536,1408,1585,1479
AT5G20045,145,105,217,630,268,222
AT5G20050,2586,2645,3506,3499,2614,2870
AT5G20060,3794,3756,4575,3610,4495,3452
AT5G20070,5673,5192,7175,4428,4882,5217
AT5G20080,12415,13120,14522,12397,13746,11331
AT5G20090,8771,7608,9851,9231,9060,7671
AT5G20100,2,4,4,0,0,0
AT5G20110,869,848,1246,1010,895,1138
AT5G20120,1287,1348,1645,1382,1553,1453
AT5G20130,1354,1251,1394,1154,1475,1142
AT5G20140,463,364,444,363,395,355
AT5G20150,1276,1224,1462,1162,924,781
AT5G20160,12304,12300,13524,15410,18456,12504
AT5G20165,2760,2494,3301,2556,3076,2416
AT5G20170,1380,1415,1699,1434,1239,1393
AT5G20180,2720,2560,2642,2635,3451,2180
AT5G20181,0,0,0,0,0,0
AT5G20190,4098,4649,6013,3915,4777,4110
AT5G20200,4086,3510,4258,4251,3645,4271
AT5G20220,300,263,454,268,268,309
AT5G20225,158,95,145,82,130,111
AT5G20230,432,439,791,517,527,442
AT5G20240,592,652,884,450,710,703
AT5G20250,11691,16148,13833,14074,11779,10361
AT5G20260,8,8,11,17,24,16
AT5G20270,731,781,944,1464,1145,955
AT5G20280,2869,2379,3473,2268,1840,2221
AT5G20290,97237,85539,96833,92123,107143,79771
AT5G20300,1927,1705,2375,2079,1598,1971
AT5G20310,0,0,0,0,1,0
AT5G20320,2604,1984,2759,2809,2010,2791
AT5G20330,10,4,9,8,1,1
AT5G20340,0,0,0,0,0,0
AT5G20350,4709,3643,5169,4944,3830,4392
AT5G20360,1471,1276,1897,1513,1071,1602
AT5G20370,2,0,4,0,4,2
AT5G20380,1245,1093,1613,1444,1582,1528
AT5G20390,0,0,0,0,0,0
AT5G20400,5785,5620,7701,10218,7540,8594
AT5G20410,153,94,100,115,102,88
AT5G20420,38,12,63,10,17,41
AT5G20430,5,10,15,3,0,2
AT5G20440,3,0,4,3,4,2
AT5G20447,2,0,0,1,1,0
AT5G20450,575,612,674,591,744,613
AT5G20460,0,0,0,0,0,0
AT5G20470,67,95,50,157,36,68
AT5G20480,427,411,488,633,475,611
AT5G20490,7547,6452,10372,8593,5149,7902
AT5G20500,9341,9087,10200,8296,11310,7944
AT5G20510,1228,819,1078,1343,1136,1130
AT5G20520,5585,4639,4929,5543,6560,4983
AT5G20540,2696,2074,3750,3538,3397,3935
AT5G20550,1726,1587,2444,1564,1651,1566
AT5G20560,0,2,4,86,24,23
AT5G20570,5573,4920,6073,6124,6951,5208
AT5G20580,899,827,1098,878,837,944
AT5G20590,3492,3149,4275,3114,2870,3108
AT5G20600,4939,4573,5342,5088,5170,4897
AT5G20610,2723,2161,2945,3182,2170,2617
AT5G20620,6834,6107,7795,7670,7059,6984
AT5G20630,400,4,10,219,18,58
AT5G20635,973,842,983,1015,877,1076
AT5G20640,566,331,740,450,476,565
AT5G20650,6111,5601,7869,5945,6289,5715
AT5G20660,8093,6179,8686,7721,5988,7421
AT5G20670,13,26,31,6,14,6
AT5G20680,2879,2448,3875,2909,2321,2998
AT5G20690,1,4,2,4,4,4
AT5G20700,23142,19413,31583,18107,15526,20821
AT5G20710,33,48,25,16,10,23
AT5G20720,16371,16163,18040,17676,23526,15979
AT5G20730,4397,3332,5825,4819,3094,4775
AT5G20736,0,0,0,0,0,0
AT5G20740,7,6,6,24,26,18
AT5G20790,520,468,439,304,225,199
AT5G20810,90,72,155,122,127,151
AT5G20820,380,384,716,1526,1514,2192
AT5G20830,32750,27576,20210,28787,35347,29405
AT5G20840,3781,3232,4368,3875,3009,3856
AT5G20850,803,719,814,788,1023,677
AT5G20852,0,0,0,0,0,0
AT5G20854,0,0,0,0,0,0
AT5G20856,0,0,0,0,0,0
AT5G20858,0,0,0,0,0,0
AT5G20860,318,256,422,253,224,185
AT5G20870,306,244,452,303,271,322
AT5G20885,3219,2591,4232,2395,2513,2905
AT5G20890,23592,21232,25758,23472,22582,20126
AT5G20900,3783,3080,4616,3305,3628,3137
AT5G20910,1804,1433,2079,2082,1602,1716
AT5G20920,9643,9849,11069,10964,12998,9768
AT5G20930,1790,1770,2199,2083,1918,2075
AT5G20935,8,7,5,4,8,6
AT5G20940,202,188,228,212,168,184
AT5G20950,15128,16605,16490,11191,15368,12411
AT5G20960,20012,14566,22011,17749,13044,18118
AT5G20970,2269,1670,3077,2231,2110,2451
AT5G20980,3341,2673,4331,3445,3024,3560
AT5G20990,5448,5393,6738,6255,5489,5754
AT5G21005,0,0,0,0,0,0
AT5G21010,1546,1469,1945,1665,1625,1727
AT5G21020,16930,15380,16774,13366,15079,13236
AT5G21030,27,19,14,18,20,26
AT5G21040,2762,2495,2932,2527,2537,2538
AT5G21050,200,322,376,198,177,266
AT5G21060,2860,2967,3027,2535,3028,2384
AT5G21070,2022,1842,2521,1930,2191,1804
AT5G21080,182,287,487,170,96,198
AT5G21090,22845,19961,28089,26885,29639,25729
AT5G21100,99,138,183,135,88,152
AT5G21105,9388,8412,10622,10513,9319,8802
AT5G21110,0,0,1,2,0,0
AT5G21120,6,17,30,52,36,45
AT5G21125,0,0,0,0,0,0
AT5G21130,29,41,86,55,50,62
AT5G21140,407,398,455,608,623,570
AT5G21150,14,7,10,17,26,4
AT5G21160,8453,7644,9256,10011,8840,9540
AT5G21170,2141,1848,2366,2200,2359,1993
AT5G21222,446,491,591,454,515,491
AT5G21274,7899,8127,9544,7301,9020,6852
AT5G21280,2112,1811,2629,2191,1788,2113
AT5G21326,2110,1789,2550,2046,1816,2125
AT5G21378,0,0,0,0,0,0
AT5G21430,20,10,4,12,9,8
AT5G21482,413,378,475,851,720,625
AT5G21900,513,513,701,556,530,505
AT5G21910,366,338,470,363,619,330
AT5G21920,751,618,868,740,1022,654
AT5G21930,610,590,707,651,505,554
AT5G21940,1795,2212,3236,1969,2046,1863
AT5G21950,336,290,451,414,279,401
AT5G21960,0,0,10,0,2,11
AT5G21970,943,955,1091,1112,1128,1151
AT5G21990,4732,4686,6302,4584,4615,4838
AT5G22000,6344,5300,7207,8035,6635,7152
AT5G22010,2842,2664,3681,3412,2870,3115
AT5G22020,5021,4365,8665,3963,4447,5672
AT5G22030,3976,3855,4498,3826,3207,3511
AT5G22040,1518,1478,1837,1535,2101,1642
AT5G22050,1008,1061,1412,1322,1264,1231
AT5G22060,12308,12523,14418,13557,15908,11539
AT5G22070,2995,3047,4028,2608,2377,2714
AT5G22080,4266,3728,4514,4140,5040,4169
AT5G22090,13689,8445,16247,12804,10281,16249
AT5G22100,2796,2887,3249,3513,3672,3262
AT5G22110,1006,1046,1245,1231,1043,1017
AT5G22120,2127,2137,2497,2056,2619,2054
AT5G22130,1305,1177,1547,1267,1128,1220
AT5G22140,3215,2605,3704,2900,2514,2578
AT5G22150,49,47,58,27,28,38
AT5G22160,0,0,0,0,2,0
AT5G22170,4,0,2,0,2,0
AT5G22180,0,0,0,0,0,0
AT5G22190,0,0,2,0,2,0
AT5G22200,10,18,10,9,9,4
AT5G22210,778,697,780,587,921,647
AT5G22220,623,728,809,667,736,719
AT5G22240,15,9,54,21,10,20
AT5G22250,554,585,1028,691,647,843
AT5G22260,0,0,2,0,0,0
AT5G22270,898,657,987,537,534,502
AT5G22280,2859,2736,3400,2762,3521,2997
AT5G22290,633,565,693,712,851,722
AT5G22300,324,308,420,792,1156,896
AT5G22310,361,489,860,392,331,547
AT5G22315,10,5,5,10,13,4
AT5G22320,2565,2530,3314,3189,2823,3044
AT5G22330,3917,3441,4279,4948,4317,4294
AT5G22340,1388,1199,1196,1242,1660,1334
AT5G22350,3637,3705,4895,4515,4140,4329
AT5G22355,296,416,570,247,204,210
AT5G22360,2996,2786,3565,2880,3006,2810
AT5G22370,1899,1619,2087,1999,2171,1958
AT5G22380,2,6,12,21,0,8
AT5G22390,16,6,20,6,14,6
AT5G22400,1683,1715,2404,1727,1726,1757
AT5G22410,641,761,1528,1404,779,1055
AT5G22420,0,0,0,2,0,0
AT5G22430,13,14,4,133,18,36
AT5G22440,28918,29008,28355,26720,34775,22776
AT5G22450,3986,3155,5365,4297,3049,4666
AT5G22460,12,17,11,44,14,19
AT5G22470,0,1,0,0,1,3
AT5G22480,3081,2968,3249,3418,3684,3169
AT5G22490,0,0,0,0,0,0
AT5G22500,4675,3217,3868,5200,2630,3151
AT5G22510,2558,2487,2896,2634,2397,2615
AT5G22520,101,73,166,182,123,158
AT5G22530,191,116,312,186,219,270
AT5G22540,66,50,90,148,74,89
AT5G22545,10,4,21,4,6,4
AT5G22550,537,494,721,777,486,632
AT5G22555,743,534,462,911,491,301
AT5G22560,146,160,198,168,82,141
AT5G22570,255,227,251,283,205,203
AT5G22580,1808,1644,1081,1484,2398,759
AT5G22590,0,0,0,0,0,1
AT5G22600,0,1,0,0,0,2
AT5G22608,172,138,191,152,207,182
AT5G22610,12,15,22,24,7,7
AT5G22620,1768,1674,2106,1678,1875,1729
AT5G22630,8937,6697,14277,5476,5207,8366
AT5G22640,4182,3589,4705,3722,3105,3865
AT5G22650,33837,33232,37957,42790,44368,38982
AT5G22660,331,376,400,329,418,440
AT5G22670,4,2,0,8,6,2
AT5G22680,2,4,6,6,0,3
AT5G22690,931,869,1028,962,706,937
AT5G22700,1426,1335,1558,1307,1615,1462
AT5G22720,886,840,980,887,759,947
AT5G22730,1070,1109,1358,1165,1309,1219
AT5G22740,10341,8182,11821,12814,10763,10285
AT5G22750,1132,1212,1278,1333,1235,1315
AT5G22760,3914,3290,4815,4020,3027,3907
AT5G22770,5909,5358,7469,6383,4793,6519
AT5G22780,5233,4887,6881,5538,4377,5422
AT5G22788,85,49,61,90,54,88
AT5G22790,2931,3242,3515,3014,3264,3014
AT5G22791,2,4,1,10,1,5
AT5G22794,233,235,261,277,147,233
AT5G22800,2392,2239,2599,2433,2284,2396
AT5G22810,48,50,55,62,96,61
AT5G22820,879,750,1044,946,862,889
AT5G22830,1034,840,1215,764,816,676
AT5G22840,2320,2394,2600,2822,2837,2627
AT5G22850,3144,2497,4136,2906,2848,3256
AT5G22860,636,440,1093,1134,933,765
AT5G22870,288,162,275,219,237,190
AT5G22875,1489,1056,1368,1360,1353,1065
AT5G22880,10447,10334,12668,9599,11649,9085
AT5G22890,2446,2000,3020,2475,1695,2060
AT5G22900,0,0,2,0,0,0
AT5G22910,2,0,1,0,0,2
AT5G22920,1131,1142,1393,1118,1009,763
AT5G22930,1292,1010,1889,1732,1375,1349
AT5G22940,1598,2141,2562,1161,1416,1147
AT5G22950,3312,2645,4056,3269,2804,3066
AT5G22960,0,0,0,0,0,0
AT5G22970,0,0,0,1,0,0
AT5G22980,0,0,0,0,1,0
AT5G22990,5,6,8,0,10,4
AT5G23000,383,279,529,304,289,415
AT5G23010,7568,2535,12695,1664,1098,3681
AT5G23020,30379,10463,40618,6973,4213,12222
AT5G23027,0,0,0,0,0,0
AT5G23030,204,239,440,277,180,247
AT5G23035,2,8,9,9,6,3
AT5G23040,5096,4229,4875,5064,5316,4492
AT5G23050,2710,1969,4159,1580,1496,2098
AT5G23060,335,225,325,149,215,250
AT5G23065,0,1,1,3,0,0
AT5G23070,1072,1129,1441,1304,1285,1348
AT5G23080,2746,2577,3003,2999,2895,3030
AT5G23090,1307,959,1468,1404,1485,1149
AT5G23100,1027,817,1816,1377,1087,1569
AT5G23110,5529,4350,6448,5762,3072,6014
AT5G23120,460,393,468,470,419,476
AT5G23130,559,611,685,728,657,668
AT5G23140,4791,4039,4668,4765,4592,4384
AT5G23150,4078,3208,5783,4282,2333,4740
AT5G23155,103,85,110,113,142,114
AT5G23160,94,50,76,63,60,51
AT5G23170,530,406,682,330,290,430
AT5G23180,0,4,0,2,4,0
AT5G23190,1355,1724,2763,1837,1653,1759
AT5G23200,1797,1807,2247,1653,1884,1807
AT5G23210,1138,1302,2498,769,602,823
AT5G23212,0,0,0,0,0,0
AT5G23220,3119,2574,5660,1791,1705,2376
AT5G23230,347,295,445,399,309,311
AT5G23240,522,460,670,547,359,467
AT5G23250,4878,4792,5533,5021,5584,4802
AT5G23260,2,4,0,4,0,0
AT5G23270,5,1,2,67,18,24
AT5G23280,1612,1432,2469,1300,912,1579
AT5G23290,3866,3531,3631,3989,4733,3227
AT5G23300,2902,2933,3235,2911,2988,2844
AT5G23310,1374,1057,1440,1366,1561,1202
AT5G23320,163,108,205,175,166,144
AT5G23330,988,959,900,784,976,870
AT5G23340,2076,1693,2247,2048,1808,1680
AT5G23350,305,292,368,253,209,219
AT5G23360,283,277,420,250,197,287
AT5G23370,233,187,348,267,255,358
AT5G23380,1949,1851,1869,2146,2414,2033
AT5G23390,3124,2595,3707,3183,2945,3043
AT5G23395,1955,1895,2320,2056,2556,1889
AT5G23400,1866,1710,2301,2299,1974,2299
AT5G23405,1432,1291,1427,1434,1431,1180
AT5G23410,626,701,861,565,749,631
AT5G23411,51,55,65,32,39,63
AT5G23420,3331,3556,3917,3321,4100,3103
AT5G23430,4490,4367,5440,4532,4165,4623
AT5G23440,593,489,761,577,647,593
AT5G23450,6985,6053,8576,8001,6530,7784
AT5G23460,475,441,553,507,565,437
AT5G23470,1,0,2,2,0,0
AT5G23480,160,205,130,184,283,109
AT5G23490,1279,1226,1662,1465,1044,1470
AT5G23510,2113,1743,2896,2413,2173,2250
AT5G23520,2102,1746,2419,2115,1842,1796
AT5G23530,2653,2638,3714,2669,2531,2500
AT5G23535,4693,5161,5651,4996,6378,4748
AT5G23540,11757,11292,13091,12148,13690,10487
AT5G23550,1612,1491,1933,1378,1824,1415
AT5G23570,1335,1155,1338,1554,1301,1334
AT5G23575,9486,8524,11655,8876,7847,8999
AT5G23580,2421,1989,2780,2297,2163,2435
AT5G23590,2178,2221,2579,2610,2797,2508
AT5G23600,106,73,118,137,114,128
AT5G23610,3620,3448,4236,3977,4033,4086
AT5G23630,9191,8545,11625,10013,7753,9566
AT5G23640,0,0,0,0,0,0
AT5G23650,0,0,0,0,0,0
AT5G23660,103,33,279,0,4,22
AT5G23665,0,0,0,0,0,0
AT5G23670,5556,4877,5989,4828,4568,4505
AT5G23680,717,650,993,852,876,873
AT5G23690,1192,1169,1252,1351,1433,1357
AT5G23700,257,254,342,137,182,193
AT5G23710,1788,1968,2274,1978,2162,2038
AT5G23720,3149,2639,3587,3571,2823,3256
AT5G23730,729,808,1097,553,582,753
AT5G23740,26156,26525,25242,25794,34201,21730
AT5G23750,241,256,613,341,159,322
AT5G23760,1090,762,1293,864,773,881
AT5G23770,101,99,130,65,84,92
AT5G23780,201,149,141,196,164,136
AT5G23790,1,0,0,0,0,0
AT5G23800,297,250,417,218,273,375
AT5G23810,637,394,999,456,541,495
AT5G23820,12820,11603,18069,10524,12362,8331
AT5G23830,9690,7144,13644,8387,8685,7331
AT5G23840,903,628,1196,784,715,647
AT5G23850,1129,1117,1651,1862,1548,1762
AT5G23860,4977,5144,7505,3425,3546,3802
AT5G23870,227,255,508,224,268,251
AT5G23880,2854,2643,3112,3243,2969,2996
AT5G23890,7177,5928,9184,6770,5494,7315
AT5G23900,19056,19507,19316,19982,26234,18064
AT5G23903,2,4,4,2,0,2
AT5G23908,17,16,22,31,4,14
AT5G23910,1950,1551,1840,2097,1581,1590
AT5G23920,1747,1329,2403,1427,1420,1411
AT5G23930,492,513,589,647,425,547
AT5G23940,344,304,354,438,377,227
AT5G23950,270,299,248,198,140,98
AT5G23960,0,0,0,0,0,0
AT5G23970,7,18,0,6,8,4
AT5G23980,2526,2444,2372,4615,1604,1902
AT5G23989,5,5,0,3,6,0
AT5G23990,1701,2767,1257,1205,564,314
AT5G24000,649,485,620,528,710,511
AT5G24010,1239,1019,1462,1161,983,1383
AT5G24020,1724,1795,1984,1617,1950,1764
AT5G24030,7533,4143,6906,9410,5263,5292
AT5G24040,156,142,105,246,124,100
AT5G24050,0,0,0,0,0,0
AT5G24060,1412,1113,1477,1399,1121,1340
AT5G24070,266,360,648,469,259,461
AT5G24080,12,12,31,11,19,21
AT5G24090,2853,2576,4055,3166,2678,3153
AT5G24100,689,970,1491,153,128,168
AT5G24105,171,157,213,62,72,93
AT5G24110,172,127,285,105,100,145
AT5G24120,1191,1086,1980,585,773,1152
AT5G24130,4,6,4,0,0,4
AT5G24140,231,299,329,336,217,178
AT5G24150,12,12,4,12,4,3
AT5G24155,0,0,2,2,1,0
AT5G24160,735,915,1618,669,521,850
AT5G24165,5172,3347,5449,4279,3306,3620
AT5G24170,1104,1083,1187,1353,1302,1110
AT5G24180,12,6,2,53,4,8
AT5G24190,14,4,16,17,32,24
AT5G24200,119,61,44,301,185,105
AT5G24205,64,40,66,63,57,51
AT5G24206,30,18,36,56,25,37
AT5G24210,185,221,171,163,155,124
AT5G24220,33,15,28,20,20,23
AT5G24230,1235,1325,1580,1636,843,1117
AT5G24240,377,365,404,386,379,300
AT5G24250,3,0,9,7,1,4
AT5G24260,3036,3325,3825,3263,3035,3329
AT5G24270,1699,1721,2263,2627,2843,2480
AT5G24280,1695,1347,1824,1504,1431,1930
AT5G24290,2067,1981,3082,2349,1821,2015
AT5G24300,2511,2609,3253,2381,2628,2380
AT5G24310,1246,1342,1940,1741,1838,1680
AT5G24313,574,733,1142,905,521,652
AT5G24314,670,630,783,619,862,629
AT5G24316,32,23,27,58,59,64
AT5G24318,437,454,566,483,515,576
AT5G24320,1706,1599,2241,4923,3357,3853
AT5G24330,683,735,714,562,604,456
AT5G24340,1154,1097,1264,1172,940,1085
AT5G24350,5175,4638,6326,5529,3319,5331
AT5G24352,469,381,463,403,608,384
AT5G24355,10,6,8,10,38,4
AT5G24360,2571,2613,3565,3130,2217,2883
AT5G24370,0,0,2,0,0,2
AT5G24380,4671,4724,6109,4475,5056,4164
AT5G24390,1024,956,1268,1020,999,962
AT5G24400,6359,6205,8296,6847,7040,6499
AT5G24410,349,181,480,121,74,145
AT5G24420,2,2,8,0,2,6
AT5G24430,2737,2360,3291,2641,2619,2714
AT5G24440,0,0,0,0,2,0
AT5G24450,2719,2548,3421,2858,2296,2887
AT5G24460,1975,1670,2431,1812,1577,1645
AT5G24470,1288,947,1752,992,978,1430
AT5G24480,5,3,3,4,4,2
AT5G24490,1290,862,1040,1159,1164,959
AT5G24500,2242,1953,3083,2274,2006,2258
AT5G24510,39,21,40,32,43,33
AT5G24520,2145,2052,2742,2382,2321,2333
AT5G24530,2842,2560,3551,4528,2575,3068
AT5G24540,7,6,14,2,2,10
AT5G24550,24,6,28,12,13,43
AT5G24560,0,0,0,0,0,0
AT5G24570,90,78,176,55,36,53
AT5G24580,1148,795,1378,802,635,904
AT5G24590,4103,3495,4060,4059,3903,3687
AT5G24593,0,0,0,0,0,0
AT5G24600,381,308,438,641,649,655
AT5G24610,5551,5037,6195,5683,5770,5115
AT5G24620,6088,5982,7157,5735,7462,5747
AT5G24630,1579,1620,1907,1441,1553,1405
AT5G24640,230,258,524,342,434,308
AT5G24650,3013,2706,3436,3406,3837,3005
AT5G24655,178,142,282,115,101,106
AT5G24660,1718,1507,2860,1229,2090,1164
AT5G24670,4038,4062,4969,4615,5368,4425
AT5G24680,774,807,861,815,761,696
AT5G24690,6590,5573,6467,6464,6668,6124
AT5G24710,8172,7049,9894,8104,5478,7885
AT5G24735,2175,1889,2246,1799,1921,1647
AT5G24740,4356,3392,4834,4705,2904,5172
AT5G24750,853,746,884,854,891,766
AT5G24760,3615,3413,5486,3057,3604,3527
AT5G24770,1350,1996,5876,683,1925,2200
AT5G24780,2755,1879,3676,2837,2005,2013
AT5G24790,0,0,0,0,0,0
AT5G24800,4561,3467,4607,3246,4695,4177
AT5G24810,4732,4250,6191,5178,3949,4844
AT5G24820,2,2,4,0,0,2
AT5G24825,10,2,5,10,10,10
AT5G24830,1393,1276,1566,1453,1210,1398
AT5G24840,2038,1994,2099,1902,2505,1875
AT5G24850,2835,2757,4118,2065,2369,3027
AT5G24860,24,12,39,10,12,19
AT5G24870,1146,1084,1385,1584,1042,1304
AT5G24879,1,8,8,1,1,3
AT5G24880,250,347,674,367,150,307
AT5G24890,2045,2356,3149,2465,2420,2626
AT5G24900,532,523,669,364,504,525
AT5G24910,275,279,384,157,105,91
AT5G24920,44,43,10,45,51,17
AT5G24930,1989,1684,2583,1326,1626,1412
AT5G24940,6,12,11,4,2,0
AT5G24950,1,1,2,1,0,0
AT5G24960,599,645,718,342,355,372
AT5G24970,1176,1066,1329,1359,1039,1257
AT5G24980,1327,1397,1493,1337,1331,1104
AT5G24990,353,387,465,279,231,292
AT5G25000,0,2,2,0,0,0
AT5G25010,506,482,693,263,304,301
AT5G25020,327,413,581,162,143,207
AT5G25030,0,0,0,0,0,0
AT5G25040,10,8,4,6,4,8
AT5G25050,1390,1500,1902,1607,1616,1535
AT5G25060,4890,4636,6200,5524,4452,5468
AT5G25070,2710,2606,3379,2564,2249,2334
AT5G25080,2321,2227,2710,2598,3078,2381
AT5G25090,1927,1837,2032,1797,2076,1294
AT5G25100,14403,14509,19622,12814,12363,13362
AT5G25102,0,0,0,0,0,0
AT5G25110,1502,1717,2064,1337,1212,1520
AT5G25120,276,212,385,137,153,202
AT5G25130,36,27,21,28,34,14
AT5G25140,755,915,875,614,680,557
AT5G25150,2084,1952,2329,2091,1988,1942
AT5G25160,1126,710,1438,754,621,907
AT5G25170,1923,1883,2512,1934,2299,2032
AT5G25180,24,11,37,31,40,25
AT5G25190,319,246,568,325,348,571
AT5G25200,0,2,0,0,0,0
AT5G25210,453,457,679,538,477,587
AT5G25220,1730,1405,2359,1608,1413,1748
AT5G25230,138,207,217,96,159,196
AT5G25240,72,47,96,51,41,66
AT5G25250,775,565,650,1159,471,554
AT5G25260,197,160,96,266,127,115
AT5G25265,5963,5540,7276,6189,5685,5680
AT5G25270,5237,4582,5970,5286,5662,4993
AT5G25280,3840,3784,5034,3651,4413,3698
