gene,Atha_WT_Col_0_sl_FLT_Rep1_G1S1,Atha_WT_Col_0_sl_FLT_Rep2_G1S2,Atha_WT_Col_0_sl_FLT_Rep3_G1S3,Atha_WT_Col_0_sl_GC_Rep1_G2S1,Atha_WT_Col_0_sl_GC_Rep2_G2S2,Atha_WT_Col_0_sl_GC_Rep3_G2S3
AT4G30200,2877,1900,1811,2645,2590,3396
AT4G30210,4134,3468,3693,4152,4628,5441
AT4G30220,586,256,290,143,303,357
AT4G30230,10,16,29,24,19,12
AT4G30240,280,262,259,339,389,451
AT4G30250,90,41,60,67,54,49
AT4G30260,1120,703,753,756,957,1052
AT4G30270,6418,5285,5190,8588,9992,13425
AT4G30280,2589,2231,1892,1088,2964,2492
AT4G30290,4635,3152,2527,1241,3429,3086
AT4G30300,0,2,2,2,1,1
AT4G30310,1470,1061,1131,1632,1334,1978
AT4G30320,72,59,88,52,114,101
AT4G30330,156,88,90,70,101,83
AT4G30340,1050,639,588,469,567,609
AT4G30350,1219,930,986,1435,1476,1797
AT4G30360,499,373,352,483,485,585
AT4G30370,998,878,958,1711,778,1770
AT4G30380,9,6,18,18,9,19
AT4G30390,245,283,299,245,374,445
AT4G30400,542,578,513,470,786,642
AT4G30410,429,280,209,174,350,312
AT4G30420,194,152,124,185,192,243
AT4G30430,14,19,11,10,35,19
AT4G30440,7460,8183,8598,7518,6765,8727
AT4G30450,246,292,468,774,933,991
AT4G30460,74,31,49,268,214,276
AT4G30470,1238,809,737,625,928,1031
AT4G30480,764,367,349,389,469,579
AT4G30490,1084,758,724,518,721,762
AT4G30500,125,59,53,34,79,67
AT4G30510,174,173,151,96,178,217
AT4G30520,140,122,144,229,244,270
AT4G30530,964,926,798,785,966,1084
AT4G30540,4,2,3,6,1,0
AT4G30550,551,364,374,566,550,685
AT4G30560,264,151,218,163,255,247
AT4G30570,75,49,39,68,61,61
AT4G30580,1426,1186,1175,872,1211,1338
AT4G30590,0,2,1,1,7,1
AT4G30600,3222,1810,1863,2637,2640,3139
AT4G30610,401,261,218,124,229,240
AT4G30620,535,362,357,131,280,316
AT4G30630,217,126,127,225,253,287
AT4G30640,46,17,30,79,61,105
AT4G30650,403,144,125,50,101,110
AT4G30660,850,240,282,224,221,294
AT4G30662,22,10,9,16,11,16
AT4G30670,1437,1294,1423,1482,2651,2894
AT4G30680,78,41,39,53,55,69
AT4G30690,672,526,572,435,594,605
AT4G30700,116,55,66,67,86,62
AT4G30710,424,257,289,252,409,373
AT4G30720,1645,658,639,896,696,1065
AT4G30730,0,3,2,5,2,3
AT4G30740,2,1,2,4,1,2
AT4G30750,584,402,422,537,725,869
AT4G30760,838,541,595,784,648,948
AT4G30770,1,8,2,13,7,1
AT4G30780,590,462,434,582,667,717
AT4G30790,1252,891,896,1292,1543,1742
AT4G30800,102,37,38,29,55,53
AT4G30810,1785,805,900,689,850,934
AT4G30820,211,88,92,116,118,129
AT4G30825,634,416,443,252,397,370
AT4G30830,7,6,7,11,25,14
AT4G30840,221,62,108,183,110,157
AT4G30845,105,48,66,29,53,47
AT4G30850,429,379,372,303,666,553
AT4G30860,133,59,55,42,60,82
AT4G30870,138,69,77,103,105,158
AT4G30872,1,0,1,1,0,1
AT4G30880,1,0,0,0,2,4
AT4G30890,1330,856,879,830,1109,1116
AT4G30900,375,219,201,196,244,307
AT4G30910,1187,758,757,979,1059,1407
AT4G30920,3854,2384,2643,3174,2803,3781
AT4G30930,316,131,140,138,194,230
AT4G30935,417,175,177,297,265,411
AT4G30940,106,74,83,80,114,110
AT4G30950,6083,4459,4317,3780,4407,5322
AT4G30960,6385,3793,4204,6270,5480,5974
AT4G30970,0,0,0,0,0,0
AT4G30972,2,0,0,0,0,0
AT4G30975,39,36,33,29,40,37
AT4G30980,807,453,518,565,777,940
AT4G30990,1372,765,796,837,1077,1174
AT4G30993,1598,1274,1563,619,848,1028
AT4G30996,843,489,516,318,585,589
AT4G31000,248,90,100,126,149,165
AT4G31010,344,174,224,305,236,319
AT4G31020,107,70,136,112,62,132
AT4G31030,0,0,0,0,1,0
AT4G31040,1240,719,764,1138,882,1211
AT4G31050,51,29,33,19,30,49
AT4G31060,39,25,35,21,46,37
AT4G31070,36,23,25,36,36,35
AT4G31073,1,0,0,1,0,1
AT4G31075,0,0,0,0,0,0
AT4G31080,2026,1104,1032,1968,1816,2511
AT4G31100,174,112,119,211,287,309
AT4G31110,65,55,91,172,250,269
AT4G31115,150,103,110,52,115,127
AT4G31120,829,455,477,604,555,759
AT4G31130,979,663,681,724,969,1018
AT4G31140,535,395,389,543,610,690
AT4G31150,219,133,206,167,198,249
AT4G31160,2113,1184,1323,2005,1826,2183
AT4G31170,1397,866,885,1584,1420,1875
AT4G31180,3165,1512,1584,2615,2124,3062
AT4G31196,0,0,0,0,0,0
AT4G31200,637,387,466,447,589,646
AT4G31210,942,469,481,300,472,484
AT4G31230,45,28,30,22,35,36
AT4G31240,227,117,145,129,175,182
AT4G31248,363,189,243,314,328,374
AT4G31250,414,234,312,423,473,543
AT4G31260,0,0,3,0,1,0
AT4G31265,0,0,0,0,0,0
AT4G31270,128,61,52,78,69,98
AT4G31280,0,0,0,0,0,0
AT4G31290,2568,1207,1332,1960,2018,2811
AT4G31300,2482,1157,1131,863,1481,1620
AT4G31310,304,178,149,290,210,364
AT4G31320,32,21,36,51,108,61
AT4G31330,59,40,66,78,107,97
AT4G31340,5491,3109,3195,3326,3961,4648
AT4G31350,268,151,154,99,206,232
AT4G31351,17,23,65,22,20,20
AT4G31354,30,27,42,26,29,30
AT4G31355,21,21,29,26,22,16
AT4G31360,115,72,93,69,94,86
AT4G31370,254,200,213,63,163,162
AT4G31380,602,594,578,382,577,646
AT4G31390,1141,743,806,846,731,992
AT4G31398,17,11,11,6,18,13
AT4G31400,73,34,21,18,34,40
AT4G31405,5,2,19,18,6,9
AT4G31408,57,96,149,58,73,75
AT4G31410,452,267,312,395,395,531
AT4G31420,1229,650,712,1692,904,1773
AT4G31430,1305,729,770,1121,1007,1376
AT4G31440,92,64,67,84,101,74
AT4G31441,0,1,1,0,0,0
AT4G31450,450,341,449,685,883,1012
AT4G31460,826,303,365,762,452,738
AT4G31470,42,79,105,46,113,79
AT4G31480,5847,2622,2614,3135,3177,4101
AT4G31490,3627,1823,1812,1374,1971,2202
AT4G31500,3798,3445,3704,2348,5521,4866
AT4G31510,387,301,282,313,443,498
AT4G31520,17,19,11,36,31,19
AT4G31530,797,696,821,466,920,832
AT4G31540,398,276,302,332,461,445
AT4G31550,1171,1042,1200,1145,1753,1923
AT4G31560,720,414,431,413,481,638
AT4G31570,2492,1422,1443,1669,2074,2174
AT4G31580,992,471,564,612,661,738
AT4G31590,2496,1678,1659,1110,1973,1754
AT4G31600,306,183,169,112,198,191
AT4G31610,400,118,137,121,125,122
AT4G31615,11,8,8,8,11,7
AT4G31620,33,16,17,25,14,29
AT4G31630,1,3,5,4,3,4
AT4G31640,8,6,3,9,10,2
AT4G31650,1226,590,606,424,487,572
AT4G31660,0,3,2,3,2,1
AT4G31670,428,235,270,275,377,402
AT4G31680,6,2,9,3,8,7
AT4G31685,2,0,0,6,3,2
AT4G31690,1,2,2,3,1,0
AT4G31695,0,0,0,0,0,0
AT4G31700,7318,3535,3748,3216,3829,4342
AT4G31710,23,11,10,91,26,64
AT4G31715,0,0,0,0,0,0
AT4G31720,772,627,682,409,820,931
AT4G31730,101,119,178,1041,434,700
AT4G31740,4,6,4,1,3,2
AT4G31750,426,251,314,366,472,470
AT4G31760,140,62,69,28,31,40
AT4G31770,163,116,115,93,163,163
AT4G31780,1464,1357,1415,997,1044,1410
AT4G31790,314,214,206,159,240,246
AT4G31800,911,946,803,275,512,448
AT4G31805,31,22,48,16,32,20
AT4G31810,329,135,158,146,176,190
AT4G31820,252,165,179,284,210,279
AT4G31830,162,13,10,60,39,76
AT4G31840,486,234,247,142,356,250
AT4G31850,893,636,572,411,535,540
AT4G31860,464,504,520,403,853,799
AT4G31870,59,61,78,154,233,283
AT4G31875,61,71,80,144,207,266
AT4G31877,0,0,0,0,0,1
AT4G31880,1455,698,801,1098,1079,1294
AT4G31890,268,154,144,177,215,227
AT4G31895,0,0,0,0,0,0
AT4G31900,0,7,3,5,11,5
AT4G31910,213,204,294,791,1410,1374
AT4G31920,233,218,251,286,450,493
AT4G31930,104,68,70,38,68,91
AT4G31940,23,9,21,55,24,86
AT4G31950,0,1,1,10,5,4
AT4G31960,2,1,2,2,0,2
AT4G31970,0,3,4,7,6,0
AT4G31980,175,103,106,153,196,187
AT4G31985,2697,1258,1165,614,1218,1658
AT4G31990,3368,1938,2117,1237,2004,2220
AT4G32000,164,109,112,85,126,143
AT4G32010,1064,618,619,1043,905,1151
AT4G32020,6041,6518,6227,5010,8994,8313
AT4G32030,774,536,582,623,710,804
AT4G32040,1393,997,1114,1085,1385,1588
AT4G32050,340,184,204,285,223,325
AT4G32060,2337,1747,1780,1623,2338,2302
AT4G32070,1275,864,952,1338,1859,1832
AT4G32080,8,2,3,0,2,6
AT4G32090,0,2,3,1,3,0
AT4G32100,1,0,1,1,0,0
AT4G32105,1,2,4,4,5,0
AT4G32110,1,1,1,1,0,1
AT4G32120,478,218,215,246,233,306
AT4G32130,904,524,585,636,704,996
AT4G32140,608,409,384,309,477,495
AT4G32150,3967,3598,3557,6232,6295,8466
AT4G32160,775,489,515,758,734,888
AT4G32170,9,2,6,9,9,2
AT4G32175,108,62,64,30,71,74
AT4G32180,1160,634,706,1015,1044,1203
AT4G32190,561,445,451,552,573,684
AT4G32200,161,82,90,225,152,174
AT4G32208,166,5,5,76,8,53
AT4G32210,3599,2230,2478,2638,3310,4057
AT4G32230,0,0,0,0,0,0
AT4G32240,635,387,403,455,606,654
AT4G32250,507,256,302,318,407,379
AT4G32260,6491,7202,7966,6040,8349,8387
AT4G32265,0,0,0,0,0,0
AT4G32270,139,170,171,86,245,236
AT4G32272,230,117,134,153,162,200
AT4G32280,356,173,117,98,136,167
AT4G32285,4098,2185,2233,3135,3314,3955
AT4G32290,929,619,698,1137,1148,1210
AT4G32295,81,38,54,46,55,70
AT4G32300,859,677,642,908,1073,1182
AT4G32320,254,231,268,189,260,306
AT4G32330,2434,1411,1347,1440,1731,2157
AT4G32340,466,265,330,634,366,746
AT4G32342,0,0,0,2,1,0
AT4G32350,407,231,271,330,553,511
AT4G32360,172,84,126,101,107,133
AT4G32370,0,0,0,0,0,0
AT4G32375,4,8,14,10,10,6
AT4G32380,0,0,4,0,3,4
AT4G32390,3092,1475,1601,1810,1958,1977
AT4G32400,688,466,484,517,543,616
AT4G32410,15943,8678,8476,10606,11374,13200
AT4G32420,1158,646,703,1002,802,1010
AT4G32430,40,24,37,36,46,43
AT4G32440,302,177,218,225,246,300
AT4G32445,0,0,0,0,0,0
AT4G32450,166,94,106,111,124,141
AT4G32460,14879,6778,6810,4845,8749,8386
AT4G32470,3775,2167,2421,1688,2451,2794
AT4G32475,0,0,0,0,0,0
AT4G32480,781,1020,983,2413,1396,2517
AT4G32490,3,7,8,13,11,7
AT4G32500,62,43,39,24,73,55
AT4G32510,2,2,6,2,3,1
AT4G32520,1453,821,920,1139,1050,1383
AT4G32530,1495,865,944,760,1169,1253
AT4G32535,0,0,4,2,1,0
AT4G32540,26,17,15,19,13,27
AT4G32551,1874,898,891,1036,1240,1662
AT4G32560,182,98,97,112,116,158
AT4G32570,1289,741,713,747,672,875
AT4G32580,2,0,0,2,3,1
AT4G32590,203,144,159,109,154,179
AT4G32600,652,406,398,572,631,773
AT4G32605,246,118,130,106,163,197
AT4G32610,1168,902,932,1363,1237,1412
AT4G32620,1415,659,720,1080,1034,1173
AT4G32630,12,20,21,16,17,9
AT4G32640,4323,2334,2656,2914,3401,3783
AT4G32650,779,491,566,873,1071,1440
AT4G32660,506,297,286,318,381,484
AT4G32670,282,173,181,149,258,254
AT4G32680,586,275,335,342,490,629
AT4G32690,669,449,443,454,351,612
AT4G32700,295,173,169,132,247,215
AT4G32710,452,352,439,257,450,381
AT4G32714,0,0,0,0,0,2
AT4G32717,0,1,0,0,0,0
AT4G32720,1273,668,796,1521,852,1486
AT4G32730,750,397,436,426,607,633
AT4G32750,247,147,168,219,234,255
AT4G32760,4149,2623,2804,4059,4475,5894
AT4G32765,0,0,0,0,0,0
AT4G32770,204,80,74,112,100,131
AT4G32780,71,72,109,224,330,346
AT4G32790,166,90,92,104,122,152
AT4G32800,20,15,24,22,19,25
AT4G32810,31,40,50,43,101,87
AT4G32820,736,461,538,573,726,746
AT4G32830,214,127,113,134,181,225
AT4G32840,515,356,378,322,310,499
AT4G32850,1955,1327,1470,2009,2161,2770
AT4G32860,169,193,249,472,796,871
AT4G32870,59,61,62,168,155,200
AT4G32880,378,273,340,389,735,704
AT4G32890,367,288,320,396,475,490
AT4G32900,333,216,245,210,201,273
AT4G32910,861,396,422,872,658,933
AT4G32915,503,469,405,155,373,391
AT4G32920,654,352,351,412,489,568
AT4G32930,498,301,301,327,324,382
AT4G32940,2391,2848,2510,4820,4784,6148
AT4G32950,2,7,15,19,12,9
AT4G32960,363,216,208,178,263,342
AT4G32970,121,76,76,56,80,78
AT4G32980,210,135,137,48,107,112
AT4G32990,5,0,2,3,4,2
AT4G33000,100,66,66,17,59,47
AT4G33010,6657,4733,5223,2193,4938,4110
AT4G33020,22,24,47,37,43,42
AT4G33030,12886,4398,4886,3181,2359,4034
AT4G33040,314,245,241,247,218,250
AT4G33050,231,205,239,197,340,280
AT4G33060,668,312,338,404,413,589
AT4G33070,4205,4698,5914,9190,1823,7796
AT4G33080,683,458,448,536,699,729
AT4G33090,5384,3354,3521,3610,4651,5317
AT4G33100,85,56,64,60,106,118
AT4G33110,1200,978,980,675,867,966
AT4G33120,363,419,496,628,1075,1128
AT4G33130,83,54,47,34,57,53
AT4G33140,274,169,186,138,228,225
AT4G33145,3,1,0,0,2,1
AT4G33150,1818,1128,1061,2187,2969,3371
AT4G33160,271,196,246,215,271,349
AT4G33170,42,32,36,49,49,46
AT4G33180,372,316,350,281,385,407
AT4G33200,1083,720,702,862,1046,1165
AT4G33210,2167,1219,1321,2104,1863,2395
AT4G33220,2826,1789,1715,1757,3026,3216
AT4G33230,8,8,8,11,12,9
AT4G33240,1844,1246,1287,1636,2179,2136
AT4G33250,2858,1482,1367,1767,1830,2893
AT4G33260,253,108,122,173,193,236
AT4G33270,242,213,200,121,330,242
AT4G33280,36,23,15,22,27,17
AT4G33290,4,20,12,5,29,13
AT4G33300,917,754,897,1281,1881,1733
AT4G33310,0,0,0,0,0,0
AT4G33320,1,2,3,3,4,0
AT4G33330,9,5,14,15,34,22
AT4G33350,966,726,777,286,661,647
AT4G33355,9,5,8,5,6,6
AT4G33360,1207,760,822,760,1109,1192
AT4G33370,0,5,5,13,7,4
AT4G33380,930,697,728,792,982,1136
AT4G33390,6,17,9,32,17,21
AT4G33400,427,200,256,307,386,361
AT4G33410,583,316,295,391,361,495
AT4G33420,413,403,453,1033,1795,2072
AT4G33430,2092,1574,1587,2220,2379,2769
AT4G33440,200,165,153,151,176,162
AT4G33450,1,2,3,9,0,2
AT4G33460,166,106,122,76,108,115
AT4G33465,35,6,10,9,15,15
AT4G33467,212,75,79,61,198,142
AT4G33470,222,111,107,73,106,106
AT4G33480,802,552,596,404,539,628
AT4G33490,110,51,61,51,80,85
AT4G33495,172,117,138,136,159,171
AT4G33500,387,337,334,145,254,252
AT4G33510,2186,1509,1662,1584,1725,2008
AT4G33520,784,693,661,300,535,565
AT4G33530,1663,917,874,749,1215,1187
AT4G33540,684,377,392,309,460,538
AT4G33550,351,180,185,177,245,276
AT4G33560,3635,3214,3827,3693,1170,4220
AT4G33565,310,249,256,516,449,752
AT4G33580,666,465,484,290,902,622
AT4G33585,2,9,11,9,12,5
AT4G33590,4,5,4,10,21,15
AT4G33600,3,6,5,9,14,8
AT4G33610,29,57,136,100,515,421
AT4G33620,158,133,126,170,198,256
AT4G33625,695,534,548,496,771,821
AT4G33630,1200,778,850,1239,1120,1455
AT4G33640,1024,672,585,487,846,953
AT4G33650,1333,808,848,937,1173,1293
AT4G33660,67,65,102,31,106,64
AT4G33666,57,83,96,43,133,122
AT4G33670,1016,703,600,723,678,794
AT4G33680,2601,1353,1543,663,1339,1288
AT4G33690,164,99,125,161,176,213
AT4G33700,461,267,250,274,370,450
AT4G33710,0,2,1,7,9,2
AT4G33720,137,15,15,245,24,186
AT4G33730,167,76,118,65,204,182
AT4G33735,0,0,0,0,0,0
AT4G33740,1943,1117,1115,1553,2076,2351
AT4G33760,1002,671,713,368,548,597
AT4G33770,116,60,85,71,120,120
AT4G33780,510,285,312,370,377,448
AT4G33790,15,22,22,15,52,35
AT4G33800,19,5,4,14,13,7
AT4G33810,2,2,2,6,6,5
AT4G33820,0,4,1,4,8,1
AT4G33830,2,1,5,9,7,1
AT4G33840,0,1,7,12,3,2
AT4G33860,4,4,7,17,8,5
AT4G33865,3072,1341,1240,733,1263,1848
AT4G33870,30,11,14,16,13,18
AT4G33880,65,90,144,83,226,151
AT4G33885,0,0,0,1,0,0
AT4G33890,438,270,243,429,441,485
AT4G33900,0,6,7,11,9,3
AT4G33905,31,89,49,11,24,14
AT4G33910,528,295,288,399,383,504
AT4G33920,807,668,560,529,832,945
AT4G33925,9,12,7,5,11,11
AT4G33930,19,65,39,21,64,30
AT4G33940,517,251,278,469,437,538
AT4G33945,652,382,406,311,444,561
AT4G33950,1652,1148,1266,1564,967,1950
AT4G33960,223,327,302,175,287,269
AT4G33970,32,37,55,69,66,46
AT4G33980,237,74,98,369,109,297
AT4G33985,118,85,128,103,85,150
AT4G33990,83,59,63,102,77,70
AT4G34000,1600,1080,1098,1688,1634,2076
AT4G34020,779,393,404,424,431,538
AT4G34030,1157,470,452,1374,1004,1474
AT4G34035,0,0,0,0,0,0
AT4G34040,1021,606,587,658,796,926
AT4G34050,7066,4949,5160,3354,7112,7010
AT4G34060,4,7,0,3,5,1
AT4G34070,309,264,260,296,380,377
AT4G34071,1,0,2,0,0,5
AT4G34080,18,8,13,11,16,18
AT4G34090,493,313,336,158,294,283
AT4G34100,4338,2850,3039,5241,4235,5391
AT4G34110,18569,11872,11931,18879,16360,18933
AT4G34120,1049,646,654,609,738,984
AT4G34131,338,412,517,389,803,680
AT4G34135,675,333,461,271,695,594
AT4G34138,1128,839,839,1400,1080,1324
AT4G34139,60,39,57,58,69,102
AT4G34140,237,168,150,195,208,238
AT4G34150,1221,1210,1258,506,1554,1480
AT4G34160,632,399,397,194,354,359
AT4G34170,1,1,3,2,2,2
AT4G34180,2772,2171,2473,4704,3739,5421
AT4G34190,1559,1213,1416,604,1077,1047
AT4G34200,12517,4898,5824,6928,4575,6421
AT4G34210,5,3,1,2,6,1
AT4G34215,625,392,346,351,551,500
AT4G34220,767,452,432,404,442,557
AT4G34230,2009,832,837,1492,1537,1974
AT4G34240,520,353,331,127,323,269
AT4G34250,5292,2380,2233,1610,1808,2253
AT4G34260,4599,1892,1826,1537,2033,2382
AT4G34265,773,809,998,237,675,614
AT4G34270,622,377,366,438,506,720
AT4G34280,503,260,281,329,391,447
AT4G34290,1704,1238,1095,415,928,885
AT4G34300,3,8,13,12,24,5
AT4G34310,576,261,338,359,498,514
AT4G34320,3,5,12,10,29,15
AT4G34330,15,7,11,10,12,17
AT4G34332,16,12,11,8,16,18
AT4G34340,136,75,92,102,129,121
AT4G34345,26,11,14,13,12,17
AT4G34350,5866,3104,3114,4034,3691,5088
AT4G34360,60,30,32,28,20,46
AT4G34370,695,459,530,791,669,903
AT4G34380,23,19,31,59,70,67
AT4G34390,611,480,518,651,976,921
AT4G34400,15,4,10,5,11,9
AT4G34410,22,39,34,13,30,25
AT4G34412,241,170,152,207,235,278
AT4G34415,0,0,0,0,0,0
AT4G34419,178,46,47,37,44,56
AT4G34420,214,85,77,70,69,79
AT4G34430,876,487,494,662,718,726
AT4G34440,11,17,30,33,32,18
AT4G34450,9217,5196,5334,5850,6538,7480
AT4G34460,1419,1058,1070,1360,1563,1793
AT4G34470,1,0,6,2,10,2
AT4G34480,1157,785,864,809,903,985
AT4G34490,1791,1149,1099,1127,1690,1669
AT4G34500,336,206,172,156,258,249
AT4G34510,15,25,11,23,18,7
AT4G34520,27,11,14,6,12,12
AT4G34530,2624,1855,1862,1343,1798,1910
AT4G34540,587,356,392,298,493,582
AT4G34550,18,8,16,13,30,11
AT4G34555,470,210,246,137,296,378
AT4G34560,108,138,152,207,372,370
AT4G34570,307,129,129,98,161,122
AT4G34580,566,342,419,453,773,738
AT4G34590,105,137,133,60,186,169
AT4G34600,116,136,211,495,783,887
AT4G34610,209,71,94,74,78,75
AT4G34620,8542,5871,5440,4306,5088,7794
AT4G34630,347,187,156,198,201,232
AT4G34640,2111,1347,1214,1303,1910,2274
AT4G34650,182,30,37,53,36,74
AT4G34660,824,405,438,455,535,649
AT4G34670,10018,4382,4788,7681,5781,8807
AT4G34680,125,108,121,205,178,299
AT4G34690,2,3,4,4,6,5
AT4G34695,0,0,0,0,0,0
AT4G34700,2230,1549,1640,817,1637,1646
AT4G34710,10821,8657,8379,4203,11868,8271
AT4G34720,2402,1561,1526,1090,1850,1792
AT4G34730,652,572,579,257,517,469
AT4G34740,593,449,459,439,435,488
AT4G34750,151,149,166,334,217,292
AT4G34760,715,608,489,410,764,708
AT4G34770,296,275,249,103,190,259
AT4G34780,6,1,0,6,1,6
AT4G34790,282,85,105,143,40,141
AT4G34800,32,61,48,13,59,26
AT4G34810,23,40,32,6,28,21
AT4G34830,2058,1345,1361,877,1319,1208
AT4G34840,101,58,45,47,66,70
AT4G34850,22,11,14,14,25,14
AT4G34860,1203,487,577,929,619,998
AT4G34870,14216,6603,7235,6414,7418,8999
AT4G34880,71,37,30,74,56,78
AT4G34881,5243,14024,14205,3126,16700,10487
AT4G34890,2880,1186,1372,2999,2398,3629
AT4G34900,1054,425,409,401,387,523
AT4G34910,533,253,264,540,324,584
AT4G34920,536,447,460,730,1005,985
AT4G34930,62,55,58,144,150,194
AT4G34940,2,2,7,7,10,1
AT4G34950,226,183,247,102,138,111
AT4G34960,612,308,265,275,362,371
AT4G34970,567,418,307,458,381,566
AT4G34975,0,0,0,0,0,0
AT4G34980,3049,1756,1634,2137,1940,2398
AT4G34990,148,63,54,73,88,125
AT4G35000,3873,2154,2397,2943,2188,3116
AT4G35010,1,1,5,1,3,2
AT4G35020,689,318,304,476,346,631
AT4G35025,0,2,1,1,1,3
AT4G35030,118,60,53,125,85,161
AT4G35040,731,439,455,786,678,868
AT4G35050,498,211,194,244,243,373
AT4G35060,426,415,335,399,500,547
AT4G35070,225,178,167,86,157,126
AT4G35080,688,605,671,581,961,907
AT4G35090,21184,12863,15583,19161,13953,20701
AT4G35100,27396,24075,22739,18423,32781,32542
AT4G35110,170,143,151,188,281,247
AT4G35120,0,6,3,8,4,2
AT4G35130,52,36,39,66,49,38
AT4G35140,298,189,152,245,235,262
AT4G35150,1,4,2,6,8,3
AT4G35160,1104,621,696,680,1037,917
AT4G35165,0,4,0,6,7,1
AT4G35170,0,0,1,3,3,1
AT4G35180,3,3,12,6,10,9
AT4G35190,88,77,109,261,227,317
AT4G35200,10,3,13,10,21,13
AT4G35210,2,8,8,3,14,5
AT4G35220,733,480,512,409,624,653
AT4G35230,1875,1012,956,1524,1510,2313
AT4G35240,1467,782,797,1633,1036,1508
AT4G35250,767,762,813,386,567,625
AT4G35260,2239,1015,1013,921,1444,1573
AT4G35270,305,176,217,299,321,392
AT4G35280,0,1,5,2,11,4
AT4G35290,20,14,25,22,29,36
AT4G35295,1,0,0,0,1,0
AT4G35300,1274,595,743,1258,994,1341
AT4G35310,2987,1832,1702,2501,2764,3321
AT4G35320,592,592,587,202,710,609
AT4G35335,355,195,184,134,194,196
AT4G35350,60,41,84,52,193,127
AT4G35360,433,226,254,186,288,334
AT4G35370,0,0,0,0,0,0
AT4G35375,0,0,0,0,0,0
AT4G35380,270,204,282,463,533,685
AT4G35390,49,16,39,70,96,77
AT4G35410,184,93,70,38,97,126
AT4G35420,54,37,36,23,45,32
AT4G35430,0,0,0,0,0,0
AT4G35440,289,207,214,284,280,292
AT4G35450,3861,2311,2370,2212,2335,2983
AT4G35460,633,431,350,336,405,425
AT4G35470,1453,1001,966,1031,1418,1441
AT4G35480,251,149,227,310,395,401
AT4G35485,0,0,0,0,0,0
AT4G35490,1122,613,598,744,660,1026
AT4G35500,293,154,175,246,271,282
AT4G35510,442,329,309,340,440,507
AT4G35519,0,0,0,0,0,0
AT4G35520,31,16,15,37,27,18
AT4G35530,160,94,96,122,130,149
AT4G35540,130,93,97,132,121,141
AT4G35550,156,88,93,94,129,126
AT4G35560,594,423,374,345,552,582
AT4G35570,779,488,427,325,581,668
AT4G35580,681,372,393,492,556,745
AT4G35590,14,11,11,13,11,15
AT4G35600,505,456,444,572,651,760
AT4G35610,3,11,19,19,18,10
AT4G35620,147,67,79,108,154,143
AT4G35630,1763,955,998,753,1203,1197
AT4G35640,49,34,56,14,29,20
AT4G35650,3,3,7,17,18,4
AT4G35655,0,1,0,2,2,1
AT4G35660,1,4,1,4,5,2
AT4G35670,0,0,0,0,0,0
AT4G35680,14,17,9,7,18,14
AT4G35685,20,23,28,10,21,26
AT4G35690,2,6,7,4,7,2
AT4G35700,1,1,1,4,6,3
AT4G35710,2,2,4,8,12,4
AT4G35720,2785,1846,1844,1429,2389,1856
AT4G35725,0,0,0,2,1,2
AT4G35730,393,123,160,193,211,342
AT4G35733,1,5,4,11,5,5
AT4G35740,164,110,119,141,140,178
AT4G35750,8010,5707,6312,12809,10506,14843
AT4G35760,604,379,354,430,420,491
AT4G35770,5379,2762,2930,3744,5012,6451
AT4G35780,801,551,508,935,999,1358
AT4G35783,16,12,12,12,28,23
AT4G35785,776,480,514,572,607,824
AT4G35790,7034,4298,4440,8447,6031,9670
AT4G35800,6279,3979,4562,4190,5826,6050
AT4G35810,2,0,0,0,1,0
AT4G35820,3,1,3,1,8,5
AT4G35830,7113,3921,4344,7570,6764,8890
AT4G35840,342,194,222,409,248,383
AT4G35850,1277,589,619,708,641,935
AT4G35860,860,711,766,841,1099,1298
AT4G35870,528,435,495,533,668,695
AT4G35880,533,245,264,180,297,256
AT4G35890,2553,1645,1789,1737,2486,2766
AT4G35900,86,90,100,122,198,156
AT4G35905,101,72,58,45,65,52
AT4G35910,263,134,129,200,190,229
AT4G35920,1270,682,738,544,684,890
AT4G35930,176,131,160,138,190,171
AT4G35940,568,268,322,362,489,508
AT4G35950,524,283,260,164,279,303
AT4G35970,14,15,24,23,50,49
AT4G35980,292,137,151,83,171,203
AT4G35985,142,107,140,142,228,202
AT4G35987,163,81,118,59,108,121
AT4G36000,15,14,15,23,19,27
AT4G36010,2203,1777,1415,949,938,1167
AT4G36020,381,159,195,277,210,238
AT4G36030,435,292,315,493,561,691
AT4G36032,426,322,330,483,645,621
AT4G36040,1277,1308,1969,3342,5135,4823
AT4G36050,317,224,236,343,293,478
AT4G36052,57,52,78,72,62,91
AT4G36060,16,24,23,39,70,75
AT4G36070,2,4,7,1,6,0
AT4G36080,2161,1211,1300,1334,1921,1983
AT4G36090,303,181,209,257,288,262
AT4G36100,0,3,1,3,3,2
AT4G36105,5,5,3,5,7,2
AT4G36110,399,432,336,101,228,211
AT4G36120,119,147,143,134,334,280
AT4G36130,2956,1821,1893,1689,2012,2196
AT4G36140,106,401,385,97,598,356
AT4G36150,153,66,77,108,151,157
AT4G36160,43,17,23,16,33,29
AT4G36170,4,2,0,0,1,1
AT4G36180,1111,629,766,653,1084,1006
AT4G36190,313,247,270,173,247,247
AT4G36195,1128,528,615,568,811,1073
AT4G36197,0,0,0,0,0,0
AT4G36210,1407,810,936,1073,1329,1353
AT4G36220,838,148,175,475,180,430
