gene,Atha_WT_Col_0_sl_FLT_Rep1_G1S1,Atha_WT_Col_0_sl_FLT_Rep2_G1S2,Atha_WT_Col_0_sl_FLT_Rep3_G1S3,Atha_WT_Col_0_sl_GC_Rep1_G2S1,Atha_WT_Col_0_sl_GC_Rep2_G2S2,Atha_WT_Col_0_sl_GC_Rep3_G2S3
AT4G24160,908,536,483,502,726,790
AT4G24170,16,19,24,34,25,35
AT4G24175,167,111,128,56,89,81
AT4G24180,42,43,84,117,217,182
AT4G24190,9916,4760,4960,3460,5716,5619
AT4G24200,990,512,494,922,801,966
AT4G24204,9,3,7,7,11,14
AT4G24210,532,356,355,357,498,547
AT4G24220,7276,3494,3792,7689,5366,7700
AT4G24230,331,339,331,635,968,927
AT4G24231,0,0,0,0,0,0
AT4G24240,790,568,537,739,845,947
AT4G24250,7,5,6,5,27,24
AT4G24260,15,23,27,18,22,22
AT4G24265,35,20,31,36,55,57
AT4G24270,822,380,447,515,464,617
AT4G24275,665,384,292,151,299,278
AT4G24280,12124,7184,7906,6181,6845,7505
AT4G24290,1703,878,934,1435,1604,1958
AT4G24300,0,0,0,0,0,0
AT4G24310,77,66,140,167,223,235
AT4G24320,79,69,71,77,107,94
AT4G24330,2465,1526,1745,1932,2094,2212
AT4G24340,74,67,65,58,131,140
AT4G24350,204,181,147,53,113,115
AT4G24370,227,191,201,194,205,313
AT4G24380,105,84,72,43,120,99
AT4G24390,313,232,283,283,388,422
AT4G24400,578,396,396,340,627,710
AT4G24410,2,13,17,0,3,4
AT4G24413,0,1,0,0,1,1
AT4G24415,14,17,9,4,14,11
AT4G24420,389,8,5,248,8,202
AT4G24430,1,3,3,3,5,5
AT4G24440,585,447,491,477,506,635
AT4G24450,102,16,16,34,15,44
AT4G24460,227,142,186,81,170,168
AT4G24470,683,309,323,371,356,564
AT4G24480,445,319,352,657,773,871
AT4G24490,710,369,384,346,446,512
AT4G24500,384,288,260,217,310,386
AT4G24510,4810,2482,2420,2290,3205,3506
AT4G24520,5849,3388,3178,6390,5227,6925
AT4G24530,270,144,153,125,195,178
AT4G24540,2,4,3,2,1,3
AT4G24550,1141,585,630,752,872,1053
AT4G24560,1081,538,590,770,849,1050
AT4G24565,0,0,0,0,0,0
AT4G24570,516,506,527,418,724,571
AT4G24580,97,65,102,88,131,115
AT4G24590,323,253,245,299,457,493
AT4G24600,4,6,6,4,8,4
AT4G24610,830,396,485,649,618,766
AT4G24615,17,3,7,0,5,10
AT4G24620,2687,1664,2021,1508,2424,2772
AT4G24630,353,276,274,486,494,610
AT4G24640,1,0,2,4,6,5
AT4G24644,0,0,0,0,0,0
AT4G24650,2,2,6,8,13,7
AT4G24660,524,204,230,349,161,247
AT4G24670,296,145,162,176,150,233
AT4G24680,3245,1651,1806,2923,2706,3646
AT4G24690,6962,4478,4910,9427,7838,10039
AT4G24700,12,20,27,14,34,16
AT4G24710,108,55,46,39,64,81
AT4G24715,24,4,4,24,11,10
AT4G24730,252,155,156,133,176,188
AT4G24740,927,536,583,461,723,807
AT4G24750,973,848,943,468,804,701
AT4G24760,795,367,390,393,488,581
AT4G24770,14569,11637,12518,10911,10792,12819
AT4G24780,611,482,462,324,644,498
AT4G24790,81,62,71,96,101,82
AT4G24800,1613,781,921,1262,1523,1671
AT4G24805,1321,889,774,777,1086,1133
AT4G24810,162,147,118,120,166,172
AT4G24820,3197,1605,1706,2276,2209,2591
AT4G24830,1236,640,685,461,682,698
AT4G24840,1204,669,604,666,811,990
AT4G24860,27,10,10,10,14,20
AT4G24880,324,164,191,186,205,284
AT4G24890,82,29,41,20,14,13
AT4G24900,134,42,44,42,63,86
AT4G24910,20,25,18,35,37,34
AT4G24920,1080,846,771,372,940,923
AT4G24930,705,657,798,269,708,579
AT4G24940,334,219,203,185,246,289
AT4G24950,1,2,0,1,2,2
AT4G24960,422,334,380,324,620,538
AT4G24970,104,61,76,70,88,85
AT4G24972,23,40,48,23,50,59
AT4G24973,0,0,0,0,0,0
AT4G24974,0,1,1,1,1,0
AT4G24975,0,1,0,1,0,0
AT4G24980,0,1,0,0,0,0
AT4G24990,632,532,500,679,748,953
AT4G25000,5,3,3,14,6,6
AT4G25010,2,5,0,6,4,1
AT4G25020,38,36,56,58,50,58
AT4G25030,2715,2792,2844,3209,4079,4676
AT4G25040,0,0,2,3,2,0
AT4G25050,1658,1671,1776,747,1265,1083
AT4G25070,131,76,140,319,238,351
AT4G25080,2968,2700,2816,2856,2788,3338
AT4G25090,425,195,328,626,646,810
AT4G25100,23555,19891,19735,20884,20538,30129
AT4G25110,107,79,153,187,281,291
AT4G25120,181,95,87,89,145,131
AT4G25130,2835,2096,2296,936,1894,1959
AT4G25140,5209,566,474,1666,1152,1883
AT4G25150,111,37,47,40,30,63
AT4G25160,134,35,47,84,57,69
AT4G25170,1792,1284,1420,1559,1827,1823
AT4G25180,199,131,122,217,190,336
AT4G25190,27,35,45,32,80,52
AT4G25200,47,29,45,94,33,85
AT4G25210,1114,622,640,1170,984,1173
AT4G25220,365,238,446,344,628,512
AT4G25225,96,60,65,53,104,131
AT4G25230,881,607,653,807,975,1063
AT4G25240,264,135,135,92,197,187
AT4G25250,63,42,63,39,97,86
AT4G25260,3456,1112,1024,722,1559,1408
AT4G25270,276,192,213,139,201,216
AT4G25280,372,238,193,99,220,207
AT4G25290,120,73,60,51,63,70
AT4G25300,39,60,43,50,89,86
AT4G25310,40,31,32,28,37,56
AT4G25315,113,91,79,54,87,109
AT4G25320,499,262,245,399,349,474
AT4G25330,2,2,4,3,2,4
AT4G25340,529,264,301,376,400,466
AT4G25350,11,12,9,22,27,24
AT4G25360,639,358,344,380,486,584
AT4G25370,1068,1160,1211,523,1085,898
AT4G25380,22,19,20,10,20,22
AT4G25390,255,322,309,275,485,394
AT4G25400,37,28,37,40,80,93
AT4G25410,77,41,47,37,90,90
AT4G25420,185,103,104,40,81,71
AT4G25430,42,13,19,16,10,22
AT4G25433,3,7,6,0,8,7
AT4G25434,2,5,10,13,25,24
AT4G25435,0,0,0,0,0,0
AT4G25440,229,121,140,166,169,233
AT4G25450,955,569,594,477,556,629
AT4G25470,86,196,210,72,398,221
AT4G25480,18,24,20,10,21,16
AT4G25490,37,34,27,23,66,42
AT4G25500,2188,1078,1305,2752,1545,2917
AT4G25510,8,3,6,0,4,7
AT4G25515,295,156,184,209,208,264
AT4G25520,702,401,419,456,590,617
AT4G25530,5,2,5,13,9,2
AT4G25540,174,88,110,104,100,98
AT4G25550,806,448,432,374,554,662
AT4G25560,15,19,16,23,25,31
AT4G25570,2918,2655,2688,2962,4610,4969
AT4G25580,774,35,56,483,273,369
AT4G25585,0,0,0,0,0,0
AT4G25590,1,1,3,5,8,6
AT4G25600,83,59,51,49,56,50
AT4G25610,469,253,254,307,367,405
AT4G25620,2150,1928,1729,1793,2263,2678
AT4G25630,856,351,373,371,522,553
AT4G25631,0,0,0,0,0,0
AT4G25635,0,0,0,0,0,0
AT4G25640,7993,4598,4679,4066,3162,4941
AT4G25650,1275,830,904,605,915,982
AT4G25660,962,553,516,529,680,823
AT4G25670,1183,954,923,889,1306,1429
AT4G25680,629,417,398,331,595,651
AT4G25690,612,430,405,604,649,854
AT4G25700,1030,1440,1495,905,1258,1027
AT4G25707,70,20,21,57,25,57
AT4G25710,355,342,381,325,593,532
AT4G25719,6,3,2,3,7,7
AT4G25720,446,293,271,226,409,404
AT4G25730,1421,609,753,1273,933,1257
AT4G25740,2067,1155,1173,1033,1152,1533
AT4G25750,30,42,53,57,60,41
AT4G25760,134,76,78,257,174,288
AT4G25770,535,412,363,352,486,497
AT4G25780,227,262,230,143,186,220
AT4G25790,233,190,385,181,299,315
AT4G25800,97,42,46,96,70,89
AT4G25810,275,306,459,229,780,651
AT4G25820,1300,647,1117,839,1575,1573
AT4G25830,798,841,770,578,1029,917
AT4G25835,277,211,253,273,362,378
AT4G25840,170,120,145,92,200,212
AT4G25845,2,6,1,7,7,3
AT4G25850,31,18,20,21,11,16
AT4G25860,17,16,11,13,28,21
AT4G25870,672,340,331,282,471,507
AT4G25880,1219,673,715,1124,1194,1414
AT4G25885,4,6,10,5,7,11
AT4G25890,786,473,499,471,542,522
AT4G25900,752,648,648,523,1040,1074
AT4G25910,130,114,122,112,152,161
AT4G25920,1,6,5,5,10,3
AT4G25930,1,4,1,3,3,5
AT4G25940,100,96,89,160,235,223
AT4G25950,1,2,4,4,2,2
AT4G25960,2947,1710,1610,1568,1845,2015
AT4G25970,1140,881,902,1107,1292,1472
AT4G25980,35,21,11,14,33,17
AT4G25990,1276,875,884,1082,943,1131
AT4G26000,1324,660,718,824,824,1001
AT4G26010,1189,569,1066,779,1426,1457
AT4G26020,2,1,4,1,1,1
AT4G26030,0,3,1,2,3,2
AT4G26040,0,3,0,0,1,1
AT4G26050,28,17,28,30,21,17
AT4G26055,16,10,7,2,8,8
AT4G26060,380,386,389,594,572,764
AT4G26070,157,109,126,117,138,182
AT4G26080,1855,1688,1617,1249,2235,1897
AT4G26090,466,396,403,438,645,712
AT4G26095,487,414,472,517,577,719
AT4G26100,1211,774,891,737,866,1019
AT4G26110,2617,1780,1801,2586,2225,2757
AT4G26120,122,59,68,106,107,154
AT4G26130,1877,1428,1518,861,1281,1493
AT4G26140,318,232,215,161,345,332
AT4G26145,7,6,3,0,8,4
AT4G26150,43,36,47,12,17,20
AT4G26160,236,154,193,169,208,291
AT4G26170,12,7,4,5,7,7
AT4G26180,141,96,137,87,117,152
AT4G26190,887,504,511,612,769,861
AT4G26200,15,27,34,19,48,28
AT4G26210,468,263,252,225,278,340
AT4G26220,203,118,106,155,139,193
AT4G26225,0,0,0,0,0,0
AT4G26230,3015,1879,1862,2024,1939,2648
AT4G26240,362,178,150,156,241,309
AT4G26250,1,0,2,3,3,1
AT4G26255,0,1,1,4,0,1
AT4G26260,0,1,2,1,9,2
AT4G26270,201,103,157,145,130,212
AT4G26280,1,2,4,2,4,1
AT4G26288,10,22,22,35,70,65
AT4G26290,2,3,1,7,5,8
AT4G26300,1848,1209,1185,849,1404,1414
AT4G26310,441,215,238,239,300,323
AT4G26320,395,494,485,248,512,494
AT4G26330,21,12,16,19,17,22
AT4G26340,2,2,3,6,8,2
AT4G26350,3,2,6,6,6,1
AT4G26365,0,0,0,0,0,0
AT4G26370,1389,859,932,399,769,683
AT4G26375,0,0,0,0,0,0
AT4G26380,6,16,14,17,20,22
AT4G26385,0,0,0,0,0,0
AT4G26390,381,194,198,49,109,114
AT4G26400,1972,1162,1184,1547,1223,2006
AT4G26410,1047,547,588,539,612,834
AT4G26415,23,18,21,5,26,16
AT4G26420,3,7,4,8,12,4
AT4G26430,231,105,106,62,117,125
AT4G26440,7,6,6,16,8,5
AT4G26450,1109,529,619,937,933,1112
AT4G26455,442,256,280,380,380,448
AT4G26460,23,20,36,31,37,44
AT4G26466,1,1,1,3,4,5
AT4G26470,51,35,36,72,116,116
AT4G26480,1666,1187,1262,1597,1607,2096
AT4G26483,0,0,0,0,1,0
AT4G26485,0,0,1,2,1,1
AT4G26488,55,67,45,44,47,60
AT4G26490,54,24,27,46,32,39
AT4G26500,654,382,426,405,395,466
AT4G26510,1288,740,843,596,790,922
AT4G26520,292,224,265,211,234,272
AT4G26530,12,4,14,21,15,11
AT4G26540,837,644,712,1239,1670,1680
AT4G26542,687,527,592,1028,1465,1288
AT4G26550,388,248,215,254,284,362
AT4G26555,303,224,266,191,232,291
AT4G26560,4,2,2,5,6,7
AT4G26570,1299,648,701,472,935,953
AT4G26580,18,17,24,25,35,32
AT4G26582,253,100,115,185,186,249
AT4G26590,165,70,103,150,160,163
AT4G26600,413,197,237,204,221,271
AT4G26610,734,420,467,547,650,725
AT4G26620,1050,478,469,1002,564,969
AT4G26630,1787,822,1049,957,1411,1463
AT4G26640,710,514,563,539,714,824
AT4G26650,1461,921,993,1413,1278,1459
AT4G26660,323,179,144,223,280,305
AT4G26670,1024,788,886,549,706,869
AT4G26675,0,0,0,0,0,0
AT4G26680,82,55,74,54,69,67
AT4G26690,5470,3761,4148,2999,6119,5685
AT4G26700,1023,413,430,579,506,684
AT4G26701,2,0,4,4,4,4
AT4G26710,2406,1943,1932,902,2148,2480
AT4G26720,658,332,347,482,455,610
AT4G26730,2,10,6,5,12,7
AT4G26740,1076,74,44,286,120,368
AT4G26750,718,639,864,627,1129,1188
AT4G26760,922,404,423,266,374,400
AT4G26770,27,19,35,26,32,28
AT4G26780,373,198,211,154,202,210
AT4G26790,56,30,49,35,45,33
AT4G26795,88,70,73,64,75,76
AT4G26800,24,14,14,22,30,18
AT4G26810,46,34,29,24,49,43
AT4G26820,7,5,5,4,4,7
AT4G26830,25,44,43,41,48,26
AT4G26840,543,369,316,383,363,469
AT4G26850,3804,3025,3098,2404,2698,2928
AT4G26860,581,292,301,251,322,306
AT4G26870,2041,1104,1191,1429,1344,1841
AT4G26880,4,5,12,4,7,13
AT4G26890,67,41,46,72,69,79
AT4G26900,945,492,529,521,533,636
AT4G26910,1265,790,828,898,1192,1288
AT4G26920,4,0,2,5,7,2
AT4G26930,23,6,22,28,25,17
AT4G26940,1485,765,726,550,912,937
AT4G26950,7,7,11,6,6,6
AT4G26960,194,84,97,41,107,72
AT4G26965,114,67,66,68,94,111
AT4G26970,5837,3642,4226,4572,6329,6862
AT4G26980,176,115,92,114,144,132
AT4G26990,301,159,184,177,321,266
AT4G27000,7012,3375,3593,5447,5343,7074
AT4G27010,373,228,234,242,254,267
AT4G27020,467,276,313,396,428,499
AT4G27030,89,97,110,44,76,56
AT4G27040,729,422,437,525,628,691
AT4G27050,268,160,147,129,194,211
AT4G27060,1306,607,695,694,802,942
AT4G27070,329,162,225,181,251,257
AT4G27080,1103,655,573,361,619,671
AT4G27090,6391,3252,3696,3663,4109,5028
AT4G27100,158,105,106,93,213,186
AT4G27110,10,3,13,7,12,7
AT4G27120,491,220,286,446,386,440
AT4G27130,7365,4827,5156,6375,6472,9159
AT4G27140,212,506,197,178,1004,698
AT4G27150,2745,772,374,804,1124,1272
AT4G27160,1808,621,350,645,433,900
AT4G27170,235,120,144,119,72,133
AT4G27180,1404,593,594,535,750,820
AT4G27190,19,13,25,25,23,10
AT4G27220,18,14,18,22,45,21
AT4G27230,816,468,424,474,503,596
AT4G27240,444,180,213,271,226,261
AT4G27250,103,39,56,25,34,59
AT4G27260,2922,2490,2412,2315,3489,3754
AT4G27270,160,110,79,107,126,155
AT4G27280,780,653,649,498,898,822
AT4G27290,48,23,43,88,73,82
AT4G27300,89,59,41,68,58,87
AT4G27310,2056,1260,1198,2776,1988,2904
AT4G27320,2619,2088,2310,2324,3431,3470
AT4G27330,0,2,2,6,4,1
AT4G27340,328,235,223,151,204,223
AT4G27350,301,236,245,391,448,449
AT4G27360,1,1,0,2,0,1
AT4G27370,151,78,59,59,87,95
AT4G27380,485,328,359,406,352,472
AT4G27390,206,101,135,95,146,130
AT4G27395,0,0,0,0,0,0
AT4G27400,36,13,23,44,82,80
AT4G27410,199,198,192,177,488,319
AT4G27415,0,0,0,0,0,0
AT4G27420,1,7,9,11,10,4
AT4G27430,3788,2978,2867,2529,2850,3202
AT4G27435,92,115,80,41,144,128
AT4G27440,35227,28243,26989,7170,24904,18046
AT4G27450,29090,28322,34818,94940,20205,101229
AT4G27460,464,221,270,969,417,929
AT4G27470,746,722,748,553,1066,1277
AT4G27480,58,39,50,48,84,73
AT4G27490,163,75,66,58,79,86
AT4G27500,8650,4487,4968,8606,6513,8580
AT4G27510,53,45,30,23,36,46
AT4G27520,1201,1042,1275,351,990,770
AT4G27530,215,9,20,43,14,35
AT4G27540,317,229,277,272,345,475
AT4G27550,1,0,3,2,0,0
AT4G27560,40,31,41,29,32,17
AT4G27565,0,0,0,0,0,0
AT4G27570,13,6,8,8,7,4
AT4G27580,6,4,9,9,10,3
AT4G27585,780,407,471,348,458,517
AT4G27590,9,9,12,15,12,11
AT4G27595,557,313,283,283,331,337
AT4G27600,1776,1292,1312,1337,1291,1501
AT4G27610,371,218,257,331,353,405
AT4G27620,240,115,145,80,170,163
AT4G27630,145,56,85,64,111,109
AT4G27640,3055,1775,1778,2123,2304,2650
AT4G27650,451,327,302,473,419,609
AT4G27652,163,214,171,118,214,201
AT4G27654,21,45,26,12,32,19
AT4G27657,327,241,310,93,466,259
AT4G27660,33,15,23,13,26,22
AT4G27670,2,4,6,13,10,11
AT4G27680,394,290,302,284,409,388
AT4G27690,408,208,213,201,275,307
AT4G27700,246,274,297,106,276,176
AT4G27710,503,409,387,365,515,530
AT4G27720,3180,1802,1714,879,1516,1447
AT4G27730,1107,601,823,866,752,1039
AT4G27740,100,106,128,166,194,301
AT4G27745,185,179,200,273,304,429
AT4G27750,640,428,377,609,503,709
AT4G27760,803,462,484,313,445,446
AT4G27765,0,0,0,0,0,0
AT4G27780,467,254,306,389,450,542
AT4G27790,30,10,22,29,27,27
AT4G27800,1562,921,1044,1338,982,1388
AT4G27810,28,35,36,69,28,65
AT4G27820,50,61,78,57,70,91
AT4G27830,205,152,208,153,289,348
AT4G27840,312,230,218,169,245,249
AT4G27845,3,2,2,0,5,2
AT4G27850,63,40,48,39,66,52
AT4G27852,41,18,20,22,38,28
AT4G27860,2350,1767,1727,991,1891,1932
AT4G27870,3393,1780,1806,3134,2625,3588
AT4G27875,0,0,0,0,0,0
AT4G27880,547,340,338,579,534,728
AT4G27885,0,0,0,0,0,0
AT4G27890,8,2,2,11,7,12
AT4G27900,510,212,260,353,269,413
AT4G27910,456,180,218,262,301,292
AT4G27920,0,0,0,2,2,2
AT4G27940,202,96,110,90,149,125
AT4G27950,22,24,28,49,92,72
AT4G27960,1447,1858,1612,1095,1653,1906
AT4G27970,206,119,114,166,281,258
AT4G27980,9,11,19,21,23,15
AT4G27990,665,528,638,532,786,932
AT4G28000,4,1,3,5,3,7
AT4G28005,0,0,2,1,0,0
AT4G28010,104,85,82,68,95,77
AT4G28020,79,50,57,56,89,101
AT4G28025,692,470,485,350,505,599
AT4G28030,523,410,480,297,524,473
AT4G28040,375,433,558,752,1875,1605
AT4G28050,1183,857,810,363,693,680
AT4G28060,1236,641,640,413,747,899
AT4G28068,0,0,0,0,0,0
AT4G28070,206,106,117,87,119,164
AT4G28080,6765,4666,4842,3349,5539,5003
AT4G28085,37,38,31,31,39,73
AT4G28088,2,0,0,1,3,4
AT4G28090,1,2,4,7,7,4
AT4G28100,510,472,559,138,430,318
AT4G28110,1,7,5,3,14,4
AT4G28130,0,1,0,0,0,0
AT4G28140,5,15,28,80,64,83
AT4G28150,40,21,27,45,55,64
AT4G28160,2,3,2,3,3,0
AT4G28162,16,15,23,21,17,20
AT4G28170,9,2,6,7,12,14
AT4G28180,256,353,355,379,418,506
AT4G28190,421,235,253,170,216,270
AT4G28200,846,372,415,548,509,728
AT4G28210,598,362,361,313,271,345
AT4G28220,620,292,333,231,279,321
AT4G28230,309,171,224,288,353,363
AT4G28240,2658,1841,2156,2469,3153,3876
AT4G28250,221,124,117,55,144,119
AT4G28260,1789,1052,984,2212,1795,2303
AT4G28270,851,695,740,787,1240,1224
AT4G28280,78,108,104,94,236,151
AT4G28290,132,140,139,170,331,241
AT4G28300,2873,2144,2369,3275,4907,5141
AT4G28310,266,148,110,85,153,118
AT4G28320,245,112,100,87,119,107
AT4G28330,62,24,33,48,32,42
AT4G28340,3,5,5,13,13,8
AT4G28350,152,143,149,149,285,236
AT4G28360,696,358,400,231,381,395
AT4G28362,0,0,0,0,0,0
AT4G28365,2,3,5,5,4,3
AT4G28370,407,283,323,325,399,438
AT4G28380,39,24,27,32,38,29
AT4G28390,270,131,146,212,190,288
AT4G28395,0,1,0,1,1,1
AT4G28397,1,1,0,4,8,1
AT4G28400,367,291,255,215,289,340
AT4G28405,5,2,1,1,2,2
AT4G28410,248,93,123,255,419,497
AT4G28420,10,16,14,26,74,48
AT4G28430,46,29,37,24,52,47
AT4G28440,482,266,239,232,300,330
AT4G28450,371,168,154,155,203,257
AT4G28460,6,7,15,19,29,16
AT4G28470,1605,707,809,748,956,1108
AT4G28480,1059,581,608,652,838,826
AT4G28485,5,4,2,2,6,2
AT4G28490,103,70,98,121,164,128
AT4G28500,6,7,9,9,29,17
AT4G28510,642,237,257,330,311,423
AT4G28520,217883,5177,4301,68817,12028,56226
AT4G28530,3,8,10,13,47,40
AT4G28540,1210,778,806,1052,1170,1407
AT4G28550,217,89,123,161,205,241
AT4G28556,0,4,2,4,1,2
AT4G28560,192,68,93,57,71,84
AT4G28570,423,331,328,387,569,509
AT4G28580,1,4,0,1,1,1
AT4G28590,173,119,130,57,110,91
AT4G28600,788,509,532,695,743,793
AT4G28610,1086,670,683,698,891,1097
AT4G28620,5,11,14,16,19,11
AT4G28630,514,330,370,233,362,375
AT4G28640,415,201,193,210,219,302
AT4G28650,1395,646,602,1220,1053,1307
AT4G28652,1292,512,544,1097,948,1190
AT4G28660,1331,964,1026,261,639,485
AT4G28670,2,0,3,5,3,2
AT4G28680,223,51,43,9,30,21
AT4G28690,144,68,85,77,102,119
AT4G28700,5,13,32,31,25,15
AT4G28703,17,8,20,26,27,34
AT4G28706,305,196,211,92,217,195
AT4G28710,1101,724,744,1126,1227,1464
AT4G28720,696,349,350,428,433,393
AT4G28730,156,89,117,34,85,74
AT4G28740,206,169,138,61,140,124
AT4G28750,1842,3922,4139,333,3501,1906
AT4G28755,643,1143,1298,104,1176,716
AT4G28760,2370,1387,1366,1597,1578,2052
AT4G28770,939,945,904,830,1388,1452
AT4G28775,0,2,5,2,3,0
AT4G28780,87,88,99,11,27,20
AT4G28790,82,51,57,84,132,132
AT4G28800,15,12,23,42,21,20
AT4G28811,52,26,41,87,30,48
AT4G28815,5,2,4,9,10,2
AT4G28820,69,40,38,41,46,58
AT4G28830,228,129,131,228,171,330
AT4G28840,141,98,90,63,139,130
AT4G28850,237,100,212,116,253,213
AT4G28860,777,453,485,542,806,858
AT4G28870,2,4,1,2,7,4
AT4G28880,2538,1707,1768,2824,3106,4126
AT4G28890,281,291,285,677,650,749
AT4G28910,1818,925,899,1401,1348,1879
AT4G28915,0,0,0,0,0,0
AT4G28920,0,0,0,0,1,0
AT4G28930,2,1,6,2,7,4
AT4G28940,10,14,17,12,24,21
AT4G28950,59,29,37,21,21,27
AT4G28980,870,495,563,653,732,791
AT4G28990,366,194,180,257,259,307
AT4G29000,491,274,315,376,498,495
AT4G29010,3125,1858,1978,2322,2762,3018
AT4G29020,2856,982,1109,1553,1345,1597
AT4G29030,42,31,27,28,23,18
AT4G29033,0,0,0,0,0,0
AT4G29035,0,0,0,0,1,0
AT4G29037,0,1,2,2,0,0
AT4G29040,1695,823,976,935,1286,1321
AT4G29050,16,28,42,29,31,47
AT4G29060,11632,5810,5974,4637,5600,5758
AT4G29070,287,151,147,101,164,207
AT4G29080,140,139,150,173,259,255
AT4G29090,1,7,16,32,23,9
AT4G29100,1049,620,728,818,1251,1488
AT4G29103,0,0,1,0,0,0
AT4G29110,91,126,126,158,230,247
AT4G29120,388,313,329,253,367,433
AT4G29130,1603,774,794,661,958,963
AT4G29140,1965,1605,1718,1555,2079,2239
AT4G29150,21,15,20,15,7,10
AT4G29160,1621,949,1016,1306,1418,1634
AT4G29170,84,27,36,33,46,46
AT4G29180,140,69,95,123,173,168
AT4G29190,1356,1093,1095,2344,1415,2090
AT4G29200,11,9,7,12,9,10
AT4G29210,462,351,385,383,664,577
AT4G29220,1018,788,773,697,992,1137
AT4G29230,61,28,37,74,79,100
AT4G29240,91,82,82,51,77,76
AT4G29250,14,11,11,15,14,10
AT4G29260,738,492,490,556,770,936
AT4G29270,3927,2227,2053,958,1528,1868
AT4G29273,0,0,0,0,1,0
AT4G29280,0,0,0,0,0,0
AT4G29283,0,0,0,0,0,0
AT4G29285,0,0,0,0,2,1
AT4G29290,0,2,2,1,0,0
AT4G29300,0,2,1,3,1,2
AT4G29305,1,0,2,0,0,1
AT4G29310,584,554,559,554,643,673
AT4G29330,723,536,559,501,668,785
AT4G29340,22,15,26,37,63,54
AT4G29350,8275,5885,5590,6931,6681,8387
AT4G29360,594,361,351,241,289,345
AT4G29370,14,4,13,15,22,10
AT4G29380,1861,1068,1090,2187,1825,2551
AT4G29390,2919,1217,1273,861,1472,1728
AT4G29400,242,165,187,76,145,116
AT4G29410,2823,1460,1589,1412,1720,2304
AT4G29415,0,0,0,0,0,0
AT4G29420,151,89,101,131,155,182
AT4G29430,271,137,127,110,129,151
AT4G29440,543,410,410,446,567,628
AT4G29450,34,19,31,76,76,83
AT4G29460,0,0,0,0,6,1
AT4G29470,1,3,3,1,2,1
AT4G29480,2038,1195,1369,917,1329,1776
AT4G29490,648,328,300,507,489,656
AT4G29510,598,316,359,291,424,540
AT4G29520,633,261,275,248,291,312
AT4G29530,66,50,40,40,64,89
AT4G29540,35,17,28,28,38,37
AT4G29548,0,0,0,0,0,1
AT4G29550,4,7,4,7,11,7
AT4G29560,25,34,37,40,34,47
AT4G29570,2,1,8,6,10,6
AT4G29580,9,8,8,24,19,11
AT4G29590,278,201,218,120,215,201
AT4G29600,2,0,5,12,8,5
AT4G29610,6,8,17,13,14,14
AT4G29620,3,7,7,9,2,2
AT4G29630,0,1,1,6,7,2
AT4G29640,4,6,9,14,16,11
AT4G29650,0,6,1,11,11,5
AT4G29654,0,0,0,0,0,1
AT4G29658,3,2,9,8,9,5
AT4G29660,114,66,81,63,87,109
AT4G29670,1026,796,842,395,796,770
AT4G29680,1101,669,711,531,837,824
AT4G29690,3661,1370,1364,762,1021,1139
AT4G29700,1787,1069,1007,712,1049,1117
AT4G29710,0,2,3,16,3,1
AT4G29720,643,414,448,742,955,943
AT4G29730,129,49,76,41,71,73
AT4G29735,790,518,502,350,531,674
AT4G29740,6,8,12,16,21,12
AT4G29750,988,480,562,482,601,608
AT4G29760,3,2,9,9,11,6
AT4G29770,3,9,4,6,10,4
AT4G29780,797,949,916,627,1209,1002
AT4G29790,967,532,563,877,885,1063
AT4G29800,44,34,47,51,79,51
AT4G29810,987,506,552,353,670,788
AT4G29820,234,134,130,244,181,321
AT4G29830,423,210,266,305,315,381
AT4G29840,3161,1553,1737,1809,2061,2466
AT4G29850,36,23,39,33,50,41
AT4G29860,165,82,89,122,121,188
AT4G29870,914,618,717,292,773,836
AT4G29880,15,16,30,22,30,12
AT4G29890,264,131,137,196,189,219
AT4G29900,2611,1543,1512,3026,2648,3725
AT4G29905,697,733,680,1232,2764,2462
AT4G29910,264,196,209,132,216,229
AT4G29920,133,112,136,100,160,120
AT4G29930,30,57,42,14,58,33
AT4G29940,558,216,265,425,333,478
AT4G29950,1269,1146,1027,1277,2038,2001
AT4G29960,727,448,421,464,602,758
AT4G29970,1,1,3,0,3,2
AT4G29980,7,2,5,4,10,7
AT4G29990,47,34,31,53,51,70
AT4G30000,249,156,143,135,182,174
AT4G30010,3234,1917,1906,1331,2027,2214
AT4G30020,1416,739,790,531,713,774
AT4G30030,6,3,9,24,18,8
AT4G30040,1,3,6,14,6,2
AT4G30050,0,1,1,1,3,1
AT4G30060,753,505,402,399,544,626
AT4G30064,0,0,0,1,0,1
AT4G30067,0,0,0,0,0,0
AT4G30070,0,1,1,3,0,1
AT4G30074,0,1,0,0,0,0
AT4G30080,576,428,435,628,661,717
AT4G30090,12,10,13,3,22,17
AT4G30097,7,10,3,6,5,11
AT4G30100,3029,1760,1801,2426,2592,2987
AT4G30110,63,88,74,90,160,161
AT4G30120,12,4,8,36,8,42
AT4G30130,93,53,70,43,71,71
AT4G30140,1262,1561,1872,2185,2002,3113
AT4G30150,474,268,300,247,371,359
AT4G30160,2577,1757,1981,2155,3093,3228
AT4G30170,5617,3843,3808,5067,5749,7249
AT4G30180,208,146,145,113,101,102
AT4G30190,28001,18180,19819,26010,34176,36122
